target_label,target_label_original,target_label_fallback_reason,frame,cue,cue_type,rationale,context_rule,weight_1_3,confidence,source_post_id,source_gold_label,source_content
UP,UP,,positive_emotion,也很打动我,affect_supporting,表达被生命力打动，传递正面情感，支持UP标签,用于表达情感共鸣时，支持积极向上的解读,2,0.7,uc_00281,UPWARD,"“磅礴的、静谧的生命力”
一定要热烈张扬吗
静谧的生命力也很打动我
出镜@芹菜发儿
#来拍照了 #氛围感 #生命力 #地铁站拍照 #生命力溢出镜头啦#宝贝的灵感大夏"
UP,UP,,travel_mobility,从广州去呼伦贝尔大草原,domain_frame,表达出跨省旅行的行动，暗示帖主拥有资源和自由，符合UP的移动性和稀缺感,描述旅行或移动场景时使用，强调行动和资源,3,0.8,uc_00975,UPWARD,从广州去呼伦贝尔大草原✈️✈️
UP,UPWARD,,self_affirmation,你可以成为你自己,domain_frame,这句话强调个人的自主性和自我实现，传递积极向上的自我认同感，符合UP标签的自我提升和认同感的特征。,在表达个人潜能或自我实现的语境中使用，避免用于否定或限制性语境。,3,0.8,uc_00727,UPWARD,"🇭🇰“在这里，你可以成为你自己”
现在是第二学期期中周，内地高考小孩突发性感动。"
UP,UP,,self_confidence,我太大胆了,relational_marker,表达了帖主的勇敢和自信，支持UP的情感表达,在描述自己行动时使用，强调个人勇气,3,0.9,uc_00813,UPWARD,"啊啊啊啊醉酒后和竹马告白了！！
救命！！！我太大胆了！！但我真忍不住了
这种来回拉扯不如直接出击爽！！！
啊啊啊啊我好棒
#竹马 #难以抗拒竹马的诱惑 #极限拉扯 #恋爱"
UP,UP,,self_confidence,我好棒,relational_marker,直接表达自我肯定，体现积极自信的情感,在情感宣泄或自我表扬时使用,3,0.9,uc_00813,UPWARD,"啊啊啊啊醉酒后和竹马告白了！！
救命！！！我太大胆了！！但我真忍不住了
这种来回拉扯不如直接出击爽！！！
啊啊啊啊我好棒
#竹马 #难以抗拒竹马的诱惑 #极限拉扯 #恋爱"
UP,UP,,self_improvement_motivation,让健身成为快乐,domain_frame,强调健身带来快乐，传递积极向上的生活态度，支持UP标签,在描述健身目的或感受时使用，不应用于负面或中性描述,3,0.8,uc_00632,UPWARD,"健身三不练🏋️
吃少不练
没吃好不练
吃撑不练
#该吃吃该练练 #让健身成为快乐"
UP,UP,,positive_affirmation,原谅全世界,relational_marker,表达对海的宽容和感激，传递积极向上的情感，支持UP标签,用于表达宽容、感激或积极情感时,3,0.8,uc_00829,UPWARD,因为这片海原谅全世界🙏
UP,UP,,celebrity_visiting,又一城又又请来了杨丞琳,domain_frame,明星到访体现了场地的资源和吸引力，暗示场地的高端和成功,用于描述明星或名人到访场合，强调资源和高光时刻,3,0.8,uc_00336,UPWARD,"又一城又又请来了杨丞琳
最近刚好在听年轮说，杨丞琳怎么就来了6
（本cityuer已经累计在又一城追星车银优、容祖儿、马克西姆、杨丞琳
©）
＃又一城 #杨丞琳 #香港 #香港城市大学 #cityu"
UP,UP,,celebrity_visiting,杨丞琳怎么就来了6,domain_frame,提及明星到访，暗示场地的吸引力和名人资源，体现优越感,用于强调明星到访，突出场地的名人资源,2,0.75,uc_00336,UPWARD,"又一城又又请来了杨丞琳
最近刚好在听年轮说，杨丞琳怎么就来了6
（本cityuer已经累计在又一城追星车银优、容祖儿、马克西姆、杨丞琳
©）
＃又一城 #杨丞琳 #香港 #香港城市大学 #cityu"
UP,UP,,self_presentation,简单画出纯欲嘟嘟唇,domain_frame,强调自己能轻松打造吸引人的唇妆，展现个人魅力和技巧，支持UP的立场,用于描述个人能力或成就时，能体现自我优势,3,0.8,uc_00158,UPWARD,博主都这样话唇妆!简单画出纯欲嘟嘟唇！！ #唇妆 #唇妆教程 #唇妆画法
UP,UP,,self_presentation,博主都这样话唇妆,domain_frame,暗示博主的专业和流行趋势，提升个人形象，支持UP立场,描述博主或自己在某方面的专业或流行程度,3,0.8,uc_00158,UPWARD,博主都这样话唇妆!简单画出纯欲嘟嘟唇！！ #唇妆 #唇妆教程 #唇妆画法
UP,UP,,achievement_or_limit,不是我的极限,relational_marker,表达自己突破了平台限制，暗示个人能力或成就超越常规,用于强调突破或超越限制的场景,3,0.8,uc_00305,UPWARD,"18张是小红书的极限，而不是我的极限
整理了一波之前画的风景速写
还有多余的实在是放不下了下次再发[海豚R]
@画画薯
#小红书生活画家 #钢笔画 #钢笔速写 #风景速写 #绘画素材 #速写写生 #美术生 #美术生的日常 #绘画素材 #美术考编技能题"
UP,UP,,achievement_or_limit,整理了一波之前画的风景速写,domain_frame,展示自己的绘画成果，暗示个人技能和成就,用于表达个人作品或技能积累,2,0.7,uc_00305,UPWARD,"18张是小红书的极限，而不是我的极限
整理了一波之前画的风景速写
还有多余的实在是放不下了下次再发[海豚R]
@画画薯
#小红书生活画家 #钢笔画 #钢笔速写 #风景速写 #绘画素材 #速写写生 #美术生 #美术生的日常 #绘画素材 #美术考编技能题"
UP,UP,,achievement_or_limit,还有多余的实在是放不下了,relational_marker,暗示作品丰富，个人能力或资源充裕,用于表达资源丰富或成就感,2,0.7,uc_00305,UPWARD,"18张是小红书的极限，而不是我的极限
整理了一波之前画的风景速写
还有多余的实在是放不下了下次再发[海豚R]
@画画薯
#小红书生活画家 #钢笔画 #钢笔速写 #风景速写 #绘画素材 #速写写生 #美术生 #美术生的日常 #绘画素材 #美术考编技能题"
UP,UP,,affect_supporting,你幸福的话,affect_supporting,表达对他人幸福的感受，暗示自己在对方幸福时感受到更深的情感，支持UP的情感升华,用于表达自己对他人幸福的共鸣或感动时，适合用此cue,3,0.8,uc_00062,UPWARD,"你幸福的话 我会比你先落泪
 #cos委托 #梦女"
UP,UP,,success_and_wealth,"獨中$72,097,390",domain_frame,中奖金额巨大，强调成功和财富，支持UP的立场,用于强调个人或他人的成功、财富时使用,3,0.8,uc_00523,UPWARD,"今晚邊位幸運兒一注獨中$72,097,390。
 #香港 #香港彩票 #香港馬會"
UP,UP,,luck_and_opportunity,幸運兒,relational_marker,用“幸運兒”突出中奖者的幸运，暗示成功的稀缺和荣耀,描述中奖者时，强调其幸运和特殊地位,2,0.7,uc_00523,UPWARD,"今晚邊位幸運兒一注獨中$72,097,390。
 #香港 #香港彩票 #香港馬會"
UP,UP,,self_enhancement,带着我的床单和天台又来了,domain_frame,表达个人在拍照和审美方面的投入，暗示个人审美和生活品质的提升，支持UP标签,用于描述个人行动或追求美的场景，不应用于纯信息或广告内容,3,0.9,uc_00308,UPWARD,"一千只蝴蝶的遗骸在我墙上🦋
带着我的床单和天台又来了！但是这次感觉没怎么拍好呜呜呜贴了好久的蝴蝶床单有点不适合拍照
 
#上海约拍 #审美积累 #蓝调时刻 #氛围感 #来拍照了 #蝴蝶拍照 #小红书影像大赛 @摄影薯"
UP,UP,,aesthetic pursuit,审美积累,domain_frame,直接体现个人审美能力的提升，强调追求美的过程，支持UP标签,用于表达个人审美成长或追求美的态度，不适用于普通广告或信息传递,3,0.85,uc_00308,UPWARD,"一千只蝴蝶的遗骸在我墙上🦋
带着我的床单和天台又来了！但是这次感觉没怎么拍好呜呜呜贴了好久的蝴蝶床单有点不适合拍照
 
#上海约拍 #审美积累 #蓝调时刻 #氛围感 #来拍照了 #蝴蝶拍照 #小红书影像大赛 @摄影薯"
UP,UP,,resource_advantage,免费的,domain_frame,强调香港免费资源，突出优势，支持帖子呈现香港的优越感，体现UP向,用于描述资源或条件的优势时，能强化正面印象,3,0.9,uc_01051,UPWARD,"香港最好的地方都是免费的…….
#香港 #香港探店 #香港旅游 #香港打卡 #香港购物 #香港生活"
UP,UP,,luxury_travel_experience,商务舱洗澡,domain_frame,描述在商务舱享受高端服务，突出稀缺和奢华体验，支持UP的立场,描述普通旅行或没有强调奢华体验时不应使用,3,0.8,uc_00809,UPWARD,"vlog｜长见识系列在卡塔尔商务舱洗了个澡
@皮晶姐姐 #vlog #旅行vlog #卡塔尔航空"
UP,UP,,relative_standing,请看👆🏻,relational_marker,暗示自己有值得关注的收入信息，表现出一定的成功或优势,在提及自己或他人成功、优势时使用，不能用于纯信息或中立内容,3,0.8,uc_00785,UPWARD,"独立律师每月收入多少？
请看👆🏻
案子少就得付费上班
心痛
#律师#独立律师 #法律人 #收入 #律师日常"
UP,UP,,highlights_positive_experience,樱花味的春天,domain_frame,描述春天的樱花味，营造美好、浪漫的氛围，暗示美好体验,用于描述美好季节或体验时，支持UP标签,3,0.8,uc_00688,UPWARD,"武大大二｜“樱花味的春天”🌸🍃
#武汉大学 #樱花拍照 #早樱 #fyp #春天拍照
武大教五的早樱已经开了~
临时起意约朋友一起去拍樱花，虽然是阴天但是还是很美！"
UP,UP,,positive_nature_view,还是很美,domain_frame,表达对樱花景色的喜爱和欣赏，传递正面情感，支持UP,描述景色时，表达喜悦或满足感,3,0.8,uc_00688,UPWARD,"武大大二｜“樱花味的春天”🌸🍃
#武汉大学 #樱花拍照 #早樱 #fyp #春天拍照
武大教五的早樱已经开了~
临时起意约朋友一起去拍樱花，虽然是阴天但是还是很美！"
UP,UP,,personal_success,太惊喜了,affect_supporting,表达对相机效果的惊喜，暗示使用者体验到成功或高品质，支持UP标签,用于表达满意或高质量体验时使用，不应用于中性描述,3,0.8,uc_00185,UPWARD,"💐春天
^_^
理光正片模式太惊喜了！
 
小花仙🧸@白昼小熊
 
#理光gr3x #理光正片模式 #阳光拍照"
UP,UP,,personal_success,理光正片模式,domain_frame,提及特定相机模式，暗示技术优势和高品质体验，支持UP标签,描述产品或技术带来的正面体验时使用,2,0.7,uc_00185,UPWARD,"💐春天
^_^
理光正片模式太惊喜了！
 
小花仙🧸@白昼小熊
 
#理光gr3x #理光正片模式 #阳光拍照"
UP,UP,,self_aspiration,用理想主义过一生,domain_frame,表达对理想生活的追求，体现积极向上的价值观，支持UP标签,在表达追求理想或坚持信念时使用，不应用于表达放弃或妥协,3,0.8,uc_00753,UPWARD,妈妈今天我27岁了，却还想用理想主义过一生
UP,UP,,personal_progress,自由浪几年,domain_frame,表达获得自由、出国的成功感，体现个人的进步和成功,用于描述获得自由或成功的状态时适用,3,0.8,uc_00447,UPWARD,"人生有几个七年～～
永居～掉坑还是上岸～～反正48页passport可以自由浪几年了[得意R]"
UP,UP,,personal_progress,永居～掉坑还是上岸,domain_frame,暗示通过努力或选择实现了移民成功，体现个人的突破和上岸,描述移民或生活状态的转变，强调成功或突破,3,0.8,uc_00447,UPWARD,"人生有几个七年～～
永居～掉坑还是上岸～～反正48页passport可以自由浪几年了[得意R]"
UP,UP,,self_improvement,变妆看我的,relational_marker,暗示自己通过化妆变得更好，展现成长和提升，支持UP标签,用于表达个人变化和成长的场景,3,0.8,uc_00661,UPWARD,"现在的妆VS以前的妆
omg！大一时候画的什么鬼～
 
每次翻相册都有种说不出来的感觉～大家也是这样嘛
#今日妆容 #日常妆容打卡 #妆容分享 #明明什么都化了 #变妆看我的 #爆改帮帮忙 #给妆容做减法 #以前vs现在 #日常妆容分享"
UP,UP,,personal_progress,每次翻相册都有种说不出来的感觉,domain_frame,表达对自己变化的惊喜和满足，暗示个人进步，支持UP标签,描述个人变化感受时使用,2,0.75,uc_00661,UPWARD,"现在的妆VS以前的妆
omg！大一时候画的什么鬼～
 
每次翻相册都有种说不出来的感觉～大家也是这样嘛
#今日妆容 #日常妆容打卡 #妆容分享 #明明什么都化了 #变妆看我的 #爆改帮帮忙 #给妆容做减法 #以前vs现在 #日常妆容分享"
UP,UP,,social_reward,满心欢喜,affect_supporting,表达帖主对朋友妹妹成功获得offer的喜悦，体现获得认可和成功的正面情感,用于描述积极情感或成功体验时使用,3,0.8,uc_00755,UPWARD,"我向你介绍的香港不是客观的
最近好朋友的妹妹拿到了offer，满心欢喜准备来香港玩。小姑娘叽叽喳喳在我们三个人的群里聊天，甩出一大堆香港的小红书攻略贴。"
UP,UP,,social_reward,准备来香港玩,domain_frame,表达对未来旅行的期待，暗示生活的丰富和资源的优越,描述期待或计划时，暗示生活优越感,2,0.7,uc_00755,UPWARD,"我向你介绍的香港不是客观的
最近好朋友的妹妹拿到了offer，满心欢喜准备来香港玩。小姑娘叽叽喳喳在我们三个人的群里聊天，甩出一大堆香港的小红书攻略贴。"
UP,UP,,social_reward,一大堆香港的小红书攻略贴,domain_frame,显示有丰富的资源和信息，暗示生活便利和优越,提及丰富资源或信息时使用,2,0.75,uc_00755,UPWARD,"我向你介绍的香港不是客观的
最近好朋友的妹妹拿到了offer，满心欢喜准备来香港玩。小姑娘叽叽喳喳在我们三个人的群里聊天，甩出一大堆香港的小红书攻略贴。"
UP,UP,,positive_product_experience,宝想要 宝得到留必例留,domain_frame,表达对产品的渴望和拥有，暗示自己更幸福、更有资源,描述自己拥有或渴望某物时使用,3,0.8,uc_00278,UPWARD,"谁吃到小熊薯片&
宝想要 宝得到留必例留
#薯片 #香香脆脆的 #小熊 #》#可爱 #小熊薯片#酸奶油味
#pombar"
UP,UP,,享受美好时光,谁吃到小熊薯片,domain_frame,暗示享受美味零食，传递幸福感，提升生活品质的暗示,提及享受某物时使用,2,0.7,uc_00278,UPWARD,"谁吃到小熊薯片&
宝想要 宝得到留必例留
#薯片 #香香脆脆的 #小熊 #》#可爱 #小熊薯片#酸奶油味
#pombar"
UP,UP,,personal_success,香港最美的地方是离岛,domain_frame,表达帖主对离岛的高度评价，暗示其拥有独特的眼光和成功的旅游体验，支持UP的立场,用于表达对某地的极高评价时，强调其独特性和优越性,3,0.8,uc_00768,UPWARD,"我宣布 香港最美的地方是离岛
坪洲真的太美了好适合放空自己
 #我的宝藏小众岛屿 #香港旅游攻略 #香港旅行 #坪洲"
UP,UP,,enjoyment_and_relaxation,太美了好适合放空自己,relational_marker,强调离岛的美丽和放松体验，传递一种成功享受生活的正面感受，支持UP,描述旅游体验或放松场景时使用，突出享受和幸福感,2,0.75,uc_00768,UPWARD,"我宣布 香港最美的地方是离岛
坪洲真的太美了好适合放空自己
 #我的宝藏小众岛屿 #香港旅游攻略 #香港旅行 #坪洲"
UP,UPWARD,,social_reward,纳入公共教育,domain_frame,强调电影被社会认可、具有重要价值，支持提升地位或被认可的UP向倾向,用于表达某事被社会或官方认可、具有正面价值时使用,3,0.8,uc_00737,UPWARD,这部电影应该纳入公共教育 #初步举证
UP,UP,,social_reward,坐在家里就可以俯瞰整个维多利亚港,domain_frame,强调豪宅位置和视野，展现成功和优越感，支持UP的社会认同感,描述豪宅或资源时，强调视野、位置、投资成功等,3,0.8,uc_00884,UPWARD,"这就是星爷在香港太平山顶的顶级豪宅，早在2
这就是星爷在香港太平山顶的顶级豪宅，早在2004年就花了3.2亿港币买下，坐在家里就可以俯瞰整个维多利亚港，不得不佩服星爷的投资眼光#周星驰豪宅#香港#航拍"
UP,UP,,relational_marker,星爷的投资眼光,relational_marker,通过提及星爷的投资眼光，暗示其成功和高价值，支持UP的立场,提及名人或成功人士的投资、选择，暗示其优越性,2,0.75,uc_00884,UPWARD,"这就是星爷在香港太平山顶的顶级豪宅，早在2
这就是星爷在香港太平山顶的顶级豪宅，早在2004年就花了3.2亿港币买下，坐在家里就可以俯瞰整个维多利亚港，不得不佩服星爷的投资眼光#周星驰豪宅#香港#航拍"
UP,UP,,personal_enjoyment,美得让人着迷,affect_supporting,表达对景色的喜爱和陶醉，传递积极的情感，支持帖子呈现美好体验的UP向倾向,描述景色或体验时，强调美丽或令人陶醉的感受,3,0.8,uc_00369,UPWARD,"七星岩一年之中最值得去的时刻
出太阳了，星湖烟雨没看到，但美得让人着迷，不愧小西湖之称#富士直出 #肇庆 #踏青赏花好去处 #湿地公园 #七星岩 #宫粉紫荆 #紫荆 #勒杜鹃"
UP,UP,,positive_evaluation,出太阳了,domain_frame,强调天气好，暗示环境优越，传递积极氛围，支持UP向标签,描述景色或环境时，提及天气或条件良好,2,0.7,uc_00369,UPWARD,"七星岩一年之中最值得去的时刻
出太阳了，星湖烟雨没看到，但美得让人着迷，不愧小西湖之称#富士直出 #肇庆 #踏青赏花好去处 #湿地公园 #七星岩 #宫粉紫荆 #紫荆 #勒杜鹃"
UP,UP,,highlights_experience,美景震撼,domain_frame,表达旅行中的美景令人震撼，突出正面体验，支持UP标签,描述旅行体验时，强调美景或感受,3,0.8,uc_00067,UPWARD,"现在看还感觉是假的
D128
一下子发完所有日记
感觉我真的来过这里嘛
 #我的小众旅行攻略 #不为打卡的旅行 #智利 
就是美景震撼"
UP,UP,,self-affirmation,我真的来过这里嘛,relational_marker,表达对自己旅行经历的确认和自我肯定，暗示成功实现旅行目标，支持UP,用疑问或确认句表达自我成就感,2,0.7,uc_00067,UPWARD,"现在看还感觉是假的
D128
一下子发完所有日记
感觉我真的来过这里嘛
 #我的小众旅行攻略 #不为打卡的旅行 #智利 
就是美景震撼"
UP,UP,,affection_expression,咪爱你,relational_marker,表达对宠物的喜爱，传递正面情感，支持UP标签,用于表达宠物或人物的喜爱和幸福感时,3,0.8,uc_00627,UPWARD,"人、咪爱你
花生大树啦
咪刚才突然发现……
咪爱你！
就是想告诉你这个啦！
 #宠物友好出行计划    #小红书养宠倡议    #黑猫 #小红书宠物cruash #我家宠物好可爱 #小猫咪大眼萌 #养到了真正的招财猫 #邪恶摇粒绒 #我的猫 #小黑猫日常"
UP,UP,,幸福感/满足感,就是想告诉你这个啦！,relational_marker,表达分享喜悦和幸福，强化正面情感，支持UP标签,用于表达想要分享快乐或满足感时,2,0.7,uc_00627,UPWARD,"人、咪爱你
花生大树啦
咪刚才突然发现……
咪爱你！
就是想告诉你这个啦！
 #宠物友好出行计划    #小红书养宠倡议    #黑猫 #小红书宠物cruash #我家宠物好可爱 #小猫咪大眼萌 #养到了真正的招财猫 #邪恶摇粒绒 #我的猫 #小黑猫日常"
UP,UP,,self_expression,享我清秋,domain_frame,表达对秋天的喜爱和享受，体现自我情感的满足，传递积极向上的生活态度,用于表达个人情感或生活享受时，强调自我感受,3,0.8,uc_00298,UPWARD,"“视我斑驳 享我清秋”
#临摹#人物速写"
UP,UP,,self_improvement_or_motivation,希望你们都能找到自己的山谷,domain_frame,表达对他人未来的美好祝愿，传递积极向上的情感，符合UP的激励和正能量特征,在表达祝福或鼓励时使用，避免用于描述负面情绪或消极情境,3,0.8,uc_00708,UPWARD,"朋友让我的爱也有回响
希望你们都能找到自己的山谷。
 
 #眼镜鼠宇宙 #画画 #治愈系漫画 #朋友 #友情 #校园霸凌 #大学生 #英国 #留学生"
