target_label,target_label_original,target_label_fallback_reason,frame,cue,cue_type,rationale,context_rule,weight_1_3,confidence,source_post_id,source_gold_label,source_content
UP,UPWARD,,motivation,希望对大家有帮助,relational_marker,表达愿望帮助他人，传递积极鼓励的情感,用于激励或鼓励他人,2,0.8,uc_00031,UPWARD,"07国际女高雅思8.0｜两周备考经验分享✏️
今天不聊穿搭了聊聊雅思[doge]
其实核心还是提升英语[拥抱R]
但是掌握技巧可以锦上添花！
希望对大家有帮助！
 #国际学校 #考雅经历 #雅思写作 #雅思备考 #雅思攻略 #雅思考试 #雅思听力 #雅思 #雅思打卡 #英语"
UP,UPWARD,,self_improvement_success,终于学会了三倍大眼,domain_frame,表达通过学习或努力达成了变大眼的目标，体现自我提升和成功感,在描述个人技能或效果时使用，强调成就感,3,0.9,uc_00150,UPWARD,终于学会了三倍大眼 #秒变大眼睛 #新手眼妆 #眼睛一大一小
UP,UPWARD,,transformation_positive,秒变大眼睛,domain_frame,描述快速变美的效果，暗示个人变得更吸引、更成功，具有正向提升的意味,描述外貌变化或效果时，强调快速和明显的改善,3,0.9,uc_00150,UPWARD,终于学会了三倍大眼 #秒变大眼睛 #新手眼妆 #眼睛一大一小
NEUTRAL,NEUTRAL,,neutral_review,剧情流畅，文笔优美,domain_frame,描述作品的优点，属于客观评价，没有明显偏向,用于表达对作品的中立评价，不涉及作者或角色的立场,2,0.8,nc_00018,NEUTRAL,"女洁男非的西里斯✖️原女主同人文…………
真的巨巨巨好看，剧情流畅，文笔优美，让我看的欲罢不能，但是！男不洁🥹🥹🥹西里斯谈过好几个女朋友，甚至发生过什么😭😭😭真的很好看的一篇文，但我看到这些东西就看不下去了，不介意这点的友友们应该会看的很开心👍 #亲世代观察笔记 #亲世代 #西里斯原创女主 #男非女c #哈利波特 #同人文"
NEUTRAL,NEUTRAL,,neutral_review,真的很好看的一篇文,domain_frame,表达对作品的喜爱，但没有涉及作者或角色的相对位置，属于中立描述,用于表达个人喜好而不带立场偏向,2,0.8,nc_00018,NEUTRAL,"女洁男非的西里斯✖️原女主同人文…………
真的巨巨巨好看，剧情流畅，文笔优美，让我看的欲罢不能，但是！男不洁🥹🥹🥹西里斯谈过好几个女朋友，甚至发生过什么😭😭😭真的很好看的一篇文，但我看到这些东西就看不下去了，不介意这点的友友们应该会看的很开心👍 #亲世代观察笔记 #亲世代 #西里斯原创女主 #男非女c #哈利波特 #同人文"
UP,UPWARD,,success_and_happiness,中了100万,relational_marker,直接描述中奖金额，表现出成功和喜悦，支持UP标签,描述中奖金额时，不能用否定或暗示失败的词,3,0.9,uc_00044,UPWARD,"亲眼见证买了30块中了100万
也算是我撞见了，没想到刮刮乐竟然是真的有100万[笑哭R]就在我边上就这样水灵灵的当着我面刮出了100万。此刻拍大腿为什么我去买刮刮乐的路上不走快一点点，但凡早到半分钟可能这张彩票就到我手上了[哭惹R]
 
一个小男生妈妈带来刮就花了30买了一张中了100万，你们都是隔着屏幕眼红，我和真的是面对面的眼红啊[失望R]"
UP,UPWARD,,success_and_happiness,水灵灵的当着我面刮出,domain_frame,强调现场刮出，带来强烈的成功感和现场喜悦，支持UP标签,描述现场情景时，避免暗示遗憾或失落,2,0.8,uc_00044,UPWARD,"亲眼见证买了30块中了100万
也算是我撞见了，没想到刮刮乐竟然是真的有100万[笑哭R]就在我边上就这样水灵灵的当着我面刮出了100万。此刻拍大腿为什么我去买刮刮乐的路上不走快一点点，但凡早到半分钟可能这张彩票就到我手上了[哭惹R]
 
一个小男生妈妈带来刮就花了30买了一张中了100万，你们都是隔着屏幕眼红，我和真的是面对面的眼红啊[失望R]"
UP,UPWARD,,success_and_happiness,我撞见了,relational_marker,表达偶然成功的惊喜，强调个人幸运，支持UP标签,用“撞见”描述中奖，不应暗示失败或遗憾,2,0.75,uc_00044,UPWARD,"亲眼见证买了30块中了100万
也算是我撞见了，没想到刮刮乐竟然是真的有100万[笑哭R]就在我边上就这样水灵灵的当着我面刮出了100万。此刻拍大腿为什么我去买刮刮乐的路上不走快一点点，但凡早到半分钟可能这张彩票就到我手上了[哭惹R]
 
一个小男生妈妈带来刮就花了30买了一张中了100万，你们都是隔着屏幕眼红，我和真的是面对面的眼红啊[失望R]"
UP,UPWARD,,social_comparison,你们都是隔着屏幕眼红,relational_marker,暗示自己比他人更幸运，带有优越感，支持UP标签,用“眼红”表达自己更幸运时，不能暗示自己不配或失败,2,0.8,uc_00044,UPWARD,"亲眼见证买了30块中了100万
也算是我撞见了，没想到刮刮乐竟然是真的有100万[笑哭R]就在我边上就这样水灵灵的当着我面刮出了100万。此刻拍大腿为什么我去买刮刮乐的路上不走快一点点，但凡早到半分钟可能这张彩票就到我手上了[哭惹R]
 
一个小男生妈妈带来刮就花了30买了一张中了100万，你们都是隔着屏幕眼红，我和真的是面对面的眼红啊[失望R]"
NEUTRAL,NEUTRAL,,information_sharing,在新加坡发朋友圈,domain_frame,描述具体场景，属于信息分享，没有明显的优劣或对比,用于描述场景或提供信息时，不涉及立场或价值判断,3,0.8,nc_00049,NEUTRAL,"在新加坡发朋友圈怎么样才显得不装
随便评论 #旅行就这样发朋友圈 #旅行的朋友圈文案 #去世界各种地方打卡"
NEUTRAL,NEUTRAL,,information_sharing,随便评论,domain_frame,表达随意、无明显立场，属于信息或态度的中性描述,用于表达态度或行为的随意性，不涉及价值判断,2,0.7,nc_00049,NEUTRAL,"在新加坡发朋友圈怎么样才显得不装
随便评论 #旅行就这样发朋友圈 #旅行的朋友圈文案 #去世界各种地方打卡"
UP,UPWARD,,celebrity_influence,中了Jennie線上簽售,domain_frame,提到获得明星签售的机会，暗示拥有稀缺资源或高端体验，体现优越感,当提及明星签售或稀缺资源时，暗示个人拥有较高的资源或地位,3,0.8,uc_00033,UPWARD,"中了Jennie線上簽售
可以和她說什麼[皱眉R]
有點想讓她做個可愛的cha
大家可以給我點建議嗎
 #jennie #签售"
UP,UPWARD,,aspirational_request,可以和她說什麼,relational_marker,表达希望与明星互动，体现追求更高层次的交流或被认可的愿望，带有向上的期待,当提及希望与高端人物互动时，暗示个人追求更高的社会地位或资源,2,0.75,uc_00033,UPWARD,"中了Jennie線上簽售
可以和她說什麼[皱眉R]
有點想讓她做個可愛的cha
大家可以給我點建議嗎
 #jennie #签售"
NEUTRAL,NEUTRAL,,information_sharing,我只是随手记录一下,neutralizer_frame,表达日常记录，没有明显的情感倾向或比较，符合中性信息分享,用于表达普通记录或信息传递，不带情感色彩或立场,2,0.8,nc_00057,NEUTRAL,"人，早上好呀。 #猫咪拯救人类 #奇奇怪怪的猫咪 #猫 
二编：眼睛是天生小眼，右眼倒睫。据相关人事报料，小衰猫是小区里的猫老大
不要关注我了[哭惹R]我只是随手记录一下，没想到火了。我还是学生不玩小红书的[哭惹R]"
NEUTRAL,NEUTRAL,,information_sharing,不要关注我了[哭惹R],neutralizer_frame,表达自我谦逊或无关紧要，强调个人无意引起关注，属于中性表达,用于表达谦逊或无意引起关注的语境,2,0.8,nc_00057,NEUTRAL,"人，早上好呀。 #猫咪拯救人类 #奇奇怪怪的猫咪 #猫 
二编：眼睛是天生小眼，右眼倒睫。据相关人事报料，小衰猫是小区里的猫老大
不要关注我了[哭惹R]我只是随手记录一下，没想到火了。我还是学生不玩小红书的[哭惹R]"
UP,UPWARD,,self_enrichment_and_happiness,心灵治愈之旅,domain_frame,强调追求内心平静和幸福，体现向上的生活追求,用于描述追求精神满足和幸福感的场景,3,0.9,uc_00090,UPWARD,"春季来趟心灵治愈之旅吧✨
让生活慢下来 感受这份宁静🌊🌺🌸🌼🪻🐿️
 
#向往的海岛 #住进风景里治愈系风景 #面朝大海春暖花开 #浪漫旅行目的地 #童话里的小屋 #住进风景里太美了 #生活美学 #浪漫生活的记录者 #世界慢慢游 #总有一处景色治愈你的心灵"
UP,UPWARD,,生活美学,生活美学,domain_frame,表达对美好生活的追求，体现积极向上的生活态度,用于强调生活品质和审美追求时,3,0.85,uc_00090,UPWARD,"春季来趟心灵治愈之旅吧✨
让生活慢下来 感受这份宁静🌊🌺🌸🌼🪻🐿️
 
#向往的海岛 #住进风景里治愈系风景 #面朝大海春暖花开 #浪漫旅行目的地 #童话里的小屋 #住进风景里太美了 #生活美学 #浪漫生活的记录者 #世界慢慢游 #总有一处景色治愈你的心灵"
UP,UPWARD,,romantic_and_nature,面朝大海春暖花开,domain_frame,描绘美丽景色，传达对自然和浪漫生活的向往，具有积极向上的情感色彩,用于描述理想的生活场景，激发美好向往,2,0.8,uc_00090,UPWARD,"春季来趟心灵治愈之旅吧✨
让生活慢下来 感受这份宁静🌊🌺🌸🌼🪻🐿️
 
#向往的海岛 #住进风景里治愈系风景 #面朝大海春暖花开 #浪漫旅行目的地 #童话里的小屋 #住进风景里太美了 #生活美学 #浪漫生活的记录者 #世界慢慢游 #总有一处景色治愈你的心灵"
NEUTRAL,NEUTRAL,,information_sharing,#乐佩公主,domain_frame,标签为地点和主题标签，属于信息或内容介绍，没有表达立场,仅作为标签或话题标记使用，不涉及个人立场或比较,3,0.8,nc_00074,NEUTRAL,#乐佩公主 #东京迪士尼
NEUTRAL,NEUTRAL,,information_sharing,东京迪士尼,domain_frame,地点标签，属于内容的背景信息，没有体现任何相对立场,仅作为地点或背景描述，不涉及比较或价值判断,3,0.8,nc_00074,NEUTRAL,#乐佩公主 #东京迪士尼
NEUTRAL,NEUTRAL,,information_presentation,详细的“躺玩”行程,domain_frame,提供具体行程信息，属于中立的旅游介绍，没有偏向性,用于描述旅游安排或景点介绍时适用,3,0.8,nc_00085,NEUTRAL,"以为日本和歌山够美了⭕直到我去了山阴山阳
#小众旅行地
避开京都大阪的拥挤人潮
在《铃芽之旅》的取景地独享海岸线
用JR山阴山阳开启一场
治愈系初夏小众深度游！
 
这不为了让大家玩得舒舒服服，我专门搞了一个巨详细的“躺玩”行程，懒人、i人、p人赶紧上车！
——✅全程商务专车、双语司导、专属24h线上管家、一站式搞定吃住行、签证、门票、境外险、电话卡等等，独立成团，1v1专属定制，想想就好爽！
——
🌿鸟取篇
📍鸟取砂丘（7:00am独享无人之境）
→ 骑骆驼穿越沙漠尽头看日本海
📍浦富海岸游船（东方挪威峡湾）
→ 玻璃海水+柱状节理奇观
📍白兔神社（日本最灵结缘神社）
→ 撸神使白兔+买粉水晶御守
 
🌸岛根篇
📍出云大社（日本最古老神社）
→ 参拜巨型注连绳+吃结缘红豆饼
📍足立美术馆（连续20年日本庭院NO.1）
→ 借景艺术+初夏新绿倒影池
📍宍道湖（日本百景TOP3）
→ 推荐「一畑巴士」环湖观景线
 
🌊冈山&广岛篇
📍后乐园×冈山城（三大名园晨光漫步）
→ 6月限定灯光秀
📍尾道千光寺（乘缆车登顶猫の细道）
→ 紫阳花海+濑户内海全景
📍鞆之浦（《悬崖上的金鱼姬》原型）
→ 潮风亭吃当季鰆鱼刺身
 
山口篇
📍角岛大桥（日本最美跨海公路）
→ 建议租敞篷车拍公路大片
📍元乃隅神社（CNN评日本z美31景）
→ 123座朱红鸟居直插玄界滩
📍青海岛巡航（海蚀洞窟探险）
→ 邂逅野生海豚群
——
🍱【初夏限定味觉暴击】
✅鸟取：松叶蟹味噌汤+梨冰淇淋
✅岛根：出云荞麦面三段重+石见和牛
✅广岛：牡蛎屋爆浆炸牡蛎
‼️5月必吃：竹叶粽（柏饼）
 
🏨【住宿Tips】
【星野·界玉造】感受极致日式美学奢华体验
【望湖楼】睡进湖泊，赏湖泡汤
【松田屋】江户风韵下打造极致泡汤体验
——
📸拍照C位：
✔足立美术馆「枯山水庭」落地窗
✔角岛大桥航拍
✔宍道湖日落时分的「夫妇岩」剪影
——
💌行程推荐
D1 国内-冈山
D2 备中松山城-仓敷美-运河游船-儿岛牛仔裤街
D3 本通商店街-尾道海岸-千光寺-岛波海道骑行
D4 鸟取沙丘-砂之美术馆-鸟取海风道骑行
D5 大山隐岐国立公园-足立美术馆-宍道湖
D6 木棉街道和服-出云大社-日御琦灯塔
D7 萩城下町-玻璃DIY-秋芳洞-角岛大桥-汤田温泉
D8 锦带桥-严岛神社-原子弹爆炸圆顶建筑-广岛美术馆
D9 广岛-国内
若了解更多详情，可直接📩我哦~
#日本 #日本旅行 #日本旅行私人定制 #避开人群旅行 #要春游更要村游 #鸟取 #日本旅游 #日本小众旅行"
NEUTRAL,NEUTRAL,,product_or_service_promotion,全程商务专车、双语司导、专属24h线上管家,domain_frame,介绍旅游服务和配套设施，属于中立的服务描述,用于推广旅游相关服务时适用,2,0.75,nc_00085,NEUTRAL,"以为日本和歌山够美了⭕直到我去了山阴山阳
#小众旅行地
避开京都大阪的拥挤人潮
在《铃芽之旅》的取景地独享海岸线
用JR山阴山阳开启一场
治愈系初夏小众深度游！
 
这不为了让大家玩得舒舒服服，我专门搞了一个巨详细的“躺玩”行程，懒人、i人、p人赶紧上车！
——✅全程商务专车、双语司导、专属24h线上管家、一站式搞定吃住行、签证、门票、境外险、电话卡等等，独立成团，1v1专属定制，想想就好爽！
——
🌿鸟取篇
📍鸟取砂丘（7:00am独享无人之境）
→ 骑骆驼穿越沙漠尽头看日本海
📍浦富海岸游船（东方挪威峡湾）
→ 玻璃海水+柱状节理奇观
📍白兔神社（日本最灵结缘神社）
→ 撸神使白兔+买粉水晶御守
 
🌸岛根篇
📍出云大社（日本最古老神社）
→ 参拜巨型注连绳+吃结缘红豆饼
📍足立美术馆（连续20年日本庭院NO.1）
→ 借景艺术+初夏新绿倒影池
📍宍道湖（日本百景TOP3）
→ 推荐「一畑巴士」环湖观景线
 
🌊冈山&广岛篇
📍后乐园×冈山城（三大名园晨光漫步）
→ 6月限定灯光秀
📍尾道千光寺（乘缆车登顶猫の细道）
→ 紫阳花海+濑户内海全景
📍鞆之浦（《悬崖上的金鱼姬》原型）
→ 潮风亭吃当季鰆鱼刺身
 
山口篇
📍角岛大桥（日本最美跨海公路）
→ 建议租敞篷车拍公路大片
📍元乃隅神社（CNN评日本z美31景）
→ 123座朱红鸟居直插玄界滩
📍青海岛巡航（海蚀洞窟探险）
→ 邂逅野生海豚群
——
🍱【初夏限定味觉暴击】
✅鸟取：松叶蟹味噌汤+梨冰淇淋
✅岛根：出云荞麦面三段重+石见和牛
✅广岛：牡蛎屋爆浆炸牡蛎
‼️5月必吃：竹叶粽（柏饼）
 
🏨【住宿Tips】
【星野·界玉造】感受极致日式美学奢华体验
【望湖楼】睡进湖泊，赏湖泡汤
【松田屋】江户风韵下打造极致泡汤体验
——
📸拍照C位：
✔足立美术馆「枯山水庭」落地窗
✔角岛大桥航拍
✔宍道湖日落时分的「夫妇岩」剪影
——
💌行程推荐
D1 国内-冈山
D2 备中松山城-仓敷美-运河游船-儿岛牛仔裤街
D3 本通商店街-尾道海岸-千光寺-岛波海道骑行
D4 鸟取沙丘-砂之美术馆-鸟取海风道骑行
D5 大山隐岐国立公园-足立美术馆-宍道湖
D6 木棉街道和服-出云大社-日御琦灯塔
D7 萩城下町-玻璃DIY-秋芳洞-角岛大桥-汤田温泉
D8 锦带桥-严岛神社-原子弹爆炸圆顶建筑-广岛美术馆
D9 广岛-国内
若了解更多详情，可直接📩我哦~
#日本 #日本旅行 #日本旅行私人定制 #避开人群旅行 #要春游更要村游 #鸟取 #日本旅游 #日本小众旅行"
NEUTRAL,NEUTRAL,,list_or_rankings,连续20年日本庭院NO.1,domain_frame,列出景点排名或评价，属于客观信息,用于介绍景点排名或评价时适用,2,0.7,nc_00085,NEUTRAL,"以为日本和歌山够美了⭕直到我去了山阴山阳
#小众旅行地
避开京都大阪的拥挤人潮
在《铃芽之旅》的取景地独享海岸线
用JR山阴山阳开启一场
治愈系初夏小众深度游！
 
这不为了让大家玩得舒舒服服，我专门搞了一个巨详细的“躺玩”行程，懒人、i人、p人赶紧上车！
——✅全程商务专车、双语司导、专属24h线上管家、一站式搞定吃住行、签证、门票、境外险、电话卡等等，独立成团，1v1专属定制，想想就好爽！
——
🌿鸟取篇
📍鸟取砂丘（7:00am独享无人之境）
→ 骑骆驼穿越沙漠尽头看日本海
📍浦富海岸游船（东方挪威峡湾）
→ 玻璃海水+柱状节理奇观
📍白兔神社（日本最灵结缘神社）
→ 撸神使白兔+买粉水晶御守
 
🌸岛根篇
📍出云大社（日本最古老神社）
→ 参拜巨型注连绳+吃结缘红豆饼
📍足立美术馆（连续20年日本庭院NO.1）
→ 借景艺术+初夏新绿倒影池
📍宍道湖（日本百景TOP3）
→ 推荐「一畑巴士」环湖观景线
 
🌊冈山&广岛篇
📍后乐园×冈山城（三大名园晨光漫步）
→ 6月限定灯光秀
📍尾道千光寺（乘缆车登顶猫の细道）
→ 紫阳花海+濑户内海全景
📍鞆之浦（《悬崖上的金鱼姬》原型）
→ 潮风亭吃当季鰆鱼刺身
 
山口篇
📍角岛大桥（日本最美跨海公路）
→ 建议租敞篷车拍公路大片
📍元乃隅神社（CNN评日本z美31景）
→ 123座朱红鸟居直插玄界滩
📍青海岛巡航（海蚀洞窟探险）
→ 邂逅野生海豚群
——
🍱【初夏限定味觉暴击】
✅鸟取：松叶蟹味噌汤+梨冰淇淋
✅岛根：出云荞麦面三段重+石见和牛
✅广岛：牡蛎屋爆浆炸牡蛎
‼️5月必吃：竹叶粽（柏饼）
 
🏨【住宿Tips】
【星野·界玉造】感受极致日式美学奢华体验
【望湖楼】睡进湖泊，赏湖泡汤
【松田屋】江户风韵下打造极致泡汤体验
——
📸拍照C位：
✔足立美术馆「枯山水庭」落地窗
✔角岛大桥航拍
✔宍道湖日落时分的「夫妇岩」剪影
——
💌行程推荐
D1 国内-冈山
D2 备中松山城-仓敷美-运河游船-儿岛牛仔裤街
D3 本通商店街-尾道海岸-千光寺-岛波海道骑行
D4 鸟取沙丘-砂之美术馆-鸟取海风道骑行
D5 大山隐岐国立公园-足立美术馆-宍道湖
D6 木棉街道和服-出云大社-日御琦灯塔
D7 萩城下町-玻璃DIY-秋芳洞-角岛大桥-汤田温泉
D8 锦带桥-严岛神社-原子弹爆炸圆顶建筑-广岛美术馆
D9 广岛-国内
若了解更多详情，可直接📩我哦~
#日本 #日本旅行 #日本旅行私人定制 #避开人群旅行 #要春游更要村游 #鸟取 #日本旅游 #日本小众旅行"
UP,UP,,self_promotion,氛围感是我的强项,style_marker,强调自己在拍照氛围感方面的优势，表现出自信和成功感，支持UP的立场,用于表达个人优势或突出自己能力时使用,3,0.9,uc_00075,UPWARD,"“其他照片我不知道,但氛围感是我的强项""#氛围感 #拍照姿势"
NEUTRAL,NEUTRAL,,information_sharing,隱藏在腳踏車道的天空之城,domain_frame,描述景點位置，属于信息介绍，没有明显的情感倾向,用于介绍地点或事实信息时，不应带有偏向性,3,0.8,nc_00076,NEUTRAL,淡水隱藏景點|天空之城#淡水隱藏景點 我終於找到它了!隱藏在腳踏車道的天空之 城機器人兵沒特別找真的不會注意到位置就在捷運竹圍站2號出口出站後左... More
NEUTRAL,NEUTRAL,,information_sharing,我終於找到它了,domain_frame,表达个人发现，但不带明显情感色彩，属于信息分享,用于表达个人经历时，若无明显情感倾向，应视为中性,2,0.7,nc_00076,NEUTRAL,淡水隱藏景點|天空之城#淡水隱藏景點 我終於找到它了!隱藏在腳踏車道的天空之 城機器人兵沒特別找真的不會注意到位置就在捷運竹圍站2號出口出站後左... More
NEUTRAL,NEUTRAL,,information_sharing,绝美 出海值得一去,domain_frame,描述景色和出行建议，属于信息介绍，没有明显偏向,用于描述景点或旅游体验时，不带立场偏向,3,0.8,nc_00123,NEUTRAL,"Capri 卡布里岛
绝美 出海值得一去
也是baby和jennie度假的地方
水质非常绝 潜水员看到真的很想往下跳
有几个游泳的点真的太适合浮潜了
不愧是度假天堂 山顶的小镇因为有山崖风景很佳
某几个角度很像瑞士 山顶有餐厅和购物中心
 
导游介绍说在山顶别墅房子2700万💶一套
合理 非常合理，我觉得这个岛不适合tour
适合住上一两天
 
#Capri #卡布里岛 #卡布里岛蓝洞"
NEUTRAL,NEUTRAL,,information_sharing,水质非常绝 潜水员看到真的很想往下跳,domain_frame,描述水质和潜水体验，属于客观描述，没有偏向性,描述景点水质或潜水体验时，不带立场偏向,3,0.8,nc_00123,NEUTRAL,"Capri 卡布里岛
绝美 出海值得一去
也是baby和jennie度假的地方
水质非常绝 潜水员看到真的很想往下跳
有几个游泳的点真的太适合浮潜了
不愧是度假天堂 山顶的小镇因为有山崖风景很佳
某几个角度很像瑞士 山顶有餐厅和购物中心
 
导游介绍说在山顶别墅房子2700万💶一套
合理 非常合理，我觉得这个岛不适合tour
适合住上一两天
 
#Capri #卡布里岛 #卡布里岛蓝洞"
NEUTRAL,NEUTRAL,,information_sharing,山顶的小镇因为有山崖风景很佳,domain_frame,描述景色，属于中性信息，没有明显偏向,描述景色或地理特征时，不带立场偏向,2,0.7,nc_00123,NEUTRAL,"Capri 卡布里岛
绝美 出海值得一去
也是baby和jennie度假的地方
水质非常绝 潜水员看到真的很想往下跳
有几个游泳的点真的太适合浮潜了
不愧是度假天堂 山顶的小镇因为有山崖风景很佳
某几个角度很像瑞士 山顶有餐厅和购物中心
 
导游介绍说在山顶别墅房子2700万💶一套
合理 非常合理，我觉得这个岛不适合tour
适合住上一两天
 
#Capri #卡布里岛 #卡布里岛蓝洞"
NEUTRAL,NEUTRAL,,information_sharing,导游介绍说在山顶别墅房子2700万💶一套,domain_frame,提供价格信息，属于客观描述，没有偏向,描述房价或价格信息时，不带立场偏向,2,0.7,nc_00123,NEUTRAL,"Capri 卡布里岛
绝美 出海值得一去
也是baby和jennie度假的地方
水质非常绝 潜水员看到真的很想往下跳
有几个游泳的点真的太适合浮潜了
不愧是度假天堂 山顶的小镇因为有山崖风景很佳
某几个角度很像瑞士 山顶有餐厅和购物中心
 
导游介绍说在山顶别墅房子2700万💶一套
合理 非常合理，我觉得这个岛不适合tour
适合住上一两天
 
#Capri #卡布里岛 #卡布里岛蓝洞"
NEUTRAL,NEUTRAL,,neutral_lifestyle_description,普通人里很好的生活,domain_frame,描述生活状态，强调平凡但满足，没有明显的优劣对比，支持中性标签,用来描述生活状态时，不带有明显的优劣或对比色彩,3,0.8,nc_00075,NEUTRAL,其实我已经过上普通人里很好的生活了!有舒服的小家有贴心上进爱干净的伴侣 有乖巧可爱的小猫有理解支持我们的爸妈 身体健康工作自由经常出去旅游 是小时候向往的生活呀!#不是豪宅但特别好宅 #在平凡的日子里感受幸福 #这就是我想要 的生活 #一边生活一边治愈 #我在过一种很养人的生活 #喜欢简 单干净的生活 #把家过成自己喜欢的样子 #独居生活 #生活虽然 普普通通 #用生活治愈生活
NEUTRAL,NEUTRAL,,neutral_lifestyle_description,身体健康工作自由,domain_frame,列举生活的积极方面，强调平凡中的满足，没有明显的优劣对比,描述生活状态或条件时，避免带有对比或评价色彩,3,0.8,nc_00075,NEUTRAL,其实我已经过上普通人里很好的生活了!有舒服的小家有贴心上进爱干净的伴侣 有乖巧可爱的小猫有理解支持我们的爸妈 身体健康工作自由经常出去旅游 是小时候向往的生活呀!#不是豪宅但特别好宅 #在平凡的日子里感受幸福 #这就是我想要 的生活 #一边生活一边治愈 #我在过一种很养人的生活 #喜欢简 单干净的生活 #把家过成自己喜欢的样子 #独居生活 #生活虽然 普普通通 #用生活治愈生活
