target_label,frame,cue,cue_type,source_basis,rationale,weight_1_3,context_rule,count_UP,count_DOWN,count_NEUTRAL,empirical_label,empirical_share,llm_docfreq,mean_confidence,example_post_ids
UP,personal_freedom,想写论文就写论文,domain_frame,LLM_train_extraction+XHS,表达帖主对生活自主、随心所欲的态度，体现自由感，支持UP标签,3,用于描述个人选择和自由意志时适用,3,0,0,UP,1.0,3,0.833,uc_02353|uc_03443|uc_04253
UP,personal_success,全屋智能家居,domain_frame,LLM_train_extraction+XHS,强调家庭智能化，代表生活品质的提升，体现成功和优越感,3,描述家庭生活改善或高端配置时使用,3,0,0,UP,1.0,3,0.8,uc_03139|uc_03976|uc_03949
UP,positive_affirmation,幸福的时刻,domain_frame,LLM_train_extraction+XHS,强调幸福瞬间的美好，支持UP的情感导向,3,用于描述幸福感受时，不能用在否定或反面情境,3,0,0,UP,1.0,3,0.833,uc_02405|uc_03405|uc_04215
UP,positive_emotion,爽了,affect_supporting,LLM_train_extraction+XHS,表达愉悦和满足，强化积极情绪，支持UP立场,2,用于表达满足感或喜悦时，适合UP标签,3,0,0,UP,1.0,3,0.733,uc_02419|uc_03419|uc_04229
UP,relational_marker,关系多好的朋友,relational_marker,LLM_train_extraction+XHS,强调拍照者与被拍者关系亲密，暗示关系良好，支持UP的立场,3,用于描述关系亲密的场合，不能用在普通或陌生关系中,3,0,0,UP,1.0,3,0.8,uc_03122|uc_03932|uc_03962
UP,self_affirmation,我就是很好很好的人啊,relational_marker,LLM_train_extraction+XHS,表达自我认可，传递积极自我价值，支持UP标签,3,在表达自我价值和幸福感时使用，不应用于贬低或否定自己,3,0,0,UP,1.0,3,0.9,uc_02409|uc_03409|uc_04219
UP,self_improvement,活在当下,domain_frame,LLM_train_extraction+XHS,强调专注当下，鼓励积极面对未来，体现自我调节和成长的正向态度,3,用于鼓励放下焦虑、积极面对未来的场景,3,0,0,UP,1.0,3,0.867,uc_02376|uc_03466|uc_04276
UP,wealth_and_success,500亿,domain_frame,LLM_train_extraction+XHS,直接提及巨额财富，表现出极高的经济资源，强化UP立场,3,用于强调财富或成功的场景，不应用于普通描述,3,0,0,UP,1.0,3,0.867,uc_03118|uc_03063|uc_03873
UP,wealth_and_success,太有钱了,relational_marker,LLM_train_extraction+XHS,表达对李湘财富的惊叹，突出其优越的经济地位,3,用于表达对财富的赞叹，强调资源优势,3,0,0,UP,1.0,3,0.867,uc_03118|uc_03063|uc_03873
UP,幸福具像化,幸福就如此被具像化,domain_frame,LLM_train_extraction+XHS,直接表达幸福被具体化，强调幸福的美好和可感知，支持UP的情感升华,3,用于描述幸福的具体表现或感受时使用,3,0,0,UP,1.0,3,0.8,uc_02389|uc_03459|uc_04269
DOWN,academic_difficulty,硕士论文写的很糟糕,domain_frame,LLM_train_extraction+XHS,描述自己或他人在学业上的失败或困境，暗示处于劣势,3,用于表达学业或工作中的挫折、受限或不利,0,2,0,DOWN,1.0,2,0.8,dc_03058|dc_04037
DOWN,achievement_success,终于站在富士山顶上了,domain_frame,LLM_train_extraction+XHS,表达了克服困难、达到高峰的成就感，但结合上下文，可能暗示努力的艰辛或个人的低起点，支持DOWN标签,3,在描述成功时，若强调过程艰辛或个人努力，可能暗示相对劣势,0,2,0,DOWN,1.0,2,0.4,dc_00082|dc_03686
DOWN,authority_control,被要求删掉,relational_marker,LLM_train_extraction+XHS,表现出被工作人员控制和限制的情境，支持DOWN标签,3,当描述被强制要求删除或限制行为时使用,0,2,0,DOWN,1.0,2,0.8,dc_03071|dc_04050
DOWN,being_overwhelmed,出了什么事就找我,relational_marker,LLM_train_extraction+XHS,暗示自己被过度依赖或被利用，体现低能动性和被控制状态，支持DOWN标签,3,当表达自己被频繁依赖或被动接受责任时使用,0,2,0,DOWN,1.0,2,0.775,dc_03389|dc_04368
DOWN,career_limitation,没机会留在广州,relational_marker,LLM_train_extraction+XHS,表达对职业发展的限制和失落感，暗示自己处于不利位置,3,当表达“没机会”或“受限”时，适用于DOWN标签,0,2,0,DOWN,1.0,2,0.8,dc_02653|dc_03842
DOWN,career_stagnation,面临职场天花板,domain_frame,LLM_train_extraction+XHS,描述工作遇到瓶颈，体现职业受限和压力上升，支持DOWN标签,3,用于描述职业发展受阻或压力增大的场景,0,2,0,DOWN,1.0,2,0.8,dc_02673|dc_03862
DOWN,city_in_difficulty,误入了莫奈的花园,domain_frame,LLM_train_extraction+XHS,暗示城市中的浪漫场景可能是虚幻或受限的体验，带有被困或受限制的隐喻，符合DOWN标签的困境感。,3,描述城市景色时，强调虚幻或受限的感受时使用,0,2,0,DOWN,1.0,2,0.7,dc_03685|dc_03755
DOWN,competition_pressure,卷疯了,relational_marker,LLM_train_extraction+XHS,表达对留学竞争激烈的担忧，暗示压力大、局势严峻，支持DOWN标签,3,用于描述竞争激烈、压力大的场景，不应用于表达积极成功,0,2,0,DOWN,1.0,2,0.8,dc_01121|dc_01261
DOWN,conflict_or_control,多次出现说需要好好告别,domain_frame,LLM_train_extraction+XHS,反复强调告别，暗示被束缚或无法摆脱的冲突状态,3,多次出现且带有“告别”字眼，体现反复的冲突或被控制,0,2,0,DOWN,1.0,2,0.8,dc_03165|dc_04144
DOWN,conflict_or_control,奇葩顾客,domain_frame,LLM_train_extraction+XHS,用‘奇葩’形容顾客，暗示顾客难以应对或带来困扰，体现被控制或冲突状态,3,描述顾客行为或特质时，强调负面或难以应对的特性,0,2,0,DOWN,1.0,2,0.9,dc_03553|dc_04532
DOWN,consumer_control_loss,出奇招,domain_frame,LLM_train_extraction+XHS,“出奇招”暗示商家采取特殊措施应对退货，可能反映商家在应对退货压力时的被动或操控，体现消费者权益受损或被操控的情境。,3,当“出奇招”用于描述商家应对问题，暗示被动或操控时使用,0,2,0,DOWN,1.0,2,0.7,dc_03437|dc_04416
DOWN,dangerous_innovation,惊现胶带战神,domain_frame,LLM_train_extraction+XHS,“惊现”暗示意外或危险，且“战神”可能暗示极限或激烈，支持DOWN,2,描述新奇但潜在危险的发明或行为时使用,0,2,0,DOWN,1.0,2,0.7,dc_03401|dc_04380
DOWN,difficulty,爬上去怪陡的,domain_frame,LLM_train_extraction+XHS,描述爬山的困难，暗示活动的艰难和限制,2,描述活动难度或不便时,0,2,0,DOWN,1.0,2,0.7,dc_00257|dc_00267
DOWN,disillusionment,现在工资只有3千块钱一个月,domain_frame,LLM_train_extraction+XHS,表达对留学回国后收入的失望，反映负面预期落空，支持DOWN标签,3,描述留学后实际情况与预期差距明显时,0,2,0,DOWN,1.0,2,0.775,dc_02915|dc_03894
DOWN,emotional_dependency,母亲常常将女儿视为情感宣泄的出口,domain_frame,LLM_train_extraction+XHS,强调母亲对女儿的情感依赖和控制，体现被动和受限，符合DOWN倾向,3,用于描述家庭中情感依赖和控制关系，不适用于中立或正面描述,0,2,0,DOWN,1.0,2,0.75,dc_02289|dc_03289
DOWN,emotional_disappointment,不好意思给姐妹们看的火冒三丈,affect_supporting,LLM_train_extraction+XHS,表达情绪激烈，暗示情感受挫或不满，支持DOWN标签,2,描述情绪激烈反应时使用,0,2,0,DOWN,1.0,2,0.725,dc_03248|dc_04227
DOWN,emotional_distress,哭死😭,affect_supporting,LLM_train_extraction+XHS,表达强烈的负面情绪，暗示情绪低落和困境，支持DOWN标签,2,情绪词应结合具体困境使用，单独情绪词不一定支持DOWN,0,2,0,DOWN,1.0,2,0.65,dc_03194|dc_04173
DOWN,emotional_distress,应激,affect_supporting,LLM_train_extraction+XHS,表现出极度的情绪压力和痛苦，支持DOWN标签,2,描述情绪极端反应和心理压力时使用,0,2,0,DOWN,1.0,2,0.75,dc_03290|dc_04269
DOWN,emotional_distress,泪流满面,affect_supporting,LLM_train_extraction+XHS,表现情绪激烈，反映情感上的痛苦，支持DOWN标签,2,描述极端情绪反应时使用,0,2,0,DOWN,1.0,2,0.7,dc_03304|dc_04283
DOWN,emotional_impact,童年就像一场下不尽的湿漉漉的梅雨,domain_frame,LLM_train_extraction+XHS,比喻童年阴暗、压抑，强调负面情感体验，支持DOWN标签,2,用于描述童年阴影或伤害时，避免在积极回忆中使用,0,2,0,DOWN,1.0,2,0.8,dc_02279|dc_03319
DOWN,failure,我觉得自己是个什么都做不好的失败者,relational_marker,LLM_train_extraction+XHS,明确表达自己失败的认知，强化DOWN的失败感,3,描述自己无法达成目标或感到无能时使用,0,2,0,DOWN,1.0,2,0.85,dc_02635|dc_03824
DOWN,family_conflict,一件事情来来回回说好几遍,relational_marker,LLM_train_extraction+XHS,强调家庭成员之间反复沟通，体现关系紧张和低能动性，支持DOWN标签,3,描述家庭成员之间反复无果的沟通场景，不适用于普通信息传递,0,2,0,DOWN,1.0,2,0.8,dc_03484|dc_04463
DOWN,family_conflict,不想待在家,relational_marker,LLM_train_extraction+XHS,表达对家庭环境的不满和逃避意愿，体现家庭关系紧张，支持DOWN标签,3,当表达逃避家庭、家庭不和谐时使用,0,2,0,DOWN,1.0,2,0.8,dc_00273|dc_00143
DOWN,family_conflict,他们都在想什么啊,relational_marker,LLM_train_extraction+XHS,表达对父母行为的困惑和不理解，暗示关系紧张，支持DOWN标签,2,用于表达对家庭成员行为的质疑和不满，不适用于中性描述,0,2,0,DOWN,1.0,2,0.7,dc_03484|dc_04463
DOWN,family_conflict,原来爸妈真的不爱我,relational_marker,LLM_train_extraction+XHS,表达家庭关系破裂和失落感，体现家庭冲突和被忽视的情感，支持DOWN标签,3,在描述家庭关系破裂或被忽视时使用,0,2,0,DOWN,1.0,2,0.8,dc_03533|dc_04512
DOWN,family_conflict,听见妈妈在小声和爸爸说我怎么怎么不好,relational_marker,LLM_train_extraction+XHS,表达家庭成员之间的私下议论，暗示被否定或受限的状态，支持DOWN标签,3,当描述家庭成员私下议论、暗示不满或否定时使用,0,2,0,DOWN,1.0,2,0.8,dc_00146|dc_00276
DOWN,family_conflict,吵架,relational_marker,LLM_train_extraction+XHS,“吵架”直接表现家庭内部的冲突，强化被指责和情感受挫的氛围，支持DOWN标签,3,在描述家庭矛盾和情感受挫时使用,0,2,0,DOWN,1.0,2,0.8,dc_03504|dc_04483
DOWN,family_conflict,女方条件实在让我不满意,relational_marker,LLM_train_extraction+XHS,直接表达对女方条件的不满，反映家庭对女方的否定态度,3,用于表达家庭成员对另一方的否定或不满,0,2,0,DOWN,1.0,2,0.8,dc_03076|dc_04055
DOWN,family_conflict,她就发飙了,relational_marker,LLM_train_extraction+XHS,描述家庭成员情绪失控，体现家庭关系紧张，支持DOWN标签,3,当情绪激烈反应伴随家庭关系恶化时使用,0,2,0,DOWN,1.0,2,0.775,dc_03268|dc_04247
DOWN,family_conflict,妈妈又到我房间来，刚开始还很和谐,domain_frame,LLM_train_extraction+XHS,暗示家庭关系的紧张变化，从和谐到冲突，支持DOWN标签,3,描述家庭关系的变化或冲突场景时使用，不适用于单纯描述日常生活,0,2,0,DOWN,1.0,2,0.775,dc_03180|dc_04159
DOWN,family_conflict,完全不理解你的意思,relational_marker,LLM_train_extraction+XHS,表达与父母沟通不畅，体现家庭关系紧张，支持DOWN标签,3,当描述沟通困难和家庭矛盾时使用，不应用于描述普通交流,0,2,0,DOWN,1.0,2,0.8,dc_03320|dc_04299
DOWN,family_conflict,我不是很满意,relational_marker,LLM_train_extraction+XHS,表达对女方的不满，暗示家庭关系存在矛盾或冲突,3,用于表达对家庭成员或关系对象的负面评价时,0,2,0,DOWN,1.0,2,0.8,dc_03076|dc_04055
DOWN,family_conflict,我和我妹都被她删除,relational_marker,LLM_train_extraction+XHS,表现家庭成员之间的排斥和关系疏远，支持DOWN标签,3,当描述家庭成员被排除或关系疏远时使用,0,2,0,DOWN,1.0,2,0.8,dc_03268|dc_04247
DOWN,family_conflict,我妈把我删了,relational_marker,LLM_train_extraction+XHS,直接表现家庭成员之间的关系恶化，体现家庭冲突和被控制感，支持DOWN标签,3,当描述家庭成员之间的激烈冲突或被排斥时使用,0,2,0,DOWN,1.0,2,0.8,dc_03268|dc_04247
DOWN,family_conflict,我家里真的拿不出来,relational_marker,LLM_train_extraction+XHS,表达家庭经济困难，暗示自己处于劣势，支持DOWN标签,3,在描述家庭经济状况时使用，不能机械用于其他场景,0,2,0,DOWN,1.0,2,0.8,dc_02662|dc_03851
DOWN,family_conflict,我爸妈知道她自己出去玩了,relational_marker,LLM_train_extraction+XHS,描述父母对女朋友单方面行动的反应，体现家庭关系紧张和矛盾，支持DOWN标签,3,当描述家庭成员对某人行为的反应，表现出关系紧张或矛盾时使用,0,2,0,DOWN,1.0,2,0.8,dc_03526|dc_04505
DOWN,family_conflict,我说那你刷那么频繁的牙干啥,relational_marker,LLM_train_extraction+XHS,这句话体现了家长对女儿行为的批评和冲突，暗示家庭关系紧张，支持DOWN标签,3,在家庭关系中，批评或指责可能引发冲突时使用,0,2,0,DOWN,1.0,2,0.8,dc_00147|dc_00277
DOWN,family_conflict,无法沟通,relational_marker,LLM_train_extraction+XHS,表达家庭成员之间沟通困难，反映关系紧张，支持DOWN标签,3,当描述家庭关系中的沟通障碍或冲突时使用,0,2,0,DOWN,1.0,2,0.8,dc_03493|dc_04472
DOWN,family_conflict,有好强的代沟,relational_marker,LLM_train_extraction+XHS,强调代沟带来的隔阂和冲突，体现关系的疏离和压力，支持DOWN标签,3,描述家庭成员间代沟或隔阂时使用,0,2,0,DOWN,1.0,2,0.8,dc_03493|dc_04472
DOWN,family_conflict,每次我爸都是从找东西这类小事情开始吵,relational_marker,LLM_train_extraction+XHS,描述家庭成员间的冲突，体现家庭关系紧张，支持DOWN标签,3,用于描述家庭成员间持续的冲突场景，不应用于单一事件或无冲突的描述,0,2,0,DOWN,1.0,2,0.8,dc_03285|dc_04264
DOWN,family_conflict,沟通效率那么低,relational_marker,LLM_train_extraction+XHS,表达家庭成员之间沟通困难，反映家庭关系紧张，支持DOWN标签,3,用于描述家庭成员之间反复沟通无果的场景，不应用于普通描述沟通的句子,0,2,0,DOWN,1.0,2,0.8,dc_03484|dc_04463
DOWN,family_conflict,舍不得哥哥结婚,relational_marker,LLM_train_extraction+XHS,暗示妹妹对哥哥的感情依赖或控制，表现出家庭关系中的矛盾和不平衡,3,描述家庭成员之间的情感冲突或矛盾时,0,2,0,DOWN,1.0,2,0.8,dc_02688|dc_03877
DOWN,family_conflict,莫名其妙的发些话,relational_marker,LLM_train_extraction+XHS,表现出家庭成员之间的矛盾和不理解，暗示关系紧张,3,用于描述家庭成员关系不和或冲突时,0,2,0,DOWN,1.0,2,0.8,dc_02688|dc_03877
DOWN,family_conflict,陷入父母矛盾,domain_frame,LLM_train_extraction+XHS,直接描述家庭矛盾，体现情感上的困境和无助，支持DOWN标签,3,用于表达家庭关系带来的负面情绪时使用,0,2,0,DOWN,1.0,2,0.8,dc_03304|dc_04283
DOWN,family_control,为了控制子女的生活,relational_marker,LLM_train_extraction+XHS,直接表达老人通过控制子女生活来实现自身目的，体现被控制的状态,3,在描述家庭关系和控制意图时使用，不能用于描述普通家庭话题,0,2,0,DOWN,1.0,2,0.8,dc_02287|dc_04266
DOWN,family_control,将自身痛苦转嫁给女儿,relational_marker,LLM_train_extraction+XHS,描述母亲将痛苦转嫁给女儿，体现家庭中的情感控制和被动接受，支持DOWN标签,3,用于描述家庭关系中情感被动转嫁的场景，不应用于普通情感表达,0,2,0,DOWN,1.0,2,0.8,dc_02289|dc_03289
DOWN,family_control,我爹大喇喇的躺在我的访客列表里,relational_marker,LLM_train_extraction+XHS,描述父亲对个人空间的无视和干涉，体现家庭成员对个人隐私的控制，支持DOWN标签,3,当描述家庭成员对个人空间的干涉或控制时使用,0,2,0,DOWN,1.0,2,0.8,dc_03356|dc_04335
DOWN,family_control,父母是需要自己“好好教育”的,relational_marker,LLM_train_extraction+XHS,强调父母对孩子的教育和控制，体现家庭中的压制和控制关系，支持DOWN标签,3,当描述父母对孩子的强制教育或控制意图时使用,0,2,0,DOWN,1.0,2,0.8,dc_03373|dc_04352
DOWN,family_disconnection,没有家的概念和情感链接,domain_frame,LLM_train_extraction+XHS,直接描述家庭关系疏离，体现情感缺失和疏远，支持DOWN标签,3,描述家庭关系时，强调缺乏情感连接或疏离感,0,2,0,DOWN,1.0,2,0.85,dc_02278|dc_04297
DOWN,family_dysfunction,原生家庭的无奈,domain_frame,LLM_train_extraction+XHS,表达家庭关系的无奈，暗示家庭环境对帖主造成负面影响，支持DOWN标签,3,描述家庭状态或情感时，强调无奈或受限,0,2,0,DOWN,1.0,2,0.8,dc_01706|dc_01636
DOWN,family_dysfunction,我妈的原生家庭放到今天算是很有问题的,domain_frame,LLM_train_extraction+XHS,直接指出家庭存在严重问题，明确支持DOWN标签,3,用在描述家庭背景或家庭关系问题时，避免泛泛而谈,0,2,0,DOWN,1.0,2,0.85,dc_02285|dc_03285
DOWN,family_dysfunction,父母给的爱没有足够让孩子健康长大,domain_frame,LLM_train_extraction+XHS,表达父母的爱不足，暗示家庭关系中的伤害和限制，支持DOWN标签,3,描述家庭关系伤害时使用，避免在描述积极家庭时机械使用,0,2,0,DOWN,1.0,2,0.85,dc_02279|dc_03319
DOWN,family_responsibility,为何选择为人父母,relational_marker,LLM_train_extraction+XHS,直接质疑父母的责任和选择，体现对父母的责备和不理解，支持DOWN标签,3,用于表达对父母责任的质疑或不满时,0,2,0,DOWN,1.0,2,0.8,dc_02283|dc_03323
DOWN,fear_of_loss,我害怕我失去这种安心,relational_marker,LLM_train_extraction+XHS,表现出对安全感的依赖和恐惧失去，体现被动和无能，支持DOWN标签,3,当表达对失去某种安全感或控制的担忧时使用,0,2,0,DOWN,1.0,2,0.8,dc_03386|dc_04365
DOWN,financial_dependency,生活费不发了,domain_frame,LLM_train_extraction+XHS,涉及经济依赖和家庭资源的缺失，暗示被控制或缺乏自主，支持DOWN标签,3,在表达经济被剥夺或家庭资源缺失时使用,0,2,0,DOWN,1.0,2,0.8,dc_03533|dc_04512
