target_label,frame,cue,cue_type,source_basis,rationale,weight_1_3,context_rule,count_UP,count_DOWN,count_NEUTRAL,empirical_label,empirical_share,llm_docfreq,mean_confidence,example_post_ids
DOWN,passive_experience,每一个角落都散发着浓浓的艺术气息,neutralizer_frame,LLM_train_extraction+XHS,强调环境氛围，未体现个人主动或优越感，偏向被动体验,2,描述场景氛围时，避免误用为UP或NEUTRAL,0,1,0,DOWN,1.0,1,0.8,dc_00074
DOWN,passive_or_controlled_state,露脸视频来了,neutralizer_frame,LLM_train_extraction+XHS,强调自己被动展示，暗示缺乏自主控制感，可能引发读者对帖主处境的同情或认知其被动状态,2,用于表达自己被动或被控制的场景,0,1,0,DOWN,1.0,1,0.7,dc_00133
DOWN,passive_or_repetitive,新鲜出炉的一周穿搭,neutralizer_frame,LLM_train_extraction+XHS,强调“新鲜出炉”，但结合“之前都发过啦”暗示内容重复，反映被动或缺乏主动性,2,用于描述内容但暗示缺乏新意或主动性,0,1,0,DOWN,1.0,1,0.6,dc_00010
DOWN,perceived_control_loss,周末人略多,relational_marker|relative_standing,LLM_train_extraction+XHS,暗示游客在周末时景点人多，控制感受受限，体现被动和受限制的状态,2,描述人流多或排队情况时使用,0,1,0,DOWN,1.0,1,0.8,dc_00123
DOWN,perceived_control_loss,商拍需收费,neutralizer_frame,LLM_train_extraction+XHS,提示专业拍摄需要付费，暗示普通游客的自主性受限，不能随意拍摄,2,涉及收费或限制条件时使用,0,1,0,DOWN,1.0,1,0.75,dc_00123
DOWN,perceived_control_loss,蚊虫预警！记得带驱蚊水,affect_supporting,LLM_train_extraction+XHS,提示环境中存在蚊虫，暗示户外环境可能带来不适或不便，反映被动受控状态,1,描述环境不佳或不便时使用,0,1,0,DOWN,1.0,1,0.7,dc_00123
DOWN,perceived_limitation_or_control,周末人略多,relational_marker,LLM_train_extraction+XHS,暗示环境拥挤、限制了拍照体验，体现被动或受控状态,3,在描述环境或条件限制时使用，不应用于描述美好体验,0,1,0,DOWN,1.0,1,0.8,dc_00053
DOWN,perceived_limitation_or_control,商拍需收费,neutralizer_frame,LLM_train_extraction+XHS,说明拍照存在限制或额外付费，暗示资源或自由受限,2,描述收费或限制条件时使用，不应作为美好体验的描述,0,1,0,DOWN,1.0,1,0.7,dc_00053
DOWN,perceived_limitation_or_control,蚊虫预警！记得带驱蚊水～,relational_marker,LLM_train_extraction+XHS,提示环境中存在不便或困扰，体现被限制或不舒适,3,描述环境不理想或存在不便时使用,0,1,0,DOWN,1.0,1,0.8,dc_00053
DOWN,perceived_limitations,多阴天,neutralizer_frame,LLM_train_extraction+XHS,阴天暗示天气不佳，可能带来阴郁或受限的感觉，支持对环境受限的表达,2,描述天气或环境时，避免过度强调阴天带来的负面情绪，否则可能偏离客观描述,0,1,0,DOWN,1.0,1,0.7,dc_00029
DOWN,perceived_limitations,没有人能在这首bgm里打败香港,relational_marker,LLM_train_extraction+XHS,暗示香港在某方面难以超越，带有竞争受限或被动的意味，支持负面立场,2,用“打败”或类似词汇时，需注意是否暗示受限或被动，否则可能偏向中性或UP,0,1,0,DOWN,1.0,1,0.75,dc_00029
DOWN,perceived_resource_limitation,不用去太平山顶,relational_marker|relative_standing,LLM_train_extraction+XHS,暗示自己没有条件或资源去更高端的景点，表现出资源有限或受限的状态,2,当描述替代方案或强调免费/低成本时，暗示资源不足或受限,0,1,0,DOWN,1.0,1,0.7,dc_00090
DOWN,perceived_resource_limitation,免费寄存行李,domain_frame,LLM_train_extraction+XHS,强调免费，暗示资源有限或不易获得，可能让读者觉得自己资源受限,3,当强调免费或低成本服务，暗示资源稀缺或受限时使用,0,1,0,DOWN,1.0,1,0.8,dc_00137
DOWN,perceived_resource_limitation,发现了这个免费全景观光电梯,neutralizer_frame,LLM_train_extraction+XHS,强调免费资源，可能暗示自己没有更高端的体验或付费资源，表现出资源有限,2,在强调免费或低价时，可能暗示资源不足或缺乏高端体验,0,1,0,DOWN,1.0,1,0.6,dc_00090
DOWN,perceived_resource_limitation,已开好！！！,neutralizer_frame,LLM_train_extraction+XHS,暗示自己未能及时享受或达到某种美景，反映一种被动或受限的状态,2,用于描述自己未能达到或享受某事时,0,1,0,DOWN,1.0,1,0.8,dc_00116
DOWN,personal_self_doubt,觉得是不是我这样穿真 的很不妥,relational_marker,LLM_train_extraction+XHS,体现个人对自己穿着的自我怀疑和被否定，暗示被社会评价所影响,2,在表达自我怀疑或自我否定时使用,0,1,0,DOWN,1.0,1,0.75,dc_00005
DOWN,powerlessness,真的不允许来澳门旅游的姐妹还不知道～,relational_marker,LLM_train_extraction+XHS,暗示受限或无法自主决定，表达被动或受控状态,3,用于描述限制或被动状态，非中性推荐或正面描述,0,1,0,DOWN,1.0,1,0.8,dc_00127
DOWN,powerlessness_or_control,不要傻傻站着啦,relational_marker,LLM_train_extraction+XHS,表达姐妹们被动等待或缺乏主动性，暗示被动或受控状态,3,用在鼓励主动或积极的场景时不适用,0,1,0,DOWN,1.0,1,0.8,dc_00078
DOWN,powerlessness_or_control,勉勉强强,affect_supporting,LLM_train_extraction+XHS,表达对现状的不满或无奈，暗示处于较低状态或受限制,2,用以描述自己在某种压力或限制下的状态,0,1,0,DOWN,1.0,1,0.7,dc_00060
DOWN,powerlessness_or_control,包出片的 姐妹们出去玩不要傻傻站着啦,relational_marker,LLM_train_extraction+XHS,暗示姐妹们在被动等待拍照，缺乏自主性，表现出被动或受控状态,3,用于描述被动等待或缺乏主动性的场景,0,1,0,DOWN,1.0,1,0.8,dc_00078
DOWN,powerlessness_or_control,希望你能自备服饰 妆容,relational_marker|relative_standing,LLM_train_extraction+XHS,表达帖主对拍摄者的要求，暗示对方需要准备，显示出被动或受控的状态,3,当强调对方必须准备或受制于帖主指导时使用,0,1,0,DOWN,1.0,1,0.8,dc_00104
DOWN,powerlessness_or_control,我会指导姿势 但希望你自己也会摆,relational_marker,LLM_train_extraction+XHS,暗示帖主在指导，表达对方需要配合，体现被动或受控状态,3,当强调自己指导、对方被动配合时使用,0,1,0,DOWN,1.0,1,0.8,dc_00104
DOWN,powerlessness_or_control,而不是想来白嫖几张就行,relational_marker,LLM_train_extraction+XHS,直接表达对随意、被动行为的不满，暗示对方缺乏主动性或被动接受,3,当表达对方不应只图便宜、缺乏主动性时使用,0,1,0,DOWN,1.0,1,0.8,dc_00104
DOWN,powerlessness_or_control,近期来香港迪士尼玩的一定要带自推玩偶啊！,domain_frame,LLM_train_extraction+XHS,强调“要带自推玩偶”，暗示自己在迎合迪士尼的主题和安排，表现出被动和受控的状态,2,描述自己必须遵守某些规则或安排时使用,0,1,0,DOWN,1.0,1,0.75,dc_00022
DOWN,relative_standing,快叫你诡蜜来学,relational_marker,LLM_train_extraction+XHS,此短语暗示自己掌握了技巧，邀请他人学习，隐含自己在拍照技巧方面优于他人，支持DOWNWARD标签,3,用于表达自己在某方面优越或引导他人学习时使用，避免在纯信息或中立内容中机械使用,0,1,0,DOWN,1.0,1,0.7,dc_00023
DOWN,repetition_or_stagnation,之前都发过啦,neutralizer_frame,LLM_train_extraction+XHS,暗示内容重复，缺乏新意，可能反映被动或受限状态,2,用于强调内容重复或缺乏创新时,0,1,0,DOWN,1.0,1,0.7,dc_00010
DOWN,resource_limitation,亏冒烟了😭,affect_supporting,LLM_train_extraction+XHS,表达经济或资源上的压力或亏损，暗示处境艰难,3,在描述财务或资源受限时使用，不应用在普通推荐或中性信息中,0,1,0,DOWN,1.0,1,0.8,dc_00127
DOWN,resource_limitation,只有学生不被允许可持续发展,relational_marker|relative_standing,LLM_train_extraction+XHS,表达学生资源受限或无法持续发展的状态，体现被限制或受控的感觉，支持DOWN标签,3,在描述资源受限或被限制的情境中使用，强调受控或无能为力,0,1,0,DOWN,1.0,1,0.8,dc_00149
DOWN,resource_limitation_or_control,小众不花钱公园,domain_frame,LLM_train_extraction+XHS,强调公园小众且免费，可能暗示资源有限或不被广泛认可，体现一种被动或受限的状态,2,用于描述资源稀缺或被限制的场景时使用,0,1,0,DOWN,1.0,1,0.7,dc_00091
DOWN,resource_limitation_or_control,附路线,domain_frame,LLM_train_extraction+XHS,提供路线暗示需要自行探索或依赖指引，可能暗示缺乏便利或被动的探索状态,1,在描述需要自行寻找或有限引导的场景中使用,0,1,0,DOWN,1.0,1,0.6,dc_00091
DOWN,restricted_mobility,建议早点去排队,relational_marker,LLM_train_extraction+XHS,提示排队时间长，暗示游玩受限或等待时间长，表现出被动和受控状态,3,在描述游玩体验时，强调排队和等待时间，暗示受限,0,1,0,DOWN,1.0,1,0.8,dc_00038
DOWN,self_comparison_with_foreign_or_better_location,假装在国外,relational_marker|relative_standing,LLM_train_extraction+XHS,用‘假装在国外’暗示自己身处国内，暗示相对更受限制或较低的生活状态，符合DOWNWARD的表现,3,在表达身处国内而非理想的国外环境时使用,0,1,0,DOWN,1.0,1,0.8,dc_00042
DOWN,self_degradation,努努力原来自己也能成为大博主一样的精致女孩,relational_marker,LLM_train_extraction+XHS,暗示自己之前不够好，努力后才变得像大博主，带有自我提升的同时也暗示之前的不足，体现自我受限,2,用于表达自我不足或需要努力才能达到更好状态，避免机械用在中性描述中,0,1,0,DOWN,1.0,1,0.75,dc_00055
DOWN,self_degradation,胖真的会封印美貌,relational_marker,LLM_train_extraction+XHS,这句话暗示胖会导致美貌受损，表现出自我贬低和负面认知，符合DOWNWARD的自我受限和受损感,3,用于表达自我受限或负面变化时，不能用来描述客观事实或中性信息,0,1,0,DOWN,1.0,1,0.8,dc_00055
DOWN,self_degradation_or_control,实在不知道去哪里拍照,relational_marker,LLM_train_extraction+XHS,表达帖主缺乏拍照场地的自主选择，暗示受限或无能,3,当表达自己无自主选择或能力有限时使用,0,1,0,DOWN,1.0,1,0.7,dc_00098
DOWN,self_degradation_or_control,总结了五种不同的倍数拍照用法,neutralizer_frame,LLM_train_extraction+XHS,强调自己只掌握有限技巧，暗示能力有限或受控,2,当强调技巧有限或受限时使用,0,1,0,DOWN,1.0,1,0.6,dc_00098
DOWN,self_degradation_or_inferiority,你永远猜不到女生P图P什么～,relational_marker,LLM_train_extraction+XHS,这句话暗示女生P图行为难以理解，带有贬低或自我贬低的意味，体现出一种自己处于劣势或被动的状态,3,在没有明确比较对象或正面描述时，避免机械使用此cue作为DOWNWARD的唯一依据,0,1,0,DOWN,1.0,1,0.8,dc_00027
DOWN,self_deprecating_or_control,希望你能自备服饰 妆容,relational_marker|relative_standing,LLM_train_extraction+XHS,帖主暗示自己需要他人准备条件，表现出一定的依赖或控制，暗示自己处于较低或受控状态,3,当表达自己需要他人准备或指导，暗示自己能力有限或被动时使用,0,1,0,DOWN,1.0,1,0.8,dc_00034
DOWN,self_deprecating_or_control,我会指导姿势 但希望你自己也会摆,relational_marker,LLM_train_extraction+XHS,帖主表现出自己在指导，但同时希望对方也能自主，暗示自己在控制或指导中，带有一定的低能动性或被动,3,当表达自己在指导但希望对方自主，暗示自己处于被指导或受控状态,0,1,0,DOWN,1.0,1,0.8,dc_00034
DOWN,self_deprecating_or_inferior,虽然有点尬,relational_marker,LLM_train_extraction+XHS,表达自己在拍照中的尴尬，暗示自己处于较低或受限制的状态，符合DOWNWARD的表现,3,用于描述自己或他人处于尴尬、受限或不自信的情境时使用,0,1,0,DOWN,1.0,1,0.8,dc_00026
DOWN,self_deprecating_or_inferior_view,我有像嗎？,relational_marker,LLM_train_extraction+XHS,表达自我怀疑或自我否定，暗示自己在某方面不够出色或被动,3,用于表达自我不足或被动状态时使用，不应用于积极自我评价,0,1,0,DOWN,1.0,1,0.8,dc_00037
DOWN,self_deprecating_or_negative_comparison,你满意吗,relational_marker|relative_standing,LLM_train_extraction+XHS,提问暗示修图效果可能不理想，带有自我怀疑或暗示他人更优秀的意味,3,用于表达对自己或作品的不自信或暗示他人更优时使用,0,1,0,DOWN,1.0,1,0.8,dc_00048
DOWN,self_deprecating_or_self_limited,健康灵活的手臂就是好手臂,relational_marker,LLM_train_extraction+XHS,强调“健康灵活”是理想状态，暗示自己目前状态未达此标准，带有自我受限的暗示,2,用以对比理想状态与现实，表达不足或受限,0,1,0,DOWN,1.0,1,0.75,dc_00117
DOWN,self_deprecating_or_self_limited,放开心畅玩畅拍，好好爱自己,neutralizer_frame,LLM_train_extraction+XHS,强调自我放松和爱自己，可能暗示之前状态受限或不够自信，支持DOWN标签,2,表达自我放松或爱自己时，暗示之前存在限制或不足,0,1,0,DOWN,1.0,1,0.7,dc_00047
DOWN,self_deprecating_or_self_limited,救星,relational_marker,LLM_train_extraction+XHS,“救星”暗示自己需要帮助或改善，带有自我受限或无力感，符合DOWN标签,2,用“救星”或类似词表达自己状态的改善需求,0,1,0,DOWN,1.0,1,0.8,dc_00047
DOWN,self_deprecating_or_self_limited,肉肉手臂,relational_marker,LLM_train_extraction+XHS,用“肉肉”描述手臂，暗示身体不够纤细或理想，带有自我贬低色彩，支持DOWN标签,3,描述身体或能力时带有贬低或受限的词汇,0,1,0,DOWN,1.0,1,0.9,dc_00047
DOWN,self_deprecating_or_self_limited,肉肉手臂救星,relational_marker,LLM_train_extraction+XHS,表达自己手臂肉肉，暗示身体状态不理想，带有自我贬低或受限的意味,3,用于强调身体或能力的不足时，支持DOWNWARD标签,0,1,0,DOWN,1.0,1,0.8,dc_00117
DOWN,self_deprecating_or_self_undermining,你满意吗,relational_marker|relative_standing,LLM_train_extraction+XHS,提问暗示对修图效果的怀疑或不满，可能反映自我认知较低或对效果不自信,3,用于表达对自己或效果的质疑或不满时，尤其在反问或疑问句中,0,1,0,DOWN,1.0,1,0.9,dc_00118
DOWN,self_deprecating_or_unimpressive,其实拍摄地就在……,relational_marker,LLM_train_extraction+XHS,用“其实”暗示之前的期待（如意大利）未实现，表现出生活或条件的不足，支持DOWN标签,2,当用“其实”反转期待，暗示生活或条件不如预期时,0,1,0,DOWN,1.0,1,0.75,dc_00015
DOWN,self_deprecating_or_unimpressive,我家后院,relational_marker,LLM_train_extraction+XHS,用“我家后院”暗示拍摄地点普通、平凡，表现出生活的局限或不足，支持DOWN标签,3,当描述地点或生活场景时，强调普通或低调以表现生活受限,0,1,0,DOWN,1.0,1,0.8,dc_00015
DOWN,self_deprecating_or_victimization,快来学啊！！,relational_marker|relative_standing,LLM_train_extraction+XHS,用“快来学啊”暗示自己需要学习，表现出自己在某方面不足或被动接受，符合DOWN标签的自我暗示或受控感,3,当表达自己需要学习或模仿，暗示自己处于被动或较低位置时使用,0,1,0,DOWN,1.0,1,0.7,dc_00134
DOWN,self_deprecating_or_victimization,教你出片,relational_marker,LLM_train_extraction+XHS,暗示拍照是为了弥补自身不足或被动改善形象，带有自我贬低或被动接受的意味,3,用于强调技巧或改善形象时，暗示自身不足或被动接受,0,1,0,DOWN,1.0,1,0.7,dc_00122
