fold,id,gold_label,predicted_label,error_type,content,pred_support_terms,gold_support_terms_present
0,uc_00257,UP,DOWN,UP->DOWN,"一千只蝴蝶的遗骸在我墙上🦋
带着我的床单和天台又来了！但是这次感觉没怎么拍好呜呜呜贴了好久的蝴蝶床单有点不适合拍照
 
#上海约拍 #审美积累 #蓝调时刻 #氛围感 #来拍照了 #蝴蝶拍照 #小红书影像大赛 @摄影薯",怎么|但是|感觉|来了|#氛围感|了！|适合,适合|了！|#氛围感|来了|感觉|但是|怎么
0,uc_00268,UP,DOWN,UP->DOWN,"王嘉尔也会办美签么
带了口罩不太确定是不是，但是好帅啊倒排队的时候在我旁边，i人没敢打招呼啊啊啊看舞台以为很壮的，肉眼看瘦的很
#美签 #kpop",，但是|但是|，但|的，|以为|也会|kpop,也会|kpop|，但|但是|的，|以为|，但是
0,uc_00278,UP,NEUTRAL,UP->NEUTRAL,"谁吃到小熊薯片&
宝想要 宝得到留必例留
#薯片 #香香脆脆的 #小熊 #》#可爱 #小熊薯片#酸奶油味
#pombar",吃到,吃到
0,uc_00292,UP,DOWN,UP->DOWN,"“春日载阳 福履齐长”
#手绘临摹 #铅笔手绘 #临摹速写 #绘画#临摹",,
0,uc_00315,UP,DOWN,UP->DOWN,"朋友说我拍的照片像自由浪漫的散文诗～
想为你写诗来着 提笔方觉词穷
客片分享
那天早上是暴雨来着，我们原本已经取消了拍摄，但是后面还是想去梨花村碰碰运气，结果遇到了浪漫的雨后梨花～
少女迎着风奔跑着自由又烂漫～
 
#情绪 #大理约拍 #接下来期待的是春天 #梨花
#春天是个巨大的形容词 #大理梨花村 #奇峰梨花村
#拍出自由感 #比美照更有杀伤力的是",，我|说我|，但是|已经|但是|结果|是想|，但|，结|后面|，结果|着，,分享|自由|照片|奔跑|运气|我拍|浪漫|着，|，但|是想|后面|说我
0,uc_00336,UP,DOWN,UP->DOWN,"又一城又又请来了杨丞琳
最近刚好在听年轮说，杨丞琳怎么就来了6
（本cityuer已经累计在又一城追星车银优、容祖儿、马克西姆、杨丞琳
©）
＃又一城 #杨丞琳 #香港 #香港城市大学 #cityu",怎么|已经|说，|来了|it|#香港|er,er|it|#香港|说，|来了|已经|怎么
0,uc_00365,UP,DOWN,UP->DOWN,"看完精修，我的沉默震耳欲聋......
分享一组特别喜欢的修图对比🆚
老婆们帮忙康康修完算是换头高p，还是还原美貌呢？
#我超会p图的 #簪花 #簪花修图 #汉服修图 #泰国写真 #ps修图 #p图前后 #人像修图 #还原美貌 #修图 #后期修图 #ps修图 #P图 #p图 #按自己的审美P图 #修图前后对比 #写真修图 #小柔修图",，我|，我的|，还是|老婆|帮忙|分享一|享一|看完|分享|欢的|喜欢的|喜欢,喜欢的|欢的|分享|喜欢|享一|分享一|看完|，我的|，还是|老婆|帮忙|，我
0,uc_00431,UP,NEUTRAL,UP->NEUTRAL,"避雷避雷
北京瑰丽酒店欢迎水果昨天几个橘子 今天三颗李子 这个价位的酒店欢迎水果就这？？ #北京瑰丽 #酒店欢迎水果",避雷|欢迎,欢迎|避雷
0,uc_00440,UP,DOWN,UP->DOWN,"花旗银行误将81万亿美元转给个人
期，据外媒报道，花旗银行2024年4月在处理一笔交易时，错误地将81万亿美元（约合590万亿元人民币）记入了一名客户的账户，而原本计划转账的金额仅为280美元。
 
这一错误发生在银行内部的转账系统中，最初被两名员工忽视，直到第三名员工在交易完成90分钟后才发现并撤销了这笔转账，没有资金实际流出银行。
 
这笔错误转账的金额之大，可以溢价收购整个美国股市，包括所有大型科技公司。
 
这一金额也是世界首富埃隆·马斯克全部资产的200多倍。
 
花旗银行在事件发生后，向美联储和货币审计署做了披露。
 
事实上，花旗银行近年来多次发生类似的交易错误，2020年，花旗银行错误地向露华浓Revlon的债权人转账9亿美元，而不是进行常规的利息支付，这导致了长达两年的法律纠纷，最终花旗银行通过法院裁决收回了大部分资金。
 
2022年，一名花旗银行员工在交易中多输入了一个零，导致欧洲市场崩溃，一度损失了约3220亿美元的市值。英国监管机构因此对其处以6160万英镑的罚款。（来源：钛媒体） #社会观察",崩溃|没有|导致|后，|，导致|两年|发生|才发现|个人|才发|，导|多次,世界|0万|lo|Re|英国|计划|市场|年的|vl|vlo|欧洲|on
0,uc_00456,UP,DOWN,UP->DOWN,"左滑帮我选Linkedin头像～
感谢美式证件照让我无痛体验了小麦色
 
一开始看到这么黑的自己总觉得有点怪怪的
 
以及人真的到了上镜才想起来要减肥[失望R]
 
30+ 互联网市场营销 选短袖还是无袖呢？
 #职业照 #美式证件照 #简历照 #长得像什么英文名",自己|一开始|一开|觉得|让我|失望|的到|头像|R]|di|市场|ed,体验|ed|感谢|in|市场|di|ke|让我|自己|的到|R]|失望
0,uc_00472,UP,DOWN,UP->DOWN,"东四环的家！不在北京啦，买一送一，找有缘人～
当初买这个房子就是看中了这个位置，就位于朝阳公园东侧，而且社区里面的绿化也特别多，平常散步跑步也方便
 
当时买这套呢，是一个样板间，当时看了觉得特别喜欢就直接买下来了，当时买的时候海叫开发商在我的后院里面建了一栋200平米的一个独栋，这个呢，是可以交易的你买这套我后院那套可以直接送，也是整个社区比较稀缺的吧，当时叫开发商做的统一风格
 
之前租给租户，然后租了很久，我和租户的关系也一直挺好的，如果看好房也可以配合解租约
 
说一下当时为什么看了这个房子特别喜欢，首先他在社区里面是属于正南正北的这种别墅了，而且还是南花园南入户，而且位于社区中间也不是那种临路的，重点是这个房子当时装修的确实非常的喜欢，而且还有后花园，总共花园面积的话400平
 
我在后花园做了一个阳光房，然后还单独建了一个小独栋，平常作为自己的兴趣空间_x000B__x000B_如果你喜欢的话，简单收拾一下就可以入住了，因为租户保养的特别好，中央空调呀、地暖这些都是有的
因为我长期也不在北京，北京的房子也有很多套了，这套实在是很少用，也就想着出售了，目前的价格这方面，只要你看好好都可以谈，而且我现在的价格综合应该也是社区里面最便宜的了，希望也找一个有缘人爱护这个好房子
感兴趣私信666@旺旺大礼包
 
 #大城市小浪漫 #整栋纯居住 #南北通透 #大院子独栋 #安静不临街 #带您看房 #独栋别墅 #换房啦 #一院子两独栋 
 #浪漫生活的记录者",，我|了，|一直|现在|吧，|为什|为什么|，就|我现在|我现|话，|然后,喜欢的|欢的|好的|喜欢|阳光|感兴|感兴趣|的房子|兴趣|简单|面积|自己的
0,uc_00509,UP,DOWN,UP->DOWN,"钩针解剖鼠中文图解

本人翻译，请勿商用二改
不接定制不出售，翻译的活倒是可以接一下、、
 #针织手作 #钩针 #编织 #钩针图解 #钩针小物",制不|不出|定制,定制|制不|不出
0,uc_00518,UP,DOWN,UP->DOWN,"谁能教教我怎么做包菜！难吃到吐！！
各位朋友，我想请教一下为什么一个炒包菜可以做的如此难吃
- 难吃到什么程度呢：我一个对自己厨艺滤镜开到100/100的人吃了一口都难以下咽。
- 难吃在哪：完全没味道，不入味。有种奇怪的将有味道，我用的是味极鲜，但是感觉这个味道好怪。
- 我咋做的： 我放了蚝油，鸡精，酱油，糖加水搅拌倒进去。
然后就出来一个很难吃的包菜了。 
有人能教教我哪里错了吗？或者可以怎么改进吗？
有好吃的酱油推荐吗？
我看着xhs教程做的，可是真的难吃到让我失去了所有手段。
 谢谢各位大厨🧑‍🍳 #做菜我是认真的 #厨房小白成长记 #黑暗料理 #做菜 #家常菜教程 #家常菜分享 #干锅包菜 #包菜 #好吃又简单 #厨师",，我|怎么|了。|？我|，但是|为什|为什么|我想|，可是|但是|吗？我|然后,吃到|好吃|推荐|好吃的|的人|让我|味道|我怎|自己|后就|我怎么|吃的
0,uc_00542,UP,DOWN,UP->DOWN,"500块钱买了这三个
 #满满的收获 #以前舍不得买 #萝卜白菜各有所爱 #我爱绿植 #室内绿植 #一买一个不吱声 #从入门到入土 #发工资后就各种买",块钱,块钱
0,uc_00549,UP,DOWN,UP->DOWN,"牛马的冰箱。。。
一晚上预制俩月的早餐
 #当代年轻人的冰箱 #带饭的尽头",。一|晚上|预制|月的,月的|晚上|预制|。一
0,uc_00558,UP,DOWN,UP->DOWN,"只要稍微一努力就是别人无法企及的高度
 #努力就是天赋 #抽象 #石膏娃娃 #周末去哪儿 #江汉路步行街 #咕噜咕噜手工DIY 看看你们的抽象画",无法|别人|努力|#抽象,努力|#抽象|别人|无法
0,uc_00565,UP,DOWN,UP->DOWN,今天做了第五个电饭煲蛋糕，今天用了五个鸡蛋，结果做出来的与六个鸡蛋一样大，口感比六个鸡蛋的细腻，好吃,结果|，结|，结果|了五|出来|口感|好吃,好吃|口感|了五|出来|，结|，结果|结果
0,uc_00570,UP,DOWN,UP->DOWN,"大学生如何在一晚内入账600元

在这里，我想回忆一下我——一个普普通通的大学生，是如何在短短一个晚上入账600元的。

看到这里，或许有人不敢相信，600元，一个晚上，对于很多人来说都是遥不可及的，更何况是大学生呢？或许有人会想，我身上一定有一些过人之处，或是一技之长。不，这些都没有，我只是万千普通的大学生中的一员，从没想过拥有这样非凡的成就，但是我，的的确确做到了。

下面我将和各位进行无私的分享，讲一讲我是如何创造奇迹，实现这种“不可能”的。

 

走到这里，我总共用了两步：

 

步骤1️⃣：家教2.5h，入账200元，总计200元。

 

步骤2️⃣：家教回去路上被车创，车主赔偿400元，总计600元。

 

走到这里，很不容易。我的成功或许不可复刻，但这段经历会永远激励我不断前进。我会一直记得那个有些寒冷的夜晚，我骑着电动车，耳边划过的阵阵寒风，记得过红绿灯时，看见汽车不要抱有侥幸心理，一定要及时刹车，我也会记得在不幸被创时，坚决维护受害者权益的自己。

 

 #大学生消费观 #大学生赚米 #大学生副业 #大学生财富自由 #勤工俭学的大学生是最棒的 #贫困大学生 #大学生再就业 #大学生独立 #赚钱养自己",，我|。我|一直|了。|我只|，但是|没有，|没有|我想|都没|但是|但是我,分享|实现|前进|成就|，一定|，坚|拥有|，一定要|，记|，看|的成就|短短
0,uc_00586,UP,DOWN,UP->DOWN,"你们能做到这样吗
#瑜伽入门 #抽象 ＃精神状态良好",这样|#抽象,#抽象|这样
0,uc_00594,UP,DOWN,UP->DOWN,"把讨厌的男同学抹布了
对不起 这不是中文是精神攻击
仅限于脑补层面 毕竟写出来很恶心
首先这家伙确实很坏...于是恶人自有恶人*
其次虽然这家伙狡猾奸诈圆滑让人浑身不舒服
但是腰很细 手很长 声音很柔 瘦瘦高高
于是我抹布了 理所应当
二编:为啥我发疯的帖子比吐槽和出物的阅读量都高。。
 #这才是 #真正的 #绝望",但是|讨厌|帖子|恶心|不起|同学|吐槽|确实|我发|于是|于是我|的帖,阅读|让人|这家|于是我|确实|于是|我发|为啥|不起|同学|出来|吐槽
0,uc_00609,UP,DOWN,UP->DOWN,"海德公园偶遇阿云嘎😳
昨天偶遇的哈！感觉在工作时间打扰人家不太好 没好意思要合照/签名[扯脸H][扯脸H]
 #偶遇明星 #阿云嘎",工作|好意|好意思|意思|感觉|合照|偶遇|公园,合照|偶遇|公园|工作|好意|好意思|感觉|意思
0,uc_00629,UP,DOWN,UP->DOWN,"恭喜我！！！！终于要自由啦！！！！！！！
昨天去总行大楼去一层一层的找人签字关闭我的权限
刚好碰到楼下的面试
门口家长焦急的等待
我就想到了一句话“围在城里的人想逃出来，城外的人想冲进去”
一毕业就进入河北银行
不到两年的时间长了二十多斤身体一直再出现各种各样的问题
就连刚提辞职那会本以为会很放松 但是各种焦虑让我没有感觉到一点放松 生怕辞职辞不成功 还得继续在“围墙”里拼命挣扎
开不完的会 做不完的业绩 罚不完的款 打不完的鸡血
我终于可以说再见了
我终于可以做回自己了！
这一刻才真正的感觉到了自由与放松！！ #开启新征程 #河北银行再见",一直|我没|不到|没有|但是|来，|自己|问题|做不|两年|让我|一点,啦！|真正|终于|自由|我终于|了！|我终|年的|！这|放松|面试|毕业
0,uc_00661,UP,DOWN,UP->DOWN,"现在的妆VS以前的妆
omg！大一时候画的什么鬼～
 
每次翻相册都有种说不出来的感觉～大家也是这样嘛
#今日妆容 #日常妆容打卡 #妆容分享 #明明什么都化了 #变妆看我的 #爆改帮帮忙 #给妆容做减法 #以前vs现在 #日常妆容分享",现在|什么|说不|这样|一时|感觉|不出|不出来|出来|以前|大家|om,om|一时|大家|出来|以前|不出来|不出|说不|现在|感觉|这样|什么
0,uc_00715,UP,NEUTRAL,UP->NEUTRAL,"寻找同样喜欢抬头拍树的人🌲🌳🌴
可太喜欢这种毛绒绒的树了，仰拍太有生命了
春天当然要拍树啦🌴🌳🌲
想看看你们拍的树[哇R][哇R][哇R]

 #我拍到了印象派 #浪漫生活的记录者 #树 #春天 #春天就要上春山 
 #摄影 #手机摄影 #生命力",R]|欢这|喜欢这|的树|R][|喜欢|这种|春天|抬头|了，|的人,喜欢|春天|抬头|欢这|喜欢这|的人|的树|R]|这种|R][|了，
0,uc_00738,UP,DOWN,UP->DOWN,"📰 外刊如何表达“金秀贤金赛纶事件”？
✏️ 表达汇总：",,
0,uc_00745,UP,DOWN,UP->DOWN,"🇭🇰HK独居|对不起妈妈，其实我并不想家
除夕前几天还在实验室赶进度的时候，收到妈妈的信息问: 还不回来，你都不想家的吗？而年后匆匆离家的我看着教学楼上无论风雨都不曾褪色的校训牌，恍然发现我的乡愁已经消散在无数个独自海边漫步的傍晚里。",不想|已经|来，|吗？|妈的|发现我|不起|妈妈|妈，|现我|不回|回来,HK|妈妈|hk|验室|实验室|妈妈的|现我|妈，|都不想|妈的|发现我|不起
0,uc_00753,UP,DOWN,UP->DOWN,妈妈今天我27岁了，却还想用理想主义过一生,了，|妈妈|岁了|理想,理想|妈妈|岁了|了，
0,uc_00760,UP,DOWN,UP->DOWN,"人总是会怀念上一个学生时代
三月的压力让我喘不过气，日子像一条绷紧的弦，稍不留神就要断裂。本科的时候，我从没觉得那段日子值得回忆，觉得平淡得像流水账，过一天少一天，没有什么必须发生在那个场合的特别瞬间。那时候不开心了，就打车回家，所以没有留下什么真正属于“大学”的情绪记忆。",，我|了，|没有|，就|什么|就要|觉得|总是|让我|发生|回家|那个,月的|开心|真正|的压力|值得|，日|压力|让我|必须|本科|总是|就要
0,uc_00765,UP,DOWN,UP->DOWN,"🇭🇰港硕生活倒计时30天
赶完一个ddl翻开日历惊觉港硕生活真的进入名副其实的30天倒计时
还有很多的事情没有干
虽然办了迪士尼年卡但只去了一次[皱眉R]
晚上又沿着维港散步",事情|没有|的事|晚上|办了|的事情|多的|R]|的进|沿着,的进|多的|沿着|的事情|晚上|的事|办了|R]|事情|没有
0,uc_00773,UP,DOWN,UP->DOWN,"不要再身材焦虑了哈哈哈
#大可不必焦虑 #女孩子们自信起来",不要,不要
0,uc_00791,UP,DOWN,UP->DOWN,"情书光是看看就觉得羞耻。。
家教小孩，谈了个小女友被写了个小纸条，回来给我炫耀。看得我快拧巴死了
#情书",给我|觉得|回来|得我|死了,得我|觉得|给我|回来|死了
0,uc_00802,UP,DOWN,UP->DOWN,"小鹿居然是老师？谁想来上课？
#深圳 #学校 #老师 #上门回收 #小鹿师妹",想来|然是,然是|想来
0,uc_00817,UP,DOWN,UP->DOWN,"我的crush高中真暗恋我？
那张纸条是去年写的 礼物是去年买的
只是昨天才将它寄过来
#和crush聊天 #关于我的crush #暗恋故事 #crush #暗恋",只是|过来|高中|去年|us|sh,us|去年|sh|高中|只是|过来
0,uc_00825,UP,DOWN,UP->DOWN,"一千个赞翘课去南京旅游
我！要！去！南！京！看！樱！花！
我要去师大附中打卡
我要吃好吃的
可是我周五周一都有好多课
也没有人陪我去
暑假去太热了
#尖叫扭曲阴暗地爬行 #某某 #南京 #旅游 #翘课",也没|没有|也没有|可是|可是我|我要|我去|有人|没有人|南京|的可|吃的,打卡|的可|好吃|好吃的|南京|我要|吃的|可是|可是我|我去|有人|没有人
0,uc_00831,UP,DOWN,UP->DOWN,"当我假装喝醉想和暧昧对象超爱
#暧昧期 #暧昧对象 #暧昧对象表白 #表白 #暧昧期聊天 #暧昧期转正 #假装喝醉酒 #喝醉后 #女生喝醉后 #暧昧期日常",对象,对象
0,uc_00847,UP,DOWN,UP->DOWN,"爸你也真是的，非要给我买跑车
好吧，姜还是老的辣，啃老买保时捷718计划暂缓
#买车 #搞笑 #爸妈 #江浙沪 #父母 #爸爸 #老司机 #保时捷 #718 #啃老事业任重道远",吧，|给我|的，|#父母|#搞笑|计划,计划|#父母|给我|#搞笑|的，|吧，
0,uc_00854,UP,DOWN,UP->DOWN,"当灯亮起的那一刻，你就知道bba里面该选谁了
我买的不是奔驰标，而是奔驰标准，底盘平稳高级，内饰颜值好看，你告诉我不选奔驰选谁#奔驰eqe #全新eqe纯电suv #奔驰",知道|告诉|诉我|看，|颜值|ba,ba|颜值|告诉|诉我|看，|知道
0,uc_00887,UP,DOWN,UP->DOWN,"29 岁，年纪轻轻就拥有一栋大楼
#跟着小红书学装修 #装修日记 #我的小家 #手办柜 #玄关柜 #满屋的快乐 #温馨的小屋 #温馨的夜晚 #我家的氛围 #家里温馨治愈的氛围 #我家的的柜子长这样 #入户玄关 #全屋定制 #家居好物 #超级世界 #新家入住",岁，|拥有,拥有|岁，
0,uc_00894,UP,DOWN,UP->DOWN,"没更新是因为她下蛋了！整个人都是懵的🤯
#手养鹦鹉 #玄凤鹦鹉 #小黄啾和她饼舅 #下蛋 #鹦鹉下蛋",因为|个人|是因|是因为|为她|更新|了！,了！|更新|为她|个人|是因为|是因|因为
0,uc_00902,UP,DOWN,UP->DOWN,"我这一跳跳没了100w！在小区出了名的😂
#装修内行人 #家的松弛时刻 #亲手营造的家 #家的养成计划 #一个人住 #治愈家的小毛病 #装修过来人 #loft复式公寓 #边户 #家居 @家居薯 @装修薯 @薯条小助手",,
0,uc_00907,UP,DOWN,UP->DOWN,"急求！这在迪拜哪里？看起来好好玩
有没有大佬知道诶#迪拜 #阿联酋 #带你看世界 #旅游攻略 点击主页查看更多阿联酋产品",知道|没有|有没|有没有|有大|更多|！这,更多|！这|有大|有没有|有没|没有|知道
0,uc_00933,UP,DOWN,UP->DOWN,"书上没写这么宽啊
从马尔代夫飞新加坡的时候
经过一片全是货船的地方
｛马六甲海峡｝
我以为他窄的要排队通行
直到亲眼目睹
才真正明白为什么会被称为-东方十字路口
此刻 我才终于明白那句：
纸上得来终觉浅
教育在我32岁达到了闭环",为什|为什么|什么|我以为|我以|我才|什么会|白为什么|白为什|明白为什|明白为什么|为什么会,真正|终于|马尔|2岁|明白|东方|为什么会|什么会|白为什么|白为什|明白为什|明白为什么
0,uc_00946,UP,NEUTRAL,UP->NEUTRAL,"🇭🇰茶救星球兩杯28HKD
超級好喝哎，兩杯才28。三分糖剛剛好。",好喝|HK,好喝|HK
0,uc_00951,UP,DOWN,UP->DOWN,"信一下红书玄学🥲
把能想到的材料一次性都交上了 打算下周还是没动静的话就去催催 机酒不能白订啊啊啊啊啊啊啊啊
 
更新：2.28变成移民署审查中（但是显示英文，看别人都是繁中），27号给署长信箱发了邮件。
 
更新：3.2晚上八点极限下签TT 谢天谢地！",是没|但是|不能|别人|打算|晚上|的话|到的|更新|，看,到的|，看|更新|晚上|打算|别人|的话|是没|不能|但是
0,uc_00969,UP,DOWN,UP->DOWN,"我在香港用4w住上了別墅🏠
不是標題黨！！！
 
我把10年買入的將軍澳地鐵站上盖房子+两個月租車位4w多租出去了。
 
再花4w租了價值3000w+，全新裝修的比華利山別墅連兩個車位，等同沒花一分錢在香港住上別墅了，當了一回「土豪」，震驚我媽一整年😎",了，|了。|出去|的比|香港,的比|香港|出去|了。|了，
0,uc_00981,UP,DOWN,UP->DOWN,"当我在🇭🇰乱投简历得到一次面试的邀约…
要求会粤语
我不会
要求金融专业
我不是
甚至接到面试电话的时候以为是诈骗电话差点挂掉
…..
就当出门上中环玩了～
—————————
面试丝滑通过，已入职，中资企业不用粤语
上司允许上午上班下午上课
管它三七二十一，我先干！
将好运传递给正在🇭🇰找工作的家人！
—————————
To 正在找工作焦虑的家人：
找工作我什么都不挑的，我每天都投，就算没希望的我也投，基本上我满足50%条件的我都投了，从过完年到现在才收到一个面试…所以就算不是很满意我也知足了",，我|了，|现在|工作|的，我|，就|到现|过，|什么|到现在|的，|电话,好运|入职|满足|面试|的家|家人|中环|找工作|个面|要求|意我|允许
