id,content,gt,predicted
nc_00657,"伦敦一千块的酒店
对标国内一百多的小宾馆，
估计面积更大
 
这0.8米的迷你床我
能睡就行
市中心人流多
地理位置ok安全就行
不能期待太多
 
#英国 #伦敦 #酒店",1,2.0
nc_00677,各位大神可以给我p点鸽子上去吗  有偿,1,2.0
nc_00687,"无缝衔接被发现了，怎样可以让女友不要再闹
我和我女朋友谈了三年，期间我新认识了一个女孩，我觉得好玩我就跟她也谈了。但我那会也快分手了，我没过多久就跟女朋友说自己家里出了点事，没法谈恋爱，等我状态好的时候我们再谈。我没想到她真的信了，后面发现她一直还喜欢我。
 
后来我和新认识的这个女生玩的差不多的时候，我就和这个前女友复合了，但我还是想玩，我不太相信所谓爱情的永恒。所以我又背着她玩软件，蹦迪之类的。她每次怀疑的时候，只要我用家里出事或者她不理解我创作为理由说她根本和我不是一路人，说她不理解我，我要分手，这样她就总会退一步。
 
但没想到她有一天居然去偷查我的手机。她发现了之前分手的事，也发现了我官宣朋友圈屏蔽的那些女生。我一直跟她说是家里亲戚（因为我以前改好了备注）。结果现在她什么都知道了，不停地闹。
 
我就要求也翻她的手机，凭什么她就可以侵犯我隐私啊？虽然我什么也没找到，但我也不知道她是不是早就删干净了？她突然查我手机肯定是预谋已久，她也没她表现的那么单纯。她肯定早就怀疑了，装了这么久就是为了偷偷看我手机抓我把柄，好跟我吵架。谁知道她自己在外面有没有找别的男的？#分手 #情感问题  #男人的小心思 #请大家认真看完 #真实经历 #发现被绿 #美院#中央美术学院 #798展览 #无缝衔接",1,2.0
nc_00698,"锐评妆容，求改造意见不玻璃心！
图一图二图三是化了妆的，为什么室内就还看的过去，一到室外就很显老精致丑，看不出来是个19岁的女大
求锐评，善良的广大小姐姐们求改造意见，孩子是真的不知道咋弄了#改妆 #改变自己化妆 #这样算是过度打扮吗 #普通女大学生化妆 #判断妆容风格",1,2.0
nc_00700,"是我敏感了吗
和npy因为大姨妈分了
同一个城市，因为工作原因没有住一起，本来说好女神节一起吃饭的，结果今天来大姨妈了，告诉他之后刚开始还关心我，没一会儿就找了个了个理由说明天有事来不了了是我敏感了嘛？？？#百思不得其解 #大姨妈 #男人",1,2.0
nc_00725,复旦博士溺亡，跟心理承受能力没关系 我们无力改变大环境，也不应该给逝去之人扣上太多的帽子。上海的樱花和郁金香快开了，可师兄却再也看不到了。只愿他在另一个世界，能寻得安宁[合十R][合十R][合十R],1,2.0
nc_00727,"把两天周末过成三天教程
醒：fri 20:00-sat 6:00 休：sat 6:00-sat 14:00
醒：sat 14:00-sun 2:00 休：sun 2:00-sun 10:00
醒：sun 10:00-sun 22:00 休：sun 22:00-mon 6:00
亲测有效！这样既保证每天八小时睡眠，还有将近一天半的净清醒时间！现在心跳极快🙏心肺功能大大增强！👍
 #精神状态极佳   #能活一天是一天   #周末",1,2.0
nc_00758,"香港还是不太适合内地人发展
非名校金融背景，基本上感觉基本上找不到什么正经工作。不会粤语的话难度plus。
要么就是做蓝领，送外卖，不过这样也续不了高才签。
最后就剩一条路，保险业。但这行也很考验人。身边真的做得好的人，属于放到哪个行业都很厉害的那种。
 #一个想法不一定对   #香港   #香港生活   #高才通   #高才续签",1,2.0
nc_00790,"西湖的摄影爷爷是要攻打月球吗
故事是这样的
我第一次去西湖，然后带着我的佳能r62。迎面走来了了两个爷爷带着他们的大炮。他们看了我的相机一眼，然后说了一句“一年级”，然后相视哈哈大笑。
然后然后愣了一下反应过来。
	
靠！真的很生气啊！什么优越感，又拿来的鄙视链啊。昨天喜欢天阴的要死，就就只能拍点湖边的小鸭子小鸳鸯。带那玩意干嘛啊？到底在装什么！！！
我嘞个乖乖，大爷那大炮那哪是拍照哒，上战场好吗上战场。
	
p3。 不攀比真爱花超用心的手机老头才是好老头
	
#摄影大爷 #西湖美景 #西湖拍照 #西湖摄影 #爆炸吧 #创翻全世界 #摄影佬 #西湖美景如画 #上有天堂下有苏杭 #生气",1,2.0
nc_00821,"被家长投诉到教育局，不再布置作业了
被投诉后，老师这样做…
#班主任日常 #班主任真的崩溃 #班主任日常崩溃记录 #家校沟通 #家校沟通话术 #老师 #小学生丢失东西 #家长#班主任班级管理 #教师 #教师编制 #小学班主任 #家庭教育 #家校沟通 #家校共育 #家校矛盾 #班主任 #新手老师",1,2.0
nc_00839,"00后毕业去奶茶店摇奶茶
毕业后去奶茶店摇了两年奶茶现在想重新换一份工作应该怎么写简历呀，写在奶茶店上了两年班都是已读不回的状态",1,2.0
nc_00936,"关于记错自己生日吃泡面emo了一天
我真服了
	
我说怎么居然一个人都不记得
	
明明每年都有祝福的
	
我真
	
我真对自己无语了
	
昨天还气鼓鼓，下了一天的雨，心情也下了一天的雨
	
#对自己无语 #虽然是神经病但没关系",1,2.0
nc_00939,"一级注册建筑师送外卖第三天
今天是送外卖的第三天，不多废话，直接汇报战绩：上午九点起床，送到下午一点，三个小时73块钱，中午结合昨天的经验性价比不高，就睡到了三点，晚上八点开始送，送到晚上十一点，也是三个小时65块钱，一天到手138块，合计时薪23块钱。
晚上回家路过湘江大桥跟“同事们”一起飙车的时候心里还是五味杂陈的。可能以前在设计院天天闷在办公室的时候感受不到这世间冷暖吧。
最后一张图是我路过一个火车道涵洞时候看到的，是我住的长沙开福区的宣传标语：开福，开启幸福的地方。心里有说不出的滋味........#逃离设计院 #上下班打卡 #通勤上下班 #背井离乡的打工人 #迈出第一步 #土木工程转行",1,2.0
nc_00945,"救救我救救我怎么配队
前几天才回归，搜的攻略里好多角色都没有，第三层都打不过了#崩坏星穹铁道 #崩铁配队 #大佬菜菜",1,2.0
nc_00965,"企业最想要的员工是小喷菇
首先，小喷菇便宜，耗费零阳光值，自带干粮上班
其次，小喷菇干实事，一个小喷菇可以干掉普通僵尸，极个别戏精植物装模作业，打了半天打不死一个僵尸
然后，小喷菇恢复快，随叫随到
接着，小喷菇胆大，不像他亲戚遇到困难就缩起来了
最后，小喷菇血条厚，想打死它可能会被它打死，就算打不死也要把你弄残",1,2.0
nc_01027,"🇭🇰港大的阶级具像化了
香港是一个多样性的城市，以至于在港大这么小的范围里，还是能清晰感受到“羊水”分水岭。
 
和朋友聚餐散场，大家都在看有没有同路的一起，local自己有车，还问
有去赤柱的可以捎带一起。
 
还有坚持港深通勤的，立马奔向去福田线。
而我呢，虽然住西营盘，但是为了这个转身屁股就会撞到桌角的小窝，一个月也得花上柳州一年的房租。",1,2.0
nc_01034,"遭不住了，天塌了本来想赚个零花钱的
#家人们谁懂啊 #多少有点离谱 #球鞋中签 #球鞋 本来想着中签能赚点零花💰的，现在好了，这零花没有了，谁要啊，面交平本出",1,2.0
nc_01043,"承认吧，香港需要的“精英”已经离开香港了
1️⃣朋友圈的“告别潮”
 
我留意到当两年前我还在忙得不可开交时，朋友圈里开始出现“告别贴”。一个在金融行业做到高管的法国同学，带着全家搬去了新加坡，说是“为了孩子的教育和未来的可能性”。另一个在科技公司做AI开发的同事，回到了杭州，留下一句“香港的蜗居再见了,”。最近一次聚会，我翻看手机，发现原来的饭局群里，十个人走了六个。他们不仅仅是会流利的两言三语，还是CFA、硕士博士、创业者。",1,2.0
nc_01065,"人家鞋底都磨平了，还是不如韦大爷的脸滑
你们的韦德之道11在地板上的抓地表现如何？
同样的球局
朋友穿了10年的鞋
底都磨平了依然来去自如
我穿韦德11开局猛如虎
沾了点灰跟溜冰鞋一样
越打越滑
无尽的折磨
大家纷纷表示
帅是真的帅
个人偏见，仅供参考",1,2.0
nc_01076,"刚刚去苹果店零元购，希望没人发现
苹果和爱马仕联名的表带，手感真好。
很可惜，店里没有现货却有样本，店员小哥建议我直接装进自己的口袋里。",1,2.0
nc_01089,"麦当劳麦辣鸡翅现在的样子
周边6家店，亲测5家鸡翅都长这样，懂得都懂，店是多了，质量越来越差了。谢谢你金拱门#炸鸡 #鸡肉 之后再也不买了",1,2.0
nc_01123,"老师这组照片拍的值吗？
找play拍需谨慎…真的心累无力吐槽
直接看图就知道了 毫无构图技巧可言
拍了200多张 能看到可能9张图都没有…
真的啥人都能出来赚钱了
建议一定要多看主页的样片
最好多沟通
问清楚年龄…因为我找的这位就是一个高中生
蹲下的几张我给她看了样图
结果拍出来是这个样子…哈哈哈人在无语的时候真的会笑
我直接说你这拍的动作我好像在拉💩
从来没有遇到过这种质量的
心累…
给了钱就没有再多说了
就当花钱买教训吧
	
祝大家都找到满意的摄影师
可以美美出片
#陪拍 #约拍 #香港
补充：还被投诉了
我真的栓Q
我也没指名道姓啊 甚至我都懒得跟她去吵直接把钱转她了
发这篇笔记是让大家找陪拍谨慎
希望各位plmm都能找到满意的陪拍",1,2.0
nc_01135,"我很丑吗 为什么发dy上只有5个赞
我知道我不是很漂亮的美女但是也不至于只有五个赞吧破防了#我坚信我是美的 #化妆 #自媒体 #算了反正也没人看",1,2.0
nc_01139,"为什么不火….想知道
已经听取过意见，新的照片更改横屏、配Dj了，还是这样…算了，我认命吧 在Dy真的命好苦",1,2.0
nc_01145,"还不如下海烦死了有病吗
大一周入1200我惶惶不安
主播接了三份家教，算下来一周可以入账将近1200，最近主播辞掉了其中一份，和家长在费用上没谈拢，主播感觉自己真的是累了，就感觉压力好大好大，一直在想要马上再接几个，要多多赚钱。为什么，因为主播的爸爸癌症，家有几孩，公司被查，补税超百万，哈哈，主播脑子里赚钱的路子多多的，主播生活累累的，主播的脑子好像热了一段时间，然后马上就凉了下来，一切都比我想得更难。主播就是觉得，总会走下去的，无论是一个人还是一群人，主播也很羡慕朋友圈里，无论是富家大小姐还是普通家庭的朋友，因为他们都有可以歇脚的地方，但是主播很慌，随时随地都很慌，主播创业，主播做自媒体，主播勇闯网文圈，做什么都可以，我就是要成功，因为主播没有失败的退路#大学生 #难绷的生活 #创业 #家教 #武汉大学 #985",1,2.0
nc_01148,"纹身贴洗不掉怕影响考公怎么办！急！
如图，成年之后斥巨资购入了一大堆王八纹身贴，渴望叛逆一把，抱着如此心思贴满了手臂，以为是小时候那种一搓就稀碎一地像搓泥一样的美丽小贴纸，结果完全不是啊啊啊啊啊啊崩溃了，这个纹身贴就像狗皮膏药干在手上一样用搓澡巾都搞不下来，什么时候这种东西背着我像立本海鱼一样偷偷变异了。搓红了都只做到了搓掉一部分，比原来更难看了，还好痛。
下一周疯狂升温要穿短袖了，好心人救救我告诉我该怎么办
#纹身贴#救命#谁来帮帮我#绑架案#王八",1,2.0
nc_01236,"一个人在图书馆学累了怎么放松
每天一个人在图书馆看网课做题重复循环，感觉日子都没盼头了，大家有什么缓解疲劳的方法吗？或者有好看的综艺电影推荐吗#一个人怎么打发时间 #一看书就困",1,2.0
nc_01281,"什么是收紧核心！！我只会吸肚子
跳操中，什么是收紧核心？感觉我做的动作好像都不对，到底该怎么收紧核心呢？我只会拉紧肚子而已。 #如何收紧核心   #力量训练   #全程收紧核心   #正确的运动方式   #健身入门指南   #腹部训练",1,2.0
nc_01339,"请问你们真写这个吗？🥹
学校最近周测考的这种试卷，请问长沙名校学子们？你们月考就是考这个吗？有些难啊",1,2.0
nc_01406,"NCT DREAM减肥法
idol减肥法：代入自担，享受饥饿感
#保持饥饿感 #nctdream #西珍妮 #划粉 #西珍妮的精神状态",1,2.0
nc_01569,"港迪爆米花避雷！！
爆米花提前装在盒子里，一点都不脆，吃着软软的很难次！！ #永远相信童话   #香港迪士尼  #爆米花🍿",1,2.0
nc_01627,"上班做阅读理解
大可女士可真是给我当日本人整啊[呃R][呃R][呃R]
#店员有种平静的疯 #星巴克 #当牛做马又一天",1,2.0
nc_01648,"香港連鎖茶餐廳百份百，使用平替取代
沒有檸檬片的檸檬茶
中國內地進口的預製白飯
沒有真正的阿華田，好立克
使用平替產品
#香港生活
#亞洲國際餐飲集團
#百份百餐廳
#劣食",1,2.0
nc_01675,"快三十了，在光遇里给 18 岁的小情侣当孩子
谁信三十的年纪在人均 15 的光遇里成孩子了#光遇 #光遇交友 #sky #光遇日常 #光遇大龄玩家",1,2.0
nc_01716,"妈妈眼中在外实习的我
#大学生 #打工人 #小小年纪承受了太多 #工作 #乌萨奇",1,2.0
nc_01895,"候选人优势分析中...
技能匹配度：-250%
精神状态：100%
﻿#当代年轻人﻿ ﻿#上班﻿ ﻿#玄学﻿ ﻿#面试﻿ ﻿#面试求职﻿ ﻿#求职﻿ ﻿#上班﻿ ﻿#破班﻿ ﻿#职场﻿ ﻿#当代职场环境﻿",1,2.0
nc_01946,"😭终于知道小时候为啥老想工作了…
因为我是看港剧长大的啊！
上班正装大办公桌 同事pro又nice
下了班还能一起Happy Hour
处着处着还能变男女朋友
失恋了是去加拿大🇨🇦读书
辞职了去加拿大🇨🇦读书
.
现在上班对同事：厌蠢+总听不懂人话+超雄脾气
还动心 不犯杀心就不错了
#不想上班 #工作的意义 #工作 #tvb港剧 #港剧 #港剧价值观 #周末 #tvb #港剧推荐 #不想工作",1,2.0
nc_01971,"除了玲娜贝儿谁会这么张开手打招呼啊？
当然是我们高杨了！！！
	
高杨真的瘦了好多，刚走出来的时候吓了一跳，整个人就薄薄小小的一片，孩子都瘦成小羊肉干了，感觉我在他边上站着都比他魁梧……
#中国音乐剧 #长腿叔叔 #长腿叔叔音乐剧 #高杨 #长腿叔叔武汉 #签售 #长腿叔叔#长腿叔叔qia j#长腿叔叔签售",1,2.0
nc_02000,"穷鬼套餐你们一般怎么配～
我一般就是一个双吉加一个想吃的小食
#麦门 #麦当劳 #麦当劳穷鬼套餐 #汉堡 #快餐 #今天吃什么 #一顿不吃饿得慌 #真是被自己穷笑了 #简简单单吃一点",1,2.0
nc_02009,智障可以考专八吗？反应过来的时候，已经一半了，我真的想鼠，为啥听力这么难？ 请问有没有每年真题带练的那种视频啊,1,2.0
nc_02016,最近面临港硕毕业，投了上百份实习只有保险邀请面试 在考虑要不要去vtc学一门飞机维修或者机电工程的技术当个蓝领 跪求各位前辈们求指导就业方向 内地专升本（大专计算机-》本科市场营销） 岭南大学融合科技-计算机方向硕士（但是课程中学的计算机内容很少，偏理论） 在香港有过文员工作经验 单程证来港，不需要考虑续签的问题 粤语英语基本交流都没问题 可以吃苦，只要有良好晋升路线,1,2.0
nc_02042,春招现场，教育学是什么很贱的东西吗？ 笑死，理工科坐下来和HR侃侃而谈，本文科填坑教育学专业在旁边畏畏缩缩，局促不安各类教培根本不乐意看你的成绩单和简历，就看实习，只问家教和机构经历，所以呢？教育学的出路在哪里再过三四年，我们直接不活了吗？很想知道92教育学毕业的前辈们，大家的出路是什么哇😯感觉自己读了个没用的专业还读了没用的四年,1,2.0
nc_02044,一天都做不完一张试卷 做到一半深深的无力感油然而生,1,2.0
nc_02051,香港幼稚園老師，你問我答(新手) 做幼稚園老師 比各位想像中辛苦十萬倍,1,2.0
nc_02066,我哭… 最近备考教师编没时间学专八 学了两周了大概 每天1-2h 不加写译就是这样的的level😅 有希望吗…^_^,1,2.0
nc_02075,"蹲深圳市坪山区春招蹲哭了……
好消息：英语教师岗招5个
坏消息：岗位要求不要教育学[石化R][石化R][石化R]
（已经打电话咨询过了，工作人员表示「一切都是专家的安排」，大概意思是专家今年想要偏语言类的老师[握手R]）行！是我们教育学大类不配！
 #春招   #考编   #教师编   #深圳教招   #坪山春招   #坪山春招北京场",1,2.0
nc_02080,"港硕不读书在天天送外卖🥱
送完最后一单的时候，刚好开始下雨☔️。
 
最后一单，既完成了一周30单的门槛任务，也完成了周末专属的送单任务，也把晚上9:00-0:00的预约时段出掉了，最后一单点击送达的时候觉得如释重负，轻舟已过万重山。
 
选择果然大于努力，Keeta最近疯狂的津贴政策，让送餐平均一单达到了$40-45的价格。
 
Keeta与Foodpanda抢占香港市场的样子，总让人觉得有点害怕，不明白是不是带着毒药的蛋糕。毕竟美团在内地垄断市场后的模样，内地孩子早已是一清二楚😮‍💨。
 #香港送餐   #keeta骑手   #香港外卖员   #港硕   #Keeta   #Keeta步兵",1,2.0
nc_02094,"深圳找工作避雷这家恶意辞退的公司
招聘信息上写7~8k实际上底薪只有4～5k，给员工定那种完成不了的绩效，月月还要扣钱！最恶心的就是卡试用期不给经济补偿，恶意辞退恶意克扣工资，特别压榨人的公司，千万别来！
 
 #找工作避雷   #拒绝职场压榨   #工作吐槽   #入职即离职   #深圳公司避雷   #公司避雷  #就业大环境  #找工作   #找工作别走弯   #违法",1,2.0
nc_02128,"keeta你拿我当日本人整
接到两个顺风单很开心点进去发现其中一个单有七个菜。。。。。。打字手都是抖的。。。 #keeta步兵   #keeta  rider",1,2.0
nc_02138,"🇭🇰喂突然发现24届港硕只剩最后四周…
上课看到课程大纲只剩最后四节课时真的狠狠震惊[哭惹R][哭惹R][哭惹R]
感觉昨天才刚满满ddl的期中缓过来
今天就发现突然就要毕业了…
感觉像做了一场梦
刚上飞机还没有起飞就要降落了
现在心里空落落的 不知道是对期末各种作业涌来的焦虑😶‍🌫️还是已经有预感到未来还是会对吐槽了一年的hk狠狠怀念
归根结底可能还是不知道未来我该何去何从[可怜R][可怜R][可怜R]
目前的offer不太满意 这学期的面试也都不太顺利 真的想狠狠摆烂[哭惹R]
每次都会安慰自己：我可以先不找工作 5月结课后先狂玩到明年 还可以继续春招
但更可悲的是 每次想到这里只会更加焦虑
因为我连真的摆烂放弃这半年的勇气都没有…
 #港硕   #香港大学   #hku   #24届   #春招   #秋招   #应届生   #应届生求职   #毕业季   #读研日记",1,2.0
nc_02141,"泪目了！！！
今天面试依旧碰壁，真的都有些灰心了，有些怀疑自己了
一切都会好起来的，我一定会找到合适的工作的！谢谢boss上的朱女士谢谢您的善意[玫瑰R]
 
 #有被感动到   #五味杂陈的心情   #义乌找工作   #义乌商贸城",1,2.0
nc_02184,大学生求职已经被笑死了,1,2.0
nc_02265,"新西兰创作集中营谁爱去谁去
1 不儿，大家都是过来人，关编剧关上瘾了是吗，禁止私自离开，这是为了安全还是为了关起来给您全心全意写作啊
2 押金5w？？？？？？笑掉大牙，写不完就给收回去，赌不起就不要赌好吧
3 合着从头到尾您到底付出了多少呢，善良的友人提供了房子，可以想见其余费用您的思路基本上可以概括为：不让一分现金落入别人手中。提供食材，但可能卫生纸都要自己去买
4 “出于个人审美，无法保证评选的公平性”，又笑了，无话可说，行，起码是一个愿意付出多🤏成本的甲方，写这么长的文字阐述良苦用心，自己一定很感动吧？
 
看见大家讨论了很多，认真谈点身为创作者，为什么条件反射感到不适的原因吧，文字太长放图片了。",1,2.0
nc_02319,"欧阳春晓第二天
胳膊膀子很酸，不知道该怎么拉伸，今天有点抬不起来了都，不想坚持了好累[捂脸R] #欧阳春晓   #马甲线",1,2.0
nc_02320,"香港丧失购买欲望
M记的早餐热香饼，套餐46[石化R]
特价的奶粉还不如狗东
烤番薯也还不如粒上皇
草莓还是去永旺买丹东吧，这里说的不是价格，是甜度",1,2.0
nc_02342,"🇭🇰香港窮鬼辭職的我 👇
在香港的我窮G生活   ！！！
今日又去囤了好多食物，下週不用花什麼💰在吃喝拉撒上，  🥲
所以明天開始一周  週一到週七  只用1K低成本高效率的存活下去 ，
今晚這一鍋我可以續幾餐🍜麵了！
 #宅家做饭糊弄学   #香港生活",1,2.0
nc_02346,"麻绳专挑细处断
厄运专找苦命人🥺
多多本是刘盈盈灰暗生活中的一点亮光，结果还走了😭
多多的走更牵扯出叫了几年的舅舅竟然是孩子亲生父亲的事情💥
 #网剧沙尘暴 
 #网剧沙尘暴硬核悬疑 
 #网剧沙尘暴好敢拍 
 #网剧沙尘暴开播 
 #段奕宏   #王锵   #张佳宁   #追剧   #小红书追剧人   #热播电视剧",1,2.0
nc_02348,"是我太过分了吗
我不知道为什么会这样 是不是我真的脾气太怪了 我该怎么办 已经不知道怎么回了
	
分割线----）
谢谢大家的建议 已经准备分手了  谢谢大家 把我骂醒了  也很感谢私信我的那些宝子们 我真的真的很谢谢你们[哭惹R][哭惹R][哭惹R]
也希望大家遇人要擦亮眼睛  希望你们能够遇见对的人 祝大家生活愉快",1,2.0
nc_02384,"醍醐灌顶了属于是
最近和一个朋友聊了一下我的问题
想从他嘴里了解一点真实的男性的想法
他说 可能就是一个契机吧 他可能很早就有这个想法了
男人不需要冷静的 他和你说的话 就是他冷静很久的结果
我一直有在反思自己的问题和错误
希望两个人能好好聊一聊
朋友说 你找他干吗 没必要 你真的是聊你们的问题吗
你非要听他说一句喜欢过爱过 但因为什么什么分开吗
是啊 为什么非要问个明白呢 有什么意义呢
没有继续更新的小说 就已经是结局了
求你 别再出现在我半夜醒来的梦里了 让我睡个好觉吧#故事到此为止吧",1,2.0
nc_02391,"对拍毕业照感到焦虑和恐惧😭有没有人懂的
本人26大学毕业
虽然还没毕业
但是每年毕业照拍摄的季节
我都会很恐惧➕焦虑
将其称之为“毕业照抵触&焦虑症”
	
如图👆👆👆
不知道有没有小伙伴能get到的
憋了好久了，感觉身边很难有人理解
#毕业季是离别也是开始 #毕业照 #毕业季拍摄 #毕业焦虑 #回避性依恋 #焦虑型依恋 #孤独 #大学生#大学生活  #敏感",1,2.0
