error_type,meaning,extraction_goal,term,target_docfreq,contrast_docfreq,target_rate,contrast_rate,precision_like,log_odds,score,suggested_target_label,suggested_frame,suggested_cue_type,suggested_use
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",发照片，,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",唯愿,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",唯愿你,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",唯愿你能,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",唯愿你能得,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",唯愿你能得到,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",唯愿你能得到拯,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",唯愿你能得到拯救,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",在鼓,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",在鼓里,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",垂耳,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",垂耳兔,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",大：,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",她要是,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",妹还,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",实习证明,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",家长的困,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",家长的困扰,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",导与,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",导员工,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",将军,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",就答应了,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",尽柑来遇见你韩,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",工发,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",己无语住,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",己无语住了,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",带。,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",应援,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",底层，,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",当面说,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",得到拯,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",得到拯救,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",得她的,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",怎么分,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",愿你能,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",愿你能得,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",愿你能得到,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",愿你能得到拯,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",愿你能得到拯救,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",我也不知道该,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",我也不知道该怎,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",我也不知道该怎么,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",我立规,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",我立规矩,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",提了几,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",日，我,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",是跟我,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",机香,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",机香港,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",来遇见你韩,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",柑来遇见你韩,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",样，永,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",气到,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",没跟他说,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",港硕是,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",澳门演,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
down_to_neutral,DOWN recall gap,"extract low-agency, blocked-aspiration, distress and conflict cues",澳门演唱,4,0,0.0033,0.0,1.0,3.9833,11.9667,DOWN,low_agency_constraint,domain_frame,add as DOWN cue if train examples show poster worse-off/blocked/low-agency state
