id,content,gt,predicted
uc_00576,"家常小炒是最下饭的❤️

平平无奇的冰箱清理大师，既然如此美味。

一定要记录📝：

1️⃣：洋葱🧅胡萝卜🥕鸡蛋🥚木耳👂小米椒🌶️大蒜🧄

2️⃣：料汁（糖和醋和蚝油各一勺，生抽两勺，老抽半勺，盐少许，鸡精和黑胡椒白胡椒少许）加点水搅拌均匀

3️⃣：油热放搅散的鸡蛋，炒成大块定型上色后盛出

4️⃣：再加入少许油后加入小米椒丝和蒜末，炒出香味后倒入所有食材翻炒

5️⃣：待木耳开始💥噼里啪啦爆炸的时候，加入料汁，炒炒炒，炒到基本收干，有条件的uu来点出锅蒜和葱花。

	

可以开饭啦，一个菜食材简单易得，啥营养都有，还好吃的不得了 #炒菜   #做饭日记   #超级下饭的家常菜   #鱼香鸡蛋",0,1.0
uc_00577,"当一个馒头店被美团业务忽悠着上线外卖以后

 #搞笑  #生活  #朋友圈",0,1.0
uc_00578,"向全世界安利苹果炖猪排

小朋友好喜欢吃

咔咔吃两碗

这个做法又简单又好吃

就只需要苹果，梅花肉，洋葱

洋葱苹果切成片，梅花肉先拿胡椒粉，一点盐和蚝油，油腌制一下煎一下，然后和苹果洋葱炖10分钟就很好吃，安利安利 #和女儿的日常",0,1.0
uc_00579,"🇭🇰一天到晚做做做
真*出去一个留子 回来一个厨子了
	
在香港做的不知道第不知道多少顿饭了
	
不想写论文就做饭  不想睡觉就去做饭
不想社交就去做饭 不想饿鼠就去做饭
	
 #留学的尽头是厨子   #每个留学生都会成为大厨   #做饭日记   #留子糊弄学   #留学生做饭   #做饭糊弄学   #懒人做饭   #快手菜谱   #做饭多少得有点天赋   #留学生菜谱",0,1.0
uc_00583,"如果是自己画的，我无话可说。
 #纪梵希   #秀场   #林心如   #造型   #红毯   #明星   #美商   #时装周 
但是她完全可以更好（和胖瘦无关），借助假发让头发体量和形状更好看，睫毛眼线也可以更加透气，眉毛的骨相加强一些，嘴唇的扩边和干燥改善一点。",0,1.0
uc_00590,"KFC你的新品让我要从麦门叛变三秒
瀑布芝士2.0和牛堡！速点！好吃！非常好吃！中间那层芝士鸡蛋糕，牛肉很多汁啊啊啊麦当劳对不起我短暂叛变一下
	
 #肯德基新品   #肯德基  #汉堡  #这一口简直无可替代",0,1.0
uc_00592,"🇭🇰🏳️‍🌈願自己永遠明媚
舊照，因為很愛
 #Le   #hk   #🏳️‍🌈   #香港🇭🇰",0,1.0
uc_00594,"把讨厌的男同学抹布了
对不起 这不是中文是精神攻击
仅限于脑补层面 毕竟写出来很恶心
首先这家伙确实很坏...于是恶人自有恶人*
其次虽然这家伙狡猾奸诈圆滑让人浑身不舒服
但是腰很细 手很长 声音很柔 瘦瘦高高
于是我抹布了 理所应当
二编:为啥我发疯的帖子比吐槽和出物的阅读量都高。。
 #这才是  #真正的  #绝望",0,1.0
uc_00599,"学校的sakura开了
🌸🌸🌸
 #中南财经政法大学",0,1.0
uc_00603,"学校给每个桌上放了柚子和活性炭
居然是没有吃过的柚子而不是柚子皮耶～ #学校的角落   #在学校的日子   #大学生校园  #我镜头里的校园   #好的大学没有围墙   #在学校的我   #记忆里的校园",0,1.0
uc_00608,"🇭🇰呢個幾多钱？香港老式腿蛋包！6块！
有别于其他一些西式的面包🥯 香港还有一些老式的饼屋做这种老式面包 应该也都是早上现烤出来的
	
一般有腿蛋包 肠仔包 菠萝包等 最近一段时间都吃腿蛋包 其实就是夹了几片火腿🌭+蛋🥚 外面的面包是香香的 不是很蓬松的 是比较扎实的口感
	
总体就是算不上好吃也算不上难吃 中规中矩 可以填饱肚子 建议可以微波炉加热一下 吃起来更软更香
	
好吃：4.5/5.0
坐标：旺角
	
猜猜几多钱～明日公布答案！🫧
	
 #香港生活   #香港物价   #港漂   #香港美食   #香港物价贵   #香港探店   #香港旅行   #香港旅游   #香港面包",0,1.0
uc_00616,"亲爱的单主 你已经65天没有上线了
你是否已忘记了你约的小蓝莓
你说你是被亲友安利过来的 那亲爱的单主们有没有人帮我寻找一下 是谁的亲友在12.26号来约的三月要用的结城理
他正在受到回南天的攻击 他很想你 速回！！！
 #结城理   #尖叫扭曲阴暗地爬行   #毛娘   #cos假发造型   #毛娘精神状态   #女神异闻录",0,1.0
uc_00627,"人、咪爱你
花生大树啦
咪刚才突然发现……
咪爱你！
就是想告诉你这个啦！
 #宠物友好出行计划  ﻿  ﻿  #小红书养宠倡议    ﻿  #黑猫   #小红书宠物cruash   #我家宠物好可爱   #小猫咪大眼萌   #养到了真正的招财猫   #邪恶摇粒绒   #我的猫   #小黑猫日常",0,1.0
uc_00632,"健身三不练🏋️
吃少不练
没吃好不练
吃撑不练
#该吃吃该练练 #让健身成为快乐",0,1.0
uc_00634,"这个世界除了我都是坏蛋
#Le #蓝发 #鲻鱼头",0,1.0
uc_00637,/,0,1.0
uc_00641,"见证历史咯
#数学",0,1.0
uc_00642,"几张实况
#Livephoto",0,1.0
uc_00659,"🇭🇰
🦖🦕#07",0,1.0
uc_00660,#丸子头,0,1.0
uc_00663,"男友视角
#fyp",0,1.0
uc_00664,"“如果有多一張船票 你會唔會同我一齊走”
#钿趣预报 #零碎的岛屿终会找到海 #文案 #香港 #港风 #故事感 #明明是一场空在梦里浮沉 #维多利亚港
（可惜没有来得及探店～",0,1.0
uc_00675,"这是浓颜还是淡颜？
帮我选 [PK]##浓颜还是淡颜 #浓颜系淡颜系 #妆越淡人越美 #浓颜淡颜判断 #怼脸拍",0,1.0
uc_00677,🐈🎀,0,1.0
uc_00680,"☀️
天气好就心情好啊",0,1.0
uc_00683,“春天是她最爱的季节🌸”,0,1.0
uc_00685,"៸៸᳐>⩊<៸៸᳐
今天穿灰色#拍照 #来拍照了",0,1.0
uc_00689,不搞男大依旧是本恋爱脑底线！,0,1.0
uc_00696,"会动的周六晚上
喝一口hhhh
#妆容分享 #每日穿搭 #live图",0,1.0
uc_00702,"为什么你总是害怕沟通害怕冲突
为什么你总害怕沟通害怕冲突?
克服人际冲突恐惧科学指南。
希望帮助到你。
 #心理学   #人际关系    #沟通     #沟通技巧    #沟通的力量   #性格内向者   #高敏感人格    #学生党   #上班族   #人际交往",0,1.0
uc_00705,关于我那个再就业的朋友 一日跟屁虫系列 #大表哥,0,1.0
uc_00709,"东亚小孩，你不会真以为自己很差劲吧？你是人啊，不是AI，拥抱不完满的自己才是我们的使命。
﻿ #东亚二本文科女 ﻿ ﻿ #东亚 ﻿ ﻿ #东亚小孩 ﻿ ﻿ #东亚教育 ﻿ ﻿ #应届生工作 ﻿ ﻿ #00后租房日常 ﻿ ﻿ #00后打工碎碎念 ﻿ ﻿ #女性成长 ﻿ ﻿ #girlstlak ﻿ ﻿ #上班使我暴躁",0,1.0
uc_00714,原来番茄梗里有星星,0,1.0
uc_00715,"寻找同样喜欢抬头拍树的人🌲🌳🌴
可太喜欢这种毛绒绒的树了，仰拍太有生命了
春天当然要拍树啦🌴🌳🌲
想看看你们拍的树[哇R][哇R][哇R]

 #我拍到了印象派 #浪漫生活的记录者 #树  #春天 #春天就要上春山 
 #摄影  #手机摄影 #生命力",0,1.0
uc_00727,"🇭🇰“在这里，你可以成为你自己”
现在是第二学期期中周，内地高考小孩突发性感动。",0,1.0
uc_00737,这部电影应该纳入公共教育 #初步举证,0,1.0
uc_00738,"📰 外刊如何表达“金秀贤金赛纶事件”？
✏️ 表达汇总：",0,1.0
uc_00744,"23岁的我依然会在某个瞬间怀念13岁的下午
是年龄越大越喜欢怀旧吗？",0,1.0
uc_00747,"港言港语：看到这种标语真的很感动
香港还是很超前的 看到这个标语真的很感动
谁懂
 #吐槽   #正视女性困境   #港言港语   #香港涂鸦   #香港生活   #香港   #女性   #性别平等   #香港街头   #香港留學",0,1.0
uc_00756,"🇭🇰永居只是一种获得自己理想人生的手段
而不是人生的目的，如果永居要付出很大代价来换那么就不值。",0,1.0
uc_00760,"人总是会怀念上一个学生时代
三月的压力让我喘不过气，日子像一条绷紧的弦，稍不留神就要断裂。本科的时候，我从没觉得那段日子值得回忆，觉得平淡得像流水账，过一天少一天，没有什么必须发生在那个场合的特别瞬间。那时候不开心了，就打车回家，所以没有留下什么真正属于“大学”的情绪记忆。",0,1.0
uc_00761,"港中大哪些地方值得去？-- 众志堂
“港中大筑迹系列”今天继续带大家分享港中大地标。
📍打卡第3站：众志堂",0,1.0
uc_00762,没有一座城市能在这个bgm中打败香港,0,1.0
uc_00767,"后来发现十七岁的风还困在二十岁的潮汐里
-
手机里的往年今日，提醒着我翻看去年的碎片，其实我总是爱整理相册，发现当下的自己总是会美化曾经的苦难，一年前每天和朋友畅想着自由的大学生活，却在得到之后也会祛魅。",0,1.0
uc_00768,"我宣布 香港最美的地方是离岛
坪洲真的太美了好适合放空自己
 #我的宝藏小众岛屿   #香港旅游攻略   #香港旅行   #坪洲",0,1.0
uc_00774,"失败告终
#失败中成长 #deepseek文学 #盲盒 #水手服 #panpan",0,1.0
uc_00777,"9w去广州一周够吗
想和家人去广州玩一个星期，这个预算够吗？#广东人的消费观 #想出去旅游 #城市游或者周边游 #旅游",0,1.0
uc_00783,"安全员上班第一天
#工地安全无小事 #安全员 #沙雕日常 #危险动作请勿模仿",0,1.0
uc_00785,"独立律师每月收入多少？
请看👆🏻
案子少就得付费上班
心痛
#律师#独立律师 #法律人 #收入 #律师日常",0,1.0
uc_00787,之前一个日本教授面试我，问我“南京，是一个大城市吧”听起来好像日本人对南京以及南京所有事情一无所知啊#日本人 #日语高考 #面试问题 #南京,0,1.0
uc_00791,"情书光是看看就觉得羞耻。。
家教小孩，谈了个小女友被写了个小纸条，回来给我炫耀。看得我快拧巴死了
#情书",0,1.0
uc_00793,"他总是会做一些让你产生错觉的事情
当你想向他靠近一点的时候 他却又后退了一步",0,1.0
uc_00802,"小鹿居然是老师？谁想来上课？
﻿#深圳﻿  ﻿#学校﻿  ﻿#老师﻿  ﻿#上门回收﻿  ﻿#小鹿师妹﻿",0,1.0
uc_00804,"日子怎么可能跟谁过都一样
﻿#情侣日常﻿ ﻿#做我的猫﻿ ﻿#一定要看到最后﻿",0,1.0
uc_00819,"“清晨六点厦门环岛路的蓝调时刻，真的美疯了.”
#厦门旅行 #一起去看海 #厦门日出 #厦门环岛路",0,1.0
uc_00827,"站在这个路口，故事终于来到了结尾
#香港 #香港生活 #氛围感 #城市摄影 #城市氛围感 #小说里的场景 #香港街道 #香港夜景",0,1.0
uc_00829,因为这片海原谅全世界🙏,0,1.0
uc_00830,"网恋爆照后的真实反应
#当代年轻人 #网恋 #内容过于真实 #网恋爆照 @谁是小鹿",0,1.0
uc_00833,"为什么crush突然把我删了啊？带入crush视角…
当我带入crush的视角之后我才明白为什么会被删掉了…#crush #女追男 #剧情 #一人分饰多角",0,1.0
uc_00839,"🇸🇬live的意义
#新加坡东海岸 #东海岸公园",0,1.0
uc_00842,"有冇🇭🇰要賣車嘅靚仔靚女呢？
HK girl🇭🇰
啱啱考到車牌
想買一部低價私人二手車
車行勿擾🚫",0,1.0
uc_00855,"特种腚，厕评香港中文大学🇭🇰的厕所~
﻿#测评﻿ ﻿#打卡﻿ ﻿#香港中文大学﻿ ﻿#港中文﻿ ﻿#香港﻿ ﻿#香港旅游﻿ ﻿#大学生﻿ ﻿#校园﻿ ﻿#校园生活﻿ ﻿#春天就要上春山﻿",0,1.0
uc_00860,"最好的旅游搭子就是家人
#汕头 #旅游的快乐#和家人旅行",0,1.0
uc_00874,"刚刚看到这辆车。这是什么车？
#skjall_carspotting",0,1.0
uc_00894,"没更新是因为她下蛋了！整个人都是懵的🤯
#手养鹦鹉 #玄凤鹦鹉 #小黄啾和她饼舅 #下蛋 #鹦鹉下蛋",0,1.0
uc_00898,"今天好好画一个~
﻿#丙烯马克笔﻿ ﻿#绘画﻿ ﻿#POSCA﻿",0,1.0
uc_00902,"我这一跳跳没了100w！在小区出了名的😂
#装修内行人 #家的松弛时刻 #亲手营造的家 #家的养成计划 #一个人住 #治愈家的小毛病 #装修过来人 #loft复式公寓 #边户 #家居 @家居薯 @装修薯 @薯条小助手",0,1.0
uc_00905,比特币科普#资本的力量 #比特币 #全球价值链 #投资,0,1.0
uc_00906,"🇭🇰感谢何超莲，确实是香港数一数二的！！！
#香港#香港美食#香港生活#香港探店#拉面#香港旅行",0,1.0
uc_00908,"🪡戳下去的时候。。旁边店员脸都红了。。。。
#路边摊 #街头小吃 #毛肚 #毛肚包虾滑 #饭搭子",0,1.0
uc_00912,弟弟，世子之争向来如此,0,1.0
uc_00918,"乌鲁木齐，你好！国泰首航西北丝路明珠🕌
左手天山牧场，右手国际巴扎
这座丝路明珠不仅是北疆风光的入口
更是「一带一路」的黄金枢纽
	
作为古丝路的北道重镇乌鲁木齐
不仅拥有北疆的壮丽风光
还融合了中西方文化之灿烂
是国内体验异域风情的首选之地
	
现在🤚国泰将首航✈️乌鲁木齐！
把世界邀请到西北的“会客厅”
于【2025 年 4 月 28 日】起
每周有四趟来往中国香港及乌鲁木齐的航班
这是国泰今年解锁的第1️⃣1️⃣个新地图
向2025年达成1️⃣0️⃣0️⃣个航点的目标又迈进一步✅
	
解锁西域地图🗺️
就差一张机票的距离✈️
来和国泰一起启程乌鲁木齐，游览大美西域吧！",0,1.0
uc_00922,"死亡搁浅2抢先版画面曝光~云南德钦春多乐
#死亡搁浅 #死亡搁浅2",0,1.0
uc_00933,"书上没写这么宽啊
从马尔代夫飞新加坡的时候
经过一片全是货船的地方
｛马六甲海峡｝
我以为他窄的要排队通行
直到亲眼目睹
才真正明白为什么会被称为-东方十字路口
此刻 我才终于明白那句：
纸上得来终觉浅
教育在我32岁达到了闭环",0,1.0
uc_00935,"柏林这是怎么了？
#柏林 #谁能解释这种现象 #留子日常 #留学生精神状况 #留子 #欧洲留子 #生活",0,1.0
uc_00946,"🇭🇰茶救星球兩杯28HKD
超級好喝哎，兩杯才28。三分糖剛剛好。",0,1.0
uc_00948,"在纽约，我们的餐馆有一个“清洁度”评分系统，并在门口张贴评分贴纸。
	
中国有类似的制度吗？
	
In New York our restaurants have a “cleanliness” grading system and a sticker posted by the door.
	
Does China have something similar?",0,1.0
uc_00949,"大家打开第三张照片，提前感受下iOS 19
据说Apple新系统iOS19将会有很多大的变化
图标及UI向着visionOS 靠拢
提前用一张图片全屏感受下圆形图标的魅力
感觉也很不错
耳目一新的感觉
#Apple #applestore #iOS19
#iOS19操作系统外观或颠覆
#iOS18 #iOS18更新",0,1.0
uc_00979,"再见👋 韩痣城
我们以后阔卡脸上还加痣吗，老师
	
需要调理一下",0,1.0
uc_00988,"打开老爸的股票账户98年至今
炒股票的收益是亏了还是赚了",0,1.0
uc_00991,此生无憾,0,1.0
uc_01000,入台證下簽了，4月中有一起的嗎,0,1.0
uc_01019,"广州云吞面真的脆脆的
口感好特别 好好吃
云吞在碗底 面在上 这是为什么呢",0,1.0
uc_01020,看到蓝色的大门时，马上想到了很喜欢的电视剧《平原上的摩西》，虽然看完后劲很大，但真的很喜欢。想起少年庄树在房间里吹灭一根火柴 也想到阳光灿烂的日子，明媚的好天气 哪怕已经废弃，你都能感受到这里昔日的繁华，临近家属楼，🦢造型的校门，还有着蘑菇造型的泳池，大面积的钢窗，阳光照射进来……现在看来是多么奢侈的幼儿园生活。放到现在，这都是好过很多幼儿园的环境 请大数据推送给以前在这上过学的朋友好吗，很好奇，他们对于这里的记忆会是怎样,0,1.0
uc_01031,为什么都在买山姆这个鞋,0,1.0
uc_01036,咪咪虎,0,1.0
uc_01038,"炸金...痛失0.07克
以为自己是手艺人，结果痛失黄金
#黄金首饰 #打金",0,1.0
uc_01044,"化州老店｜藏在龙华巷子里的美食‼️
无意间吃到了宝藏特色菜 化州菜 3菜一汤人均70💰
 
【化州B记鸡鸭饭店】地址：龙华街道花园新村9-8号
25年老店藏在小区巷子里面多年
来的都是老客户可见菜品质量好，上菜速度也快。
吃多了普通美食 ，想吃特色广东风味一定要来试试
一定不会后悔（喜欢吃辣的自己斟酌哦，菜式偏咸香口）",0,1.0
