id,content,gt,predicted
dc_00020,"答应我‼️来香港要坐一次免费全景电梯🇭🇰⛰️
香港湾仔也太多好玩的地方了😭😭
来利东街逛街
发现了这个免费全景观光电梯🛗
不用去太平山顶🚠也可以俯瞰香港啦！！
        
📍湾仔合和中心
先坐扶手电梯到3F，再坐lift到17F，跟着指示牌🪧就可以看到🆓观光电梯啦！
        
#香港拍照 #香港旅行 #香港夜景 #香港旅行攻略 #小众旅行地 #湾仔 #小红书旅行日历   #新年旅行第一站   #不早起旅行日记   #反向旅行出门溜溜 #先出发再说   #和同频的人一起看世界   #我的旅行要实况   #不为打卡的旅行 #出发就是最好的计划 #香港生活 #浪漫生活的记录者#香港citywalk #假日citywalk
@生活薯 @走走薯 @城市情报官 @摄影薯",2,0.0
dc_00022,"近期来香港迪士尼玩的一定要带自推玩偶啊！
香港迪士尼现在推出新的主题“春日旅途，友你真好”，在多个主题园区加设了新的毛公仔可爱座打卡位，可以为你的毛公仔留座！
-
🔹日期：2025年2月21日-5月7日
🔹“可爱座”地点：
1️⃣美国小镇大街火车站外
2️⃣城堡广场
3️⃣探险世界：邻近“森林河流之旅”与“乐韵丛林”之间位置
4️⃣灰熊山谷：灰熊山拍照点位置
5️⃣迷离庄园：迷离大宅正门楼梯前
-
#浪漫生活的记录者 #香港 #香港迪士尼 #迪士尼 #达菲和朋友们 #带上玩偶旅游打卡 #带玩偶去旅游 #星黛露 #达菲 #玲娜贝儿",2,0.0
dc_00023,"学到了‼️旅游广角拍照📸超有氛围感
超简单易学的万能出片教程
适合旅游打卡和街拍的拍照姿势
手机广角拍照太容易出片啦！
拍出松弛感 生命力满满🤳
	
（🌟划重点）
1️⃣把脚放在画面的下边框上
显高显瘦显腿长
2️⃣越靠近画面的边角畸变会越明显
记得要把脸放在九宫格中间
脸就不会变形啦~
	
学会这几个小技巧和pose
旅游探店都轻松出片
快叫你诡蜜来学！！
	
#拍照技巧 #薯条小助手 #拍照姿势 #手机怎么拍大片 #来拍照了 #拍照姿势不重样  #旅游拍照 #广角拍照 #拍照教程    @摄影薯 @生活薯 @走走薯 @视频薯 @薯队长 @小红书创作助手 @小红书视频号 #街拍穿搭",2,0.0
dc_00025,"深圳📍近期最震撼的新展❗️免预约❗️
我宣布，这是近期最震撼的展➡️盐田千春.命运的边缘
白、红、黑丝线交错，演绎生命的独白，编织属于另一个世界的梦境😴出片率满满📷
        
1️⃣展览名称🧶：盐田千春《命运的边缘》
2️⃣展览地址📍：木星美术馆
3️⃣展期时间📅：2025年3月8日-6月22日
4️⃣展览时间⌚️：周一至周日10:00-18:00
5️⃣交通🚥：
🔸地铁🚇：3号线福保站B出口
        
6️⃣暖心小tips🥰：
🔸穿搭黑色系或者白色系比较出片哦～
#万粉冲刺任务 #来拍照了 #值得看的展览安利 #艺术展打卡 #拍照超美的展览 #沉浸式看展 #看展 #盐田千春#木星美术馆#深圳看展 #深圳新展#深圳打卡#看展日记#深圳周末去哪儿#深圳拍照 #MneiaeMedia繆思策划 #看展拍照#今日是看展人#周末去哪儿#深圳周末去哪儿#香港#小红书艺术发光计划#小红书看展指南#当代艺术 #每日艺术分享#艺术 #拍照打卡 #每日艺术分享#日常碎片PLOG#深圳周末做什么#艺术展览#展览 @艺术薯 @摄影薯@摄影薯@生活薯",2,0.0
dc_00026,"用小作文的方式去拍照！你就会拥有很多动作
【这期干货专门教那些不会摆姿势的宝】
男女通用，虽然有点尬，但是拍出来还是很自然的！
#拍照动作 #摄影构图技巧 #不一样的拍照 #人生照片的正确打开方式 #拍照最好玩的是即兴发挥 #拍照构图 #拍照技巧 #拍照如何摆pose #有感染力的照片 #拍照姿势不同样",2,0.0
dc_00028,"当你拍照不再局限于咖啡厅‼️楼梯出片大法
实在不知道去哪里拍照，就找个楼梯试试看吧！
总结了五种不同的倍数拍照用法
想拍哪种风格咱都有！
#来拍照了 #拍照姿势不重样 #楼梯拍照 #广角拍照 #手机拍照 #韩女拍照 #坐姿拍照 #拍照教程 #拍照技巧 #阴天拍照",2,0.0
dc_00029,"香港就是一个调色盘🎨香港电影感旅拍
没有人能在这首bgm里打败香港
春天的香港虽然多阴天，但色彩还是很丰富的
        
几乎囊括了香港所有好出片的色彩采集地：
🔴旺角，士丹顿街，金鱼街，摩天轮，文武庙
🟡中环街市，银行街电车站台，大馆
🔵蓝房子，嘉咸街，维多利亚港
🟢天星小轮，大馆，太平山缆车，美都餐室
        
@摄影薯 @生活薯
        
@香港旅游发展局
#电影里的城市 #拍出电影氛围感 #我拍到了印象派 #香港旅行 #新年版citywalk",2,0.0
dc_00030,"坐在慢悠悠的叮叮车上吹吹风🇭🇰
选一辆终点站是坚尼地的叮叮车 慢悠悠的在港岛穿行
下车后漫步在傍晚的街头
穿过老旧的街市
每一处都藏着故事
#香港约拍
#香港旅行攻略
#叮叮车
#拍出电影氛围感
#香港摄影师
#一起去兜风吧",2,0.0
dc_00034,"香港女摄长期找互勉
图123是想拍摄的风格
后面的都是我之前拍的
喜欢拍探店 阳光 有生命力的照片
希望你能自备服饰 妆容
一起有目标的拍出好看的照片
而不是想来白嫖几张就行…
拍摄选在晴天 时长大概在1—2小时
优先考虑好看主页有照片的宝 高p🙅🏻‍♀️
我会指导姿势 但希望你自己也会摆
富士佳能ccd我都有",2,0.0
dc_00037,"港風𝒗𝒍𝒐𝒈🇭🇰港風女主教程來啦🎬✨
有去🇭🇰玩的
拍一些日常小片段
再加一些雜點跟港風濾鏡
配上粵語歌🎵
你就是王祖賢！
嗯（？？？
有嗎？我有像嗎？
-
來香港🇭🇰這麼多次
每次還是都會幻想會在路上遇到陳浩南
他真的是我的夢中人🥰🥰🥰
-
🎬拍攝攻略
👉🏻拍攝地點旺角那邊很適合！
隨便一個轉角街景都非常港！
👉🏻地鐵站出來的天橋拍下去很有感覺
👉🏻天橋走下去的小巴站也必拍
請傳給你的旅伴
一起幫對方拍港片🫶🏻
-
✨統一回答濾鏡是剪映app裡面的港風濾鏡
還有很多復古濾鏡也很適合
大家🔍港風
就會有很多選擇！
#AliceinHongKong🇭🇰💗
#HongKong",2,0.0
dc_00038,"香港必打卡｜史努比乐园超详细游玩攻略🌈
Welcome to Snoopy‘s world
谁的童年里没有一只可爱的小狗史努比呢？
        
📍沙田新城市广场3楼
🎠开放时间：11:00-19:00
🎨位置：沙田新城市广场3楼
🚇交通：港铁沙田A3口
🎫门票：免费🆓
⚠️独木舟游玩时间：12:00 - 18:00（建议早点去排队，不然热门时段排队时间可能较长）
        
在香港有出行需求的宝们记得领⬇️
#全國任意高鐵票9⃣️哲➕酒店🧧[投票]#
⬆️⬆️⬆️⬆️
        
👉打卡区域
✅花生校园
✅独木舟探趣
✅垒球游乐场
✅花生大道
✅史努比大屋
        
🎡周边游玩
✅恐龙乐园
就在新城市广场5楼
✅香港文化博物馆
#香港 #香港旅游 #香港旅行 #史努比缤纷世界 #史努比 #游乐园 #香港打卡 #香港拍照 #攻略 #旅游攻略",2,0.0
dc_00041,"在丽江！！拍到了人生转场！！大经幡巨震撼！！
玉龙雪上下的大经幡格外震撼！
大家直接导航📍丽江植物园北门就能看到
🎫9r，那边风比较大可以多穿点
#离天堂最近的地方 #在有风的地方 #丽江 #丽江大经幡 #大经幡 #大经幡运镜 #丽江植物园 #经幡 #丽江旅游 #白沙古镇",2,0.0
dc_00042,"不在东京🇯🇵在深圳 在深圳‼️🌸
樱花开好啦🌸#假装在国外
巨出片 拍照机位分享
#行走在如画风景里 #深圳拍照 #来拍照了 #樱花拍照 #深圳网红打卡地 #深圳周末好去处 #拍照姿势",2,0.0
dc_00044,"她的裙摆与鸽子一同随风起舞🕊
在塔佩门和软姐@仙女软本人 一起拍的实在是太有生命力啦！好喜欢裙摆和鸽子一同飞起的瞬间～
#氛围感 #生命力 #旅行 #live #清迈",2,0.0
dc_00045,"在澳门🇲🇴跟风最成功的一次（附路线………
终于轮到我来拍了😭真的好好看啊
就在老永利这边，不是永利皇宫哈！！！
#澳门#澳门拍照#澳门打卡 #拍照打卡 #澳门金鱼缸 #澳门拍照机位 #澳门吃喝玩乐 #一日游#来拍照了",2,0.0
dc_00046,"深圳的绣球花海🌷已开好！！！春日限定美哭😭
#深圳拍照好去处 #深圳探店 #深圳周末去哪儿 #深圳周末好去处 #深圳拍照圣地",2,0.0
dc_00047,"肉肉手臂救星！6️⃣个显瘦生活感春日拍照姿势
健康灵活的手臂就是好手臂，自在舒服的姿势就是最好的拍照姿势！一起放开心畅玩畅拍，好好爱自己吧#记录吧就现在 #拍照姿势 #微胖穿搭 #拍照技巧 #来拍照了 #拍照构图 #公园拍照 #春日秀场 #浅春系穿搭 #独束线雕裙系列",2,0.0
dc_00048,"这样修的效果你满意吗？
#修图 #刘亦菲仿妆 #精修 #摄影后期 #人像精修 #接单 #还原你的美 #今天你修图了吗",2,0.0
dc_00051,"分享香港拍照打卡攻略
#旅行打卡 #香港拍照 #拍照如何摆pose #港风摄影 #电影感 @摄影薯 #旅行指南 #香港旅游攻略",2,0.0
dc_00053,"✨ **深圳隐藏的“欧洲童话镇”！免费拍照圣
✨ **深圳隐藏的“欧洲童话镇”！免费拍照圣地，出片率100%！** ✨
---
📍 **地址**：世界之窗旁欧洲印象小镇（地铁H口步行3分钟）
🕒 **时间**：全天免费！夜景灯光超绝～
🚇 **交通**：地铁1/2号线“世界之窗站”H口直达！
---
### 🌟 **必拍打卡点** 🌟
1️⃣ **彩虹楼梯**：像打翻调色盘的梦幻背景，仰拍秒变童话主角！
2️⃣ **荷兰大风车**：假装在荷兰！草地+风车+蓝天，氛围感拉满～
3️⃣ **英伦电话亭**：复古红配绿植，电影感街拍get！
4️⃣ **欧式钟楼街道**：傍晚光影洒在石板路上，走路抓拍都高级！
5️⃣ **夜景灯光**：暖黄灯光亮起，浪漫值爆表，情侣约会必冲！
---
### 👗 **穿搭建议**
✔️ 浅色长裙+草帽（法式慵懒风）
✔️ 复古西装+贝雷帽（英伦街头感）
✔️ 亮色毛衣+短靴（秋冬暖系大片）
📸 **Tips**：下午4点光线最温柔，带个小反光板更绝！
---
### 🍰 **周边玩法**
✅ 步行5分钟到【世界之窗】打卡全球地标
✅ 隔壁【欢乐谷】尖叫过山车解压一整天
✅ 逛完去【益田假日广场】吃网红下午茶～
---
⚠️ **小贴士**
▪️ 周末人略多，建议工作日早上去！
▪️ 蚊虫预警！记得带驱蚊水～
▪️ 商拍需收费，手机拍足够美！
---
“在深圳假装在欧洲的一天🇫🇷
0元get宫崎骏漫画里的夏天🍃
彩虹楼梯、风车城堡、复古街道…
9图根本放不下！！姐妹快冲👭”
---
💌 **快收藏**！@你的拍照搭子，周末一起刷爆朋友圈！
#深圳拍照 #深圳周末去哪儿 #深圳免费景点 #深圳小众打卡地 #广州周边游",2,0.0
dc_00054,"🌟 **牛仔短外套穿搭 | 一衣穿出7种风格！小
🌟 **牛仔短外套穿搭 | 一衣穿出7种风格！小个子显高神器** 🌈
**“春天没有牛仔外套就像没有阳光！”**
从甜妹到拽姐，从通勤到炸街，解锁N种高阶玩法👇
---
### **🍂 经典复古风 —— 永不过时公式**
1️⃣ **【深蓝牛仔外套+白T+高腰微喇牛仔裤】**
➤ **鞋子**：红色帆布鞋 + 白色中筒袜
➤ **饰品**：银色古巴链 + 复古墨镜
➤ **心机**：“上短下长”比例杀，五五分秒变三七分！
2️⃣ **【做旧牛仔外套+碎花连衣裙+马丁靴】**
➤ **鞋子**：黑色厚底马丁靴
➤ **饰品**：蕾丝choker + 藤编手提包
➤ **甜酷平衡**：硬朗外套中和碎花甜腻感，梨形身材遮胯绝了✨
---
### **🌸 甜酷混搭组 —— 约会炸街必备**
3️⃣ **【短款露腰牛仔外套+黑色工装裤】**
➤ **鞋子**：荧光色老爹鞋 + 堆堆袜
➤ **饰品**：金属腰链 + 机能风胸包
➤ **辣妹公式**：露腰设计显腿长，苹果型身材选高腰裤遮肉！
4️⃣ **【浅蓝牛仔外套+粉色网球裙+小腿袜】**
➤ **鞋子**：白色运动鞋
➤ **饰品**：彩色发夹 + 卡通手机壳
➤ **女高感拉满**：春日樱花季拍照直接C位出道！
---
### **💼 通勤优雅组 —— 上班也能穿牛仔**
5️⃣ **【深色牛仔外套+缎面衬衫+西装裤】**
➤ **鞋子**：裸色尖头高跟鞋
➤ **饰品**：珍珠耳钉 + 鳄鱼纹通勤包
➤ **反套路穿搭**：用牛仔打破西装严肃感，周五Casual Day必抄！
6️⃣ **【oversize牛仔外套+针织背心+百褶裙】**
➤ **鞋子**：棕色乐福鞋
➤ **饰品**：贝雷帽 + 金丝眼镜
➤ **学院风天花板**：内搭同色系叠穿，显瘦又显高～
---
### **🏃♀️ 休闲运动组 —— 舒适与颜值并存**
7️⃣ **【短款牛仔夹克+卫衣+骑行裤】**
➤ **鞋子**：白色老爹鞋 + 运动袜
➤ **饰品**：棒球帽 + 荧光色斜挎包
➤ **美式街头风**：上宽下紧显瘦，健身房到咖啡厅无缝切换！
8️⃣ **【拼接牛仔外套+工装裙+登山靴】**
➤ **鞋子**：棕色登山靴
➤ **饰品**：户外风手表 + 尼龙腰包
➤ **山系女孩**：机能风叠穿，露营拍照超
---
**✨ 万能搭配口诀**
▸ **配色公式**：牛仔蓝+白/红/黄=经典，+紫/粉=惊艳
▸ **材质碰撞**：硬挺牛仔+柔软缎面/针织，层次感飙升
#牛仔外套穿搭 #小个子穿搭 #甜酷风 #早春穿搭 #OOTD",2,0.0
dc_00055,"160➡️98🔥女版弥勒佛秒变水蛇精🐍
胖真的会封印美貌！！努努力原来自己也能成为大博主一样的精致女孩！！
#减肥 #咚吃 #咚吃三日餐体验 #减脂 #故事 #恋爱 #婆媳 #自律 #逆袭 #暗恋",2,0.0
dc_00056,"存一些澳门拍照姿势📸
#拍照动作 #澳门拍照打卡 #女生拍照姿势 #旅行随地打小拍 #旅游就是要拍美美的照片",2,0.0
dc_00060,"当老板要求今天穿可露丽风来上班
我看他们也就勉勉强强吧
#可露丽风 #陈峥陈嵘 #模特
#每日穿搭 #上海 #上班 #我的日常",2,0.0
dc_00061,"香港打卡景点🍅漫步铜锣湾可爱一日ᵕ̈
-
周末来香港铜锣湾逛街ᕑᗢᓫ
只有半天时间逛街就决定去恒隆商场旗下的Fashion Walk～
意外发现百德新街到食街全被巨型食物笑脸占领⌯>ᴗ o⌯.ᐟ.ᐟ
一些小小拍照tips：
🍋和「Chillax柠檬」瘫在沙滩椅举杯（眼睛会眨！）
🍔钻进「汉堡隧道」彩虹拱门玩错视（记得看移动眼球）
🍺在blingbling啤酒杯前碰杯拍闺蜜大片
🍅抓拍「番茄夹娃娃机」里躲猫猫的仔
🍾夜晚去香槟瓶旁拍霓虹光影开香槟
👟今天还买了一双adidas
鞋盒太大我放在百德新街了
友友们可以去get同款鞋盒🤣
PS：百德新街、记利佐治街、加宁街、京士顿街及食街全属于Fashion Walk范围，吃喝玩乐可以一次性在这里解决～
📍位置：铜锣湾港铁站E出口
@香港恒隆商场  #香港打卡 #铜锣湾citywalk #周末去哪儿  #香港citywalk   #香港旅行   #香港拍照   #香港一日游   #香港旅游   #香港旅行攻略   #香港   #香港免费拍照   #旅行日记 #畅游食佳",2,0.0
dc_00063,"别再说换人啦！！🎀露脸视频来了！🩵
#变装 #反差 #穿搭 #穿搭改造 #早春穿搭 #我的上班通勤穿搭",2,0.0
dc_00066,"207斤｜“即使207斤我也可以尽情绽放🌸”🍃
“你本完美，无需“缩小“自己
大码mm们，不必为几斤几两而焦虑，你们的价值从不写在尺码标签上，那些试图用身材评判你的人，不过是困在狭隘标准里的影子！
你们光芒无需他人丈量✨
#变妆看我的 #大码女孩 #大码写真 #素人改造 #我可以是任何想成为的样子 #大胆点你没那么多观众 #永远为自己着迷 #油画写真#大码油画写真 #杭州约拍",2,0.0
dc_00068,"只要3步🔥学会了这辈子都不用拉腿了❗️❗️❗️
每次都被朋友拍的又矮，又过爆⁉️
分享三个技巧让你秒出片❗️
1️⃣让朋友手机对准胸口处
2️⃣微微内扣
3️⃣打开0.8倍广角，脚底贴边
        
#2024时髦存档 #男生穿搭 #拍摄技巧 #拍照技巧 #拍照 #拍照姿势 #拍照姿势不重样 #构图技巧 #来拍照了 #广州拍照",2,0.0
dc_00069,"大芬油画村一日citywalk😍不走回头路攻略
大家好！我是小肥鸭！
如果在深圳逛腻了商场和公园，
很推荐来大芬油画村度过周末！
里面有画室，陶艺，木雕，藤编等等各种体验，类型非常丰富！
很适合情侣/亲子/闺蜜出行~
今天给大家整理了详细的一日游玩路线！
        
📍地址
深圳市龙岗区大芬油画村
        
🚅交通
地铁3号线（龙岗线）大芬站A1出口，步行大约500米，6分钟左右
        
🎫费用
油画村和美术馆参观都免费，无需预约
🗺️游玩路线
✅《哪吒2》涂鸦墙：到油画村门口后，先不进入，直行200米就能看到（导航大芬油画村4号门）
✅八度空间ART：外面是彩色的涂鸦墙，写着很多周杰伦的歌名，可以免费打卡，进店是19.9元/人，里面很多周杰伦的专辑和周边。
✅大芬国际艺术部落：
营业时间为9:30~17:30
一楼现在展出的油画很多都是和春天相关！各种花主题的画作，很好看~
✅三角梅
就在艺术部落对面，有好几处盛开的三角梅，景色特别好！
✅大芬美术馆：
营业时间为9:30~17:30，周一闭馆
现在正在展出大芬国际油画双年展平行活动《绿色与共存》
里面画作类型很丰富，还有AI画作，非常与时俱进~
✅不急艺术商店&fafago画画狗
两个杂货店，店铺装饰的很好看，但我个人觉得里面小玩意儿的品类不是很多~但老板都很友好！
✅谁画了我的吐司
一个可以在吐司上DIY画画的小店，烤完还可以吃掉！老板人也是特别热情，我们想参观一下也热情招待~下次有时间一定要去体验~
✅回到未来猫咖画室
一家可以撸猫又可以画画的咖啡店！可惜我们去的时候画室满了，只能纯撸猫啦~店内装饰很漂亮，猫猫也很可爱，套餐里有猫条可以喂猫猫，店员也是人很好，给我们介绍每个猫猫，玩得很开心~
        
周末从深圳出发，游遍广东系列还会持续更新！感兴趣记得来看哦~
#春天就要上春山 #旅游编辑部 #周末去哪儿 #深圳游玩 #深圳一日游 #深圳拍照 #深圳citywalk #深圳旅游攻略 #三角梅 #深圳周末好去处",2,0.0
dc_00071,"当我执着于用手机拍照时,朋友拿出了ccd... #今天玩ccd了吗 #新年旅行第一站 #香港旅行 #香港拍照 #ccd #拍照技巧 #来拍 照了",2,0.0
dc_00073,台灣竟然有洞穴水族館!!也太酷了吧,2,0.0
dc_00074,"想要一秒穿越到欧洲童话世界吗?深圳的梅拉尼亚小镇绝对是你 的不二之选!这里仿佛是从童话书中走出来的梦幻小镇,每一个角落 都散发着浓浓的艺术气息,简直是拍照打卡的天堂",2,0.0
dc_00078,来学!一些生命力拍照姿势!!包出片的 姐妹们出去玩不要傻傻站着啦 生命力拍照姿势来咯!快学起来 #生命力拍照 #汕尾 #汕尾拍照 #海边拍照 #春天就要上春山 #要春游更要村游,2,0.0
dc_00081,"🇭🇰香港这里太美了。。。
#香港 #大城市里的小浪漫 #不敢想象在这里拍照有多绝 #误入了莫奈的花园 #城市中的浪漫打卡地",2,0.0
dc_00082,终于站在富士山顶上了,2,0.0
dc_00085,"朋友以为我去了意大利，其实拍摄地就在……
我家后院！
	
#这里拍照很出片 #小众拍摄地 #精致的朋友圈毛胚的人生 #色彩搭配 #氛围感 #法式氛围感 #法式穿搭 #置景",2,0.0
dc_00086,"闺蜜用一个纸箱就能在家拍📷坠入花海照
快叫闺蜜0成本在家给你拍大片！
#拍照技巧 #闺蜜 #氛围感拍照 #在家拍大片 #宅家拍照 #拍照姿势不重样 #闺蜜 #鲜花怎么拍 #鲜花拍照姿势
@摄影薯",2,0.0
dc_00087,"🆘😭快救救孩子选哪张参加港大摄影比赛
港大研会的摄影比赛，今晚就截止了我还没有选好交哪张万能的小红薯们快帮我选选吧
主题是“鏡頭下的香港：我與這座城的故事”，要求是“記錄香港的璀璨夜景、古典建築、山海風光及市井百態…描繪出你眼中最真實、最生動的香港印象。”
📷我感觉扫街和风光的照片都可以投，但是哪张好呢，包听劝的，救救孩子吧，选择困难症，选哪张呢
📷我是选风光还是人文扫街呢，还是说选有纪念意义的？很多图之前发上来过，图678在xhs上大家好像都还比较喜欢，图16是xhs上火了的一些图，图17是香港国庆的烟花...
摄影 | 旅行 | 拍照 | 打卡 | 爬楼
小众 | 建筑 | 后期 | 风光 | 机位
人像 | 调色 | 修图 | 人文 | 扫街
---
听劝，最后选了评论区里的图0
---
出结果了，图0没有入围最后投票环节，是不是我应该选张其他的🤷🏻‍♂️
#香港大学 #港大 #hku #摄影比赛 #手机摄影 #港大研会 #香港摄影 #大学生摄影 #摄影作品欣赏 #摄影审美",2,0.0
dc_00089,深圳拍照圣地，免费打卡土耳其热气球，出	片率100%!OAO时尚街区拍照太好看了，约上闺蜜周末去打卡真不错,2,0.0
dc_00090,"答应我‼️来香港要坐一次免费全景电梯🇭🇰⛰️
香港湾仔也太多好玩的地方了😭😭
来利东街逛街
发现了这个免费全景观光电梯🛗
不用去太平山顶🚠也可以俯瞰香港啦！！
        
📍湾仔合和中心
先坐扶手电梯到3F，再坐lift到17F，跟着指示牌🪧就可以看到🆓观光电梯啦！
        
#香港拍照 #香港旅行 #香港夜景 #香港旅行攻略 #小众旅行地 #湾仔 #小红书旅行日历   #新年旅行第一站   #不早起旅行日记   #反向旅行出门溜溜 #先出发再说   #和同频的人一起看世界   #我的旅行要实况   #不为打卡的旅行 #出发就是最好的计划 #香港生活 #浪漫生活的记录者#香港citywalk #假日citywalk
@生活薯 @走走薯 @城市情报官 @摄影薯",2,0.0
dc_00091,"深圳这里！小众不花钱公园citywalk（附路线
#小众拍照地 #深圳 #深圳公园 #光明 #深圳光明 #虹桥公园 #深圳拍照 #来拍照了 #深圳city_walk",2,0.0
dc_00092,"近期来香港迪士尼玩的一定要带自推玩偶啊！
香港迪士尼现在推出新的主题“春日旅途，友你真好”，在多个主题园区加设了新的毛公仔可爱座打卡位，可以为你的毛公仔留座！
-
🔹日期：2025年2月21日-5月7日
🔹“可爱座”地点：
1️⃣美国小镇大街火车站外
2️⃣城堡广场
3️⃣探险世界：邻近“森林河流之旅”与“乐韵丛林”之间位置
4️⃣灰熊山谷：灰熊山拍照点位置
5️⃣迷离庄园：迷离大宅正门楼梯前
-
#浪漫生活的记录者 #香港 #香港迪士尼 #迪士尼 #达菲和朋友们 #带上玩偶旅游打卡 #带玩偶去旅游 #星黛露 #达菲 #玲娜贝儿",2,0.0
dc_00093,"学到了‼️旅游广角拍照📸超有氛围感
超简单易学的万能出片教程
适合旅游打卡和街拍的拍照姿势
手机广角拍照太容易出片啦！
拍出松弛感 生命力满满🤳
	
（🌟划重点）
1️⃣把脚放在画面的下边框上
显高显瘦显腿长
2️⃣越靠近画面的边角畸变会越明显
记得要把脸放在九宫格中间
脸就不会变形啦~
	
学会这几个小技巧和pose
旅游探店都轻松出片
快叫你诡蜜来学！！
	
#拍照技巧 #薯条小助手 #拍照姿势 #手机怎么拍大片 #来拍照了 #拍照姿势不重样  #旅游拍照 #广角拍照 #拍照教程    @摄影薯 @生活薯 @走走薯 @视频薯 @薯队长 @小红书创作助手 @小红书视频号 #街拍穿搭",2,0.0
dc_00094,"真的不在墨尔本！你敢信这是在深圳的海滩🏖️
-
沙滩🏖️、椰树🥥、大海🌊
被夕阳笼罩着散发出浪漫气息
没有比这更让人治愈了！
	
-
这个人少的小众沙滩真的太爱啦🏖️
沙子细软，海水碧蓝🌊可以搭帐篷露营⛺️
沙滩上还有很多好看的打卡点很出片
分分钟感觉好像在国外度假一样！
真的好适合带小朋友来玩～👬
-
⛲️附近游玩景点：
万科十七英里
溪涌度假村
背仔角灯塔和栈道
	
-
	
📝出行tips：
▫️需要做好物理防晒，选择舒适的鞋👟
▫️带一些挖沙玩具、换洗衣物、人字拖🩴！
▫️玫瑰海岸沙滩可以野餐，可以准备一些食物，（如需搭帐篷需要收30r 场地F）
.
	
☀️天气好的时候拍照好出片啊
📍玫瑰海岸文化旅游度假区
🚗：直接导航到东门停车场
🎫：50
#那是我一直想去的海边 #趣野外自然敲开心 #带小孩旅游 #去看可以治愈一切的大海 #一起去户外 #治愈一切的海 #去户外大口呼吸 #惬意海岛生活 #深圳玫瑰海岸 #深圳沙滩",2,0.0
dc_00096,"用小作文的方式去拍照！你就会拥有很多动作
【这期干货专门教那些不会摆姿势的宝】
男女通用，虽然有点尬，但是拍出来还是很自然的！
#拍照动作 #摄影构图技巧 #不一样的拍照 #人生照片的正确打开方式 #拍照最好玩的是即兴发挥 #拍照构图 #拍照技巧 #拍照如何摆pose #有感染力的照片 #拍照姿势不同样",2,0.0
dc_00098,"当你拍照不再局限于咖啡厅‼️楼梯出片大法
实在不知道去哪里拍照，就找个楼梯试试看吧！
总结了五种不同的倍数拍照用法
想拍哪种风格咱都有！
#来拍照了 #拍照姿势不重样 #楼梯拍照 #广角拍照 #手机拍照 #韩女拍照 #坐姿拍照 #拍照教程 #拍照技巧 #阴天拍照",2,0.0
