error_type,meaning,extraction_goal,term,target_docfreq,contrast_docfreq,target_rate,contrast_rate,precision_like,log_odds,score,suggested_target_label,suggested_frame,suggested_cue_type,suggested_use
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,文可爱,4,0,0.006,0.0,1.0,4.6541,13.3082,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,神态,4,0,0.006,0.0,1.0,4.6541,13.3082,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,视角的,4,0,0.006,0.0,1.0,4.6541,13.3082,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,一视,5,1,0.0076,0.0001,0.8333,3.7575,10.7285,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,一视角,5,1,0.0076,0.0001,0.8333,3.7575,10.7285,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,第一视,5,1,0.0076,0.0001,0.8333,3.7575,10.7285,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,第一视角,5,1,0.0076,0.0001,0.8333,3.7575,10.7285,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,看看你的,6,2,0.0091,0.0003,0.75,3.4152,9.9483,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,即便是,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,原本的,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,嗯…,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,师和学,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,师和学生,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,沙雕,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,融化了,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,谁给,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,＃毕,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,＃毕业,4,1,0.006,0.0001,0.8,3.5553,8.8886,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,么广,5,2,0.0076,0.0003,0.7143,3.2466,8.3798,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,什么广,5,2,0.0076,0.0003,0.7143,3.2466,8.3798,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,侣，,5,2,0.0076,0.0003,0.7143,3.2466,8.3798,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,看你的,6,3,0.0091,0.0004,0.6667,3.0786,8.2932,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,也会在,6,4,0.0091,0.0005,0.6,2.8271,7.0944,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,的可爱,6,4,0.0091,0.0005,0.6,2.8271,7.0944,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,的。我们,5,3,0.0076,0.0004,0.625,2.91,6.8619,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,04-2,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,4-2,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,不会对,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,交换一张你,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,人深,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,们拍的,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,去不了,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,可能无,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,咪可,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,回头看看,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,圳湾,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,换一张你,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,断裂,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,是广东,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,水账,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,流水账,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,深圳湾,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,猫咪可,4,2,0.006,0.0003,0.6667,3.0444,6.7259,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,何时,7,7,0.0106,0.0009,0.5,2.4605,5.9007,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,佛山,5,4,0.0076,0.0005,0.5556,2.6585,5.7871,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,尽头是,5,4,0.0076,0.0005,0.5556,2.6585,5.7871,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,的尽头是,5,4,0.0076,0.0005,0.5556,2.6585,5.7871,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,小猫咪,14,23,0.0211,0.003,0.3784,1.9863,5.6437,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,瞬间的,6,6,0.0091,0.0008,0.5,2.4591,5.4613,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,14块,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,一张你,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,再生,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,十次,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,好奇，,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,张你,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,文可,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,汪苏,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,汪苏泷,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,港探店香港旅,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,achievement_elite_education,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,苏泷,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,融化,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,香港探店香港旅,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,achievement_elite_education,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,（纯,4,3,0.006,0.0004,0.5714,2.7078,5.3803,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,猫咪,24,60,0.0363,0.0078,0.2857,1.5759,5.0052,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,着跟,5,5,0.0076,0.0007,0.5,2.4577,4.9839,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,些瞬,6,7,0.0091,0.0009,0.4615,2.3159,4.8793,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,些瞬间,6,7,0.0091,0.0009,0.4615,2.3159,4.8793,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,一搜,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,临摹,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,了幸福,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,交换一,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,交换一张,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,假发,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,养了,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,子里面,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,小狗不,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,店香港旅,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,achievement_elite_education,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,想看的,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,换一张,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,探店香港旅,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,achievement_elite_education,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,然只,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,缝缝,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,缝缝补,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,缝缝补补,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,缝补,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,缝补补,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,起伏,4,4,0.006,0.0005,0.5,2.4563,4.4563,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,前广,6,8,0.0091,0.001,0.4286,2.1906,4.3992,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,前广东,6,8,0.0091,0.001,0.4286,2.1906,4.3992,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,天前广,6,8,0.0091,0.001,0.4286,2.1906,4.3992,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,天前广东,6,8,0.0091,0.001,0.4286,2.1906,4.3992,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,想看看你,6,8,0.0091,0.001,0.4286,2.1906,4.3992,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,家电,5,6,0.0076,0.0008,0.4545,2.2906,4.3609,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,速写,5,6,0.0076,0.0008,0.4545,2.2906,4.3609,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,天前,18,46,0.0272,0.006,0.2812,1.5507,4.2368,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
up_to_neutral,UP recall gap,extract implicit high-resource/highlight cues and UP relation markers,小猫,22,65,0.0332,0.0085,0.2529,1.4076,4.0416,UP,high_resource_lifestyle,domain_frame,"add as UP cue if train examples show poster-owned highlight/resource/achievement, not third-party information"
