id,content,gt,predicted
dc_00155,"谁家好人异地见面 在酒店做听力◎
被董老师拉着刷了人生中的第一套雅思听力
#听力 #异地 #随地大小学",2,1.0
dc_00160,"脸上频繁长痣是因为什么啊
今天起床照镜子发现脸上比以前多了好些痣，都不知道是什么时候长的，是不是身体在提醒我什么？要不要去看中翳
#好痣还是坏痣 #中医 #求助 #求解答",2,1.0
dc_00161,"姐妹 痣多的烦恼有谁懂想去点痣 一直没找到机会會
#畅所欲言贴 #浓颜还是淡颜＃好痣还是坏痣",2,1.0
dc_00167,"讯号山公园i人不适已经要排队的拍照了
景观ok，排队拍照大可不必hhh，估计得日出去看才没人
btw 虽然山不高，但是爬上去怪陡的",2,1.0
dc_00170,"香港英基外斩人
今天英基沙田学院/沙田小学门口发生战人案，经抢救后不治sss",2,1.0
dc_00177,劝大家以后都不要随便找旅游搭子 国内一月份我发布了一条招搭子的帖子然后有一名女生找到我说签证已下 可以跟我一起出行 我出境前已购买了旅游险和车的全险 由于我们是自由行她没有驾照 我们自驾 全程都是我开车 开了两天后我发生了车祸 撞上了石头堆 后续情况我已经在新西兰给她垫付了医疗费用 医生也说是轻微脑震荡 由于驾驶所以导致租车行后续四天的费用没法退 她要求我退掉她那部分的四天租车费用 但是我认为车是一起租的 不应该是我一个人承担所有的后果 发生车祸是谁都不想的 但是我还是在车行没有给我退费的情况下私人给她退了 后面她还要要求回国做检查我拒绝了 她想起诉我 但是在新西兰的法律法规明确表明她无法起诉我因为我已经支付了她的医疗费用 国内起诉也不受理国外的事件 后续我跟她一起订了realgun的费用还有皇后镇的酒店我想找她退钱因为是我转给她的 她现在拒绝联系酒店不肯退钱 昨天晚上我跟她 argue 的时候在我没有对她做出任何伤害行为她 call 了当地警察说她害怕 要举报我今天早上警察来了登记我的情况明确表明我没有任何过错 从目前为止我真的觉得这个女生无理取闹 非常不可理喻一开始找搭子也是说事不多 结果现在来讹我 劝大家以后长个心眼吧 #新西兰 #保护自己的利益 #旅游,2,1.0
dc_00180,"火炭黑帮谋杀案，PTU持V登大厦搜捕凶手！
一名52歲譚姓有黑幫背景男子昨日（16日）下午5時許在火炭麗禾里3A
號對開，被兩名身穿黑衣，年約20歲的男子用刀襲擊，施襲者其後登上一輛的士逃去，譚姓男子傷重送院後不治，警方列作謀殺，由新界南總區反三合會行動組調查。
今（17日）早上11時許，兩名兇徒疑匿藏在旺角亞皆老街52至54號建興大廈內，大批藍帽子（PTU）聯同新界南重案組探員該大廈搜捕疑兇。現場所見，大批PTU 人員穿上防刺背心、保護頭盔，並手持盾牌和爆破工具。警方亦包圍大廈出入口及後巷，大批市民在附近駐足圍觀。",2,1.0
dc_00182,"谁懂 每天苦练画技就为了画出oc的脸
还是画不出想要的样子",2,1.0
dc_00184,"下雨天我们点外卖的人也不容易啊
我在一楼 有时候骑手会通过院子让我自己拿外卖
因为我们小区门禁还挺难等的
但是早上九点半 下雨 我说我还在睡觉放前门 骑手就说你来院子拿 不然等五分钟没人出来我就带走了
我真的感觉平时还是太宽容了 早上门禁进出人很多
我说了我在睡觉放前门 说自己手上还有别的单子
那我请问我四块五的配送费给谁了[生气R][生气R][生气R][生气R]
恶劣天气你不想跑还要我淋雨取外卖也是很荒唐了
（门禁到我家步行不到50米 不用爬楼梯",2,1.0
dc_00188,"学校发9万的草稿本
其实是自己撕卷子来拼贴的草稿本 贴了两节自习
因为一节课45分钟 所以两节课90分钟 一分钟1000块..本人的耐心已经到nextlevel了
#小学生 #初中生 #高中生 #整活 #拼贴 #抽象 #四川",2,1.0
dc_00189,"笑🐭我了！😂已读乱回！留子的终极保命符
留子凭着已读乱回的终极大招各种极限走位、化险为夷[黑薯问号R][黑薯问号R][黑薯问号R]
 
老外流浪汉“Give me money!”
留子（听成Good morning) “Good morning!”
老外流浪汉？？？今天遇到一个有礼貌的傻子…
黑人大哥“Hey bro, do u have some bucks?”
淡定的留子“Sorry, I only have starbucks”
黑人大哥“这什么梗 （思考🤔）”
机制的留子：趁机溜了
哈哈哈哈哈哈！！！笑得我腹肌疼！
 
果然真诚➕已读乱回真的能保命，所以我想知道你们还有什么已读乱回的故事吗[萌萌哒R]
#留学   #搞笑   #我的留学生活   #留学生   #我的留学故事   #海外生活   #国外   #已读乱回   #留子",2,1.0
dc_00191,"不想上班
Everything is on fire🔥🔥🔥
 
#不喜欢上班 #当代打工人状态 #人为什么要上班
#meme",2,1.0
dc_00193,"去小众国家留学的那些奇奇怪怪的体验😂
有的小众，有的是听都没听过…多少有点离谱了哈哈哈哈哈哈哈
 
#留学  #留学生  #留学生日常  #l留学那些事  #小众国家留学  #搞笑  #搞笑的日常  #留学申请季  #留学申请指南 #留学美国",2,1.0
dc_00195,"上海影院现“阴阳座”
左侧都坐满了，右侧都空着。这是发生了什么？[汗颜R]#一起看电影 #上海影城SHO #电影票房 #票房 #看电影 #编号17 #上海",2,1.0
dc_00198,"当美国男友在学习中文
包括动词滥用与文言文的灵活应用，
那叫一个地地地地道地地道道[赞R]
 
#异国恋
#和外国人交流
#外国人
#沟通无国界
#学中文",2,1.0
dc_00202,"张伯明翰大学体育系姚女士你在吗？后续1.0谢谢大家的新素材。
前情提要本人les，早在去年我就知道姚女士把第三者带进我家（当时本人在国内，为朋友告诉我），用我的私人用品住了几天（其中包括床铺、碗筷、用品等等等等）。第三者更是嚣张翻我的包、衣柜并且录下视频声称我用假包，新衣服不剪吊牌、语气极其嚣张。虽然我知道但是一直没有取得视频证据，谢谢大家的帮助，此事又多了素材。#伯明翰 #伯明翰大学 #英国留学生 #英国phd #伦敦留学生",2,1.0
dc_00203,"伯明翰vita 避雷 reception当老大
事情起因是我跟朋友来伯明翰玩 感觉实在没什么可玩的 突然想打打台球
正好附近有个vita 有台球桌想着能不能在里面打一会 我们向一个不认识的女生说明了请求她帮我们借到了台球杆 一个很好的女生 在我们刚打不到20分钟意外发生了 杆子断成两截了 经常打台球的朋友都会有个习惯两腿相交成x型把球杆夹在里面 我当时就是这么干的 咱也不是精神病没事喜欢试试这杆子的软硬 试试能不能夹断它 我就是这样把杆子立着看我朋友打 仅此而已 轮到我打了 我把杆子拿起来发现很轻一看才知道杆子断成两半了 我只拿了上半身 我很懵 我朋友也很诧异的看着我但我真的没有干什么 感觉这杆子突然间自己断掉了 我们第一时间去找reception
反应一个中东男和一个白女 真是buff叠满了 我们要求看监控 他们看完后死活不给我们看 说要求赔偿 我们说ok让我们看一下事情经过因为我们也很好奇这玩意咋断的 真的是我弄断的我赔不就完了 就30镑也不多 但是最让我窝火的是他们的态度 很轻蔑的看着你说你们不能看监控 这是宿舍规定 只有工作人员才能看监控？？？？兄弟那现在成了你说啥是啥了呗当事人也不能看一下自己的遭遇了呗 事情发生的那么突然以至于我都没意识到杆子断两半了 我还想打呢 当时监控就正对着台球桌 我不知道就一个台球桌给我们看一下能有什么问题 他们就偏不 那以后就成了
reception 说啥是啥了呗 学生一点主动权都没有了是吗 由于我们不住在这里而且他们一直跟我们说我们是非法入侵 我们就没有继续跟reception
纠缠下去 事后我们及时的向给我们借球杆的女生道了歉 总而言之这里的reception的态度就不对 而且对学生很公平 当事人都不能看自己的遭遇一切对错由reception决定 你信也好不信也好 反正他们是老大他们说啥是啥 一个公寓把台球桌当摆设 一开始借杆子还只给一根 英国人都是俩人一根球杆打台球的吗 后面我们说才不情愿地给了另一根 杆子头都没有就完全一根打磨好的木头棍子 巧粉也没有 事后还说这是新的 我们是第一个用这个杆子的 是我刻意夹它整断的 朋友 这杆子头都是黑的你跟我说其他人没用过就我用了 你说啥是啥吧 看我们不住这里就觉得我们好欺负 倒是也没毛病
一但
最后再次向借给我们球杆的女生道个歉 不好意思让你无缘无故的加入了这件事",2,1.0
dc_00210,"雅思抽查 | 雅思成绩被取消之原因+后果✅
🧨2️⃣新年特辑之雅思抽查中常见问题深度解析（二）🧨
🎉新的一年，从解决困惑开始！🧨
😃为了帮助大家更高效备考以及更快抓取雅思抽查中的一些信息差，我将龙年🐉整理的一些笔记重新优化，结合常见问题为大家呈现更全面的解答。
🫡这是新年特辑第二篇2️⃣，聚焦“雅思成绩取消”的原因、常见误区及相关解析。
🥳希望为屏幕前的你带来清晰的思路和一份安心噢
🧨🧨🧨雅思成绩被取消的原因与常见误区🧨🧨🧨
一、 取消成绩的原因
1️⃣违规行为的定义：
雅思官方明确列出了违规行为的范围，包括但不限于以下内容：
①考场内行为违规：
②与其他考生交谈或干扰他人。
③借用文具。
④在考场内进食或吸烟。
⑤未经许可擅自离开考场。
⑥对考场工作人员不礼貌（因一些同学总是忽视故加粗以特别注意）
⑦参与任何形式的作弊行为，这包括但不限于：
使用未经授权的参考资料。
协助他人作弊或替考。
抄袭他人答案。
干扰机考设备。
复制考试材料或篡改成绩单。
藏匿电子设备或参考资料。
泄露或窃取试题内容及答案。
提前打开试卷或考试结束未按要求停笔。
2️⃣后果：
违规行为一旦确认，考生成绩将被取消，无法转考、退考或退费，甚至可能被禁止再次报考。
二、被抽查与被取消成绩的关系：
被抽查的原因与被取消成绩的原因存在一定相似性，但并不完全重叠。
例如，被抽查的可能原因通常涉及官方审核的随机性，但如果申诉过程中无法解释所有潜在问题，可能导致成绩被取消。
更多内容：—我放在评论区了
“为什么我的雅思成绩被抽查了❓”
“雅思成绩被取消的我丸辣”
“雅思上诉是什么呢”
[气球R]因字数限制三、常见问题与误区部分见P4哦
#雅思成绩被取消 #雅思成绩抽查 #雅思上诉 #雅思成绩取消 #雅思成绩取消 #雅思申诉失败怎么办 #雅思成绩被取消怎么办 #雅思申诉与雅思上诉 #appeal #gg的碎碎念",2,1.0
dc_00212,"白猫指定是有点说法
#猫咪日常  #猫咪  #白猫萌丑受害小组  #白猫受害者联盟#白猫 #油腻小猫咪 #纯白猫咪   #圣火猫猫教  #记录猫咪曰常",2,1.0
dc_00214,"猫为什么可以有这么抽象的坐姿？
你家猫都是怎么坐的，发出来康康！
#丑猫#丑猫大赛#奇奇怪怪的猫咪#谁家小猫长这么别致#晒出你的猫#猫咪坐姿#抽象#离谱#大佬坐姿的猫咪 #猫的松弛感",2,1.0
dc_00217,"谁家好猫睡成这样啊，离谱！
#猫咪睡姿#猫咪睡觉#白猫#异瞳白猫#睡觉#猫粮#猫咪日常#记录猫咪日常",2,1.0
dc_00221,"留学久了真的会转不过来哈哈哈哈哈
越努力越机翻[扯脸H]
大家留学后都会有这种感觉吗[失望R]
#留子整活大赛 #海外留学生 #留学生搞笑日常 #奇怪的文化输出 #留子的命也是命 #一键查询留学生精神状态 #谢谢真的有被笑到 #留子的精神状态#留学#留学生",2,1.0
dc_00222,"当美国男友在学习中文
包括动词滥用与文言文的灵活应用，
那叫一个地地地地道地地道道[赞R]
 
#异国恋
#和外国人交流
#外国人
#沟通无国界
#学中文",2,1.0
dc_00224,"笑🐭我了！😂已读乱回！留子的终极保命符
留子凭着已读乱回的终极大招各种极限走位、化险为夷[黑薯问号R][黑薯问号R][黑薯问号R]
 
老外流浪汉“Give me money!”
留子（听成Good morning) “Good morning!”
老外流浪汉？？？今天遇到一个有礼貌的傻子…
黑人大哥“Hey bro, do u have some bucks?”
淡定的留子“Sorry, I only have starbucks”
黑人大哥“这什么梗 （思考🤔）”
机制的留子：趁机溜了
哈哈哈哈哈哈！！！笑得我腹肌疼！
 
果然真诚➕已读乱回真的能保命，所以我想知道你们还有什么已读乱回的故事吗[萌萌哒R]
#留学   #搞笑   #我的留学生活   #留学生   #我的留学故事   #海外生活   #国外   #已读乱回   #留子",2,1.0
dc_00226,"服了
part2没准备好，中间一断，说了个然后.....偷瞄了一眼考官，希望没听出来我说的啥，就当我犯病了[失望R]
 
#不要太离谱 #雅思口语#雅思",2,1.0
dc_00231,"🇭🇰Polyu｜什么期中这么难sha
儿不仅得伴读，还得照顾它的姐姐们（啊大，啊二[哭惹R]
这课，可太好容易了[扯脸H]
这作业，可太好写了[扯脸H]
一学一个不吱声
下雨天🌧️，但素这木棉树好美
#港硕日常 #polyu #今天梦见一条小金鱼",2,1.0
dc_00232,"英文meme | 不好意思烂梗含量超标了
对不起我真的太爱烂梗了[暗中观察R][暗中观察R]
﻿#meme﻿ ﻿#梗图﻿ ﻿#英文梗图﻿",2,1.0
dc_00233,"哈？我居然没有发过猫猫梗图
这个世界没有小猫是不行的
这个世界没有小猫是不行的
这个世界没有小猫是不行的
﻿#这个世界没有小猫是不行的﻿ ﻿#meme﻿ ﻿#猫猫meme﻿",2,1.0
dc_00234,"让海龟吃上好东西了！背后原因令人暖心
是动物咪咪，我爱动物咪咪，请分享你的动物咪咪！
#有趣的动物 #meme",2,1.0
dc_00235,"不想上班
Everything is on fire🔥🔥🔥
 
#不喜欢上班 #当代打工人状态 #人为什么要上班
#meme",2,1.0
dc_00236,"上海影院现“阴阳座”
左侧都坐满了，右侧都空着。这是发生了什么？[汗颜R]#一起看电影 #上海影城SHO #电影票房 #票房 #看电影 #编号17 #上海",2,1.0
dc_00243,"退票退票！
小猪第一次挑战头顶毛球失败",2,1.0
dc_00244,支持一人一蚤,2,1.0
dc_00245,"下雨天我们点外卖的人也不容易啊
我在一楼 有时候骑手会通过院子让我自己拿外卖
因为我们小区门禁还挺难等的
但是早上九点半 下雨 我说我还在睡觉放前门 骑手就说你来院子拿 不然等五分钟没人出来我就带走了
我真的感觉平时还是太宽容了 早上门禁进出人很多
我说了我在睡觉放前门 说自己手上还有别的单子
那我请问我四块五的配送费给谁了[生气R][生气R][生气R][生气R]
恶劣天气你不想跑还要我淋雨取外卖也是很荒唐了
（门禁到我家步行不到50米 不用爬楼梯",2,1.0
dc_00247,"去小众国家留学的那些奇奇怪怪的体验😂
有的小众，有的是听都没听过…多少有点离谱了哈哈哈哈哈哈哈
 
#留学  #留学生  #留学生日常  #l留学那些事  #小众国家留学  #搞笑  #搞笑的日常  #留学申请季  #留学申请指南 #留学美国",2,1.0
dc_00248,"每日烂梗
#脱口秀 #拒绝玩烂梗 #烂梗",2,1.0
dc_00250,"脸上频繁长痣是因为什么啊
今天起床照镜子发现脸上比以前多了好些痣，都不知道是什么时候长的，是不是身体在提醒我什么？要不要去看中翳
#好痣还是坏痣 #中医 #求助 #求解答",2,1.0
dc_00251,"姐妹 痣多的烦恼有谁懂想去点痣 一直没找到机会會
#畅所欲言贴 #浓颜还是淡颜＃好痣还是坏痣",2,1.0
dc_00257,"讯号山公园i人不适已经要排队的拍照了
景观ok，排队拍照大可不必hhh，估计得日出去看才没人
btw 虽然山不高，但是爬上去怪陡的",2,1.0
dc_00261,"姐妹 痣多的烦恼有谁懂想去点痣 一直没找到机会會
#畅所欲言贴 #浓颜还是淡颜＃好痣还是坏痣",2,1.0
dc_00267,"讯号山公园i人不适已经要排队的拍照了
景观ok，排队拍照大可不必hhh，估计得日出去看才没人
btw 虽然山不高，但是爬上去怪陡的",2,1.0
dc_00270,"不记attendance的课就来了两个人
不好说教授和学生哪个尴尬",2,1.0
dc_00276,"我真的不懂为什么不能当面说
吃完饭了我去厨房洗碗，结果听见妈妈在小声和爸爸说我怎么怎么不好，特别小声但还是被我听见了。以前也试过早起了但是没出房间，听见爸妈在外面议论我，以为我没听见，其实我都听见了。
心里很难受，怎么排解 ＃家庭关系 #父母",2,1.0
dc_00277,"发现女儿抽烟怎么办？
发现她抽烟，她上大三，烟盒不小心从包里漏出来到沙发上，我刚开始没认出来，打开才知道是烟，我说最近怎么时不时就能闻到烟味，最近还发现她刷牙太频繁，还没来得及问就发现烟盒，后面简单聊了一下她让我别管，我说那你刷那么频繁的牙干啥，女孩子家家抽烟抽的牙黄手黄的想什么样子，结果不知道怎么招惹她了，一下子就摔门出去了.我觉得自己说的没错啊⋯#抽烟 ＃女儿抽烟 #抽烟女生 #求助 #怎么办",2,1.0
dc_00278,"离谱！当你在香港把手机滑进了下水道前几天在旺角，下 Taxi的一瞬间，手机居然划出了车，然后滑进了下水道整个就惊呆了，简直是离谱！！！
不报任何希望打了999，然后999居然给了我一个电话，叫我拨打渠务署电话
然后就真的有人问了我具体位置然后来了，捞出了手机，给香港市政点个赞！
因为当时小哥哥们捞出了手机我好激动，认真一看不是我的，所以我觉得不止是我一个人干过这种事，
这里留个贴，如果有人跟我一样手残，不要着急，可以找回，但尽量咱还是争取拿好了，不浪费公共资源
#手机掉下水道 #手机打捞 #捞手机 #香港报警 #渠务署 #香港生活
#香港",2,1.0
dc_00280,"🇭🇰港硕毕业大家都在干嘛
好纠结今天毕业 不知道要不要留港
大概就业方向也就是市场品牌策划运营类
不会讲粤语 语言大雷关
偏向回大陆 但是也看到一些帖子在港找到实习/工作
大清早不睡觉果然就会胡思乱想
港硕毕业大家都在干嘛
好纠结今天毕业 不知道要不要留港
大概就业方向也就是市场品牌策划运营类
不会讲粤语 语言大雷关
偏向回大陆 但是也看到一些帖子在港找到实习/工作
大清早不睡觉果然就会胡思乱想
#一想到上班就崩不住",2,1.0
dc_00285,"商科跑路金融失败后的一点感慨…
随着金融寒冬的到来 商科生纷纷跑路转向互联网大厂
作为一个普通金融学生我也没有例外
虽然有着进买方投研岗的规划和目标
但在认清楚这基本不可能之后 将目光投向了互联网
	
从年后春节结束 大家复工开始投递
一开始傻乎乎抱着金融味简历直奔大厂战略
没想到还真收到了一次大厂面邀 一面甚至自我感觉不错（除了不会sql…）结果没有后续
随后开始爆改简历 去金融味 学sql 继续投递 并意识到战略难度登天 转而投产品产运以及策略运营 被查看的次数寥寥无几 更不要提面邀了 基本为0
期间还考虑到咨询 想着做一段咨询曲线救国 面完四大之一又没了后续
随着时间的推移和几乎得不到正反馈的结果 我的心态一次次崩溃 一次次怀疑自己的能力和选择
眼看时间来不及了 必须再做一段准备秋招 又回自己熟悉的金融领域继续投 投了几天收到3家面邀 由于之前的挫折让我信心受挫 即使是面我很熟悉的岗位 也会非常非常紧张 好在过程发挥的还算不错 后续如果给了offer真的就接了（跑路失败）
	
回想一下从年后开始找到现在 陆陆续续一个多月了 无数次的期待伴随着无数次的失望 一次次怀疑 一次次崩溃
看着网上很多0互联网丝滑入职大厂的经验帖 在学习经验的同时心中又小有不甘 又开始自我怀疑
同时也常常反思 自己确实有些好高骛远 心气太高 运营不乐意 小厂看不起 希望能够直接进到中大厂 然后秋招美美上岸（做你的梦吧）可能这也是我跑路失败的重要原因之一吧
	
最近经常焦虑 但和朋友聊天的时候中突然有那么一点释然了 “有的时候只能去选择当下的最优解” 我们都希望事情一帆风顺按照预期发展 但依然无法避免事与愿违的情况 这也未必是坏事 塞翁失马焉知非福 有的时候考虑太多可能会适得其反 既然已经这样了 就坦然接受 走一步看一步 拒绝过度焦虑
	
也许互联网没有我想的那么好 也不那么适合我 也许未来金融又会好起来…春天又来了呢…
最后祝愿大家都能少一点焦虑 找到自己喜欢的工作和生活状态 说不定一切都是命运的安排 All is well🙏🏻
	
#碎碎念 #拒绝焦虑",2,1.0
dc_00290,"腾讯春招 流程绿了两周没约面
有人知道是怎么回事吗应届生
就算挂了也应该变灰了？为什么一直是绿的呢
#腾讯秋招 #腾讯 #ieg #腾讯校招 #春招 #腾讯春招 #校园招聘#2025春招",2,1.0
