target_label,frame,cue,cue_type,source_basis,rationale,weight_1_3,context_rule,count_UP,count_DOWN,count_NEUTRAL,empirical_label,empirical_share
AMBIGUOUS,comparison_marker:self_other_relation,比我,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,40,61,13,DOWN,0.535
AMBIGUOUS,comparison_marker:self_other_relation,比自己,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,5,2,1,UP,0.625
AMBIGUOUS,comparison_marker:self_other_relation,破防,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,14,38,12,DOWN,0.594
AMBIGUOUS,comparison_marker:self_other_relation,羡慕,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,56,68,12,DOWN,0.5
AMBIGUOUS,comparison_marker:self_other_relation,落差,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,4,10,5,DOWN,0.526
AMBIGUOUS,comparison_marker:self_other_relation,赶不上,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,3,3,1,DOWN,0.429
AMBIGUOUS,comparison_marker:self_other_relation,距离感,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,4,6,1,DOWN,0.545
AMBIGUOUS,comparison_marker:self_other_relation,跟别人比,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,0,0,0,,
AMBIGUOUS,comparison_marker:self_other_relation,身边朋友,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,4,5,1,DOWN,0.5
AMBIGUOUS,comparison_marker:self_other_relation,身边的人,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,7,12,4,DOWN,0.522
AMBIGUOUS,comparison_marker:self_other_relation,配不上,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,3,2,0,UP,0.6
AMBIGUOUS,comparison_marker:self_other_relation,酸了,relational_marker,INCOM+XHS,显式或半显式把 self 与 other 放进同一比较关系，是 xhs-score 里最容易被 LLM 漏掉的关系性线索。,3,先识别比较关系，再结合 poster advantaged/disadvantaged frame 判定方向。,0,0,0,,
AMBIGUOUS,comparison_marker:standing_rank,peer,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,0,1,0,DOWN,1.0
AMBIGUOUS,comparison_marker:standing_rank,top,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,19,8,17,UP,0.432
AMBIGUOUS,comparison_marker:standing_rank,前十,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,2,5,0,DOWN,0.714
AMBIGUOUS,comparison_marker:standing_rank,同事,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,68,80,50,DOWN,0.404
AMBIGUOUS,comparison_marker:standing_rank,同届,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,2,0,0,UP,1.0
AMBIGUOUS,comparison_marker:standing_rank,同班,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,0,2,0,DOWN,1.0
AMBIGUOUS,comparison_marker:standing_rank,同龄,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,8,12,4,DOWN,0.5
AMBIGUOUS,comparison_marker:standing_rank,同龄人已经,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,0,0,0,,
AMBIGUOUS,comparison_marker:standing_rank,同龄人都,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,0,1,0,DOWN,1.0
AMBIGUOUS,comparison_marker:standing_rank,天花板,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,34,15,21,UP,0.486
AMBIGUOUS,comparison_marker:standing_rank,层次,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,18,12,13,UP,0.419
AMBIGUOUS,comparison_marker:standing_rank,排名,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,20,14,13,UP,0.426
AMBIGUOUS,comparison_marker:standing_rank,榜单,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,3,0,1,UP,0.75
AMBIGUOUS,comparison_marker:standing_rank,段位,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,4,0,3,UP,0.571
AMBIGUOUS,comparison_marker:standing_rank,第一,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,388,324,239,UP,0.408
AMBIGUOUS,comparison_marker:standing_rank,级别,relative_standing,INCOM+USAS,相对位置、排序和同侪参照会把普通事实变成可比较事实。,2,若只是第三方榜单/公告且无 reader-poster positioning，降为 NEUTRAL。,10,12,5,DOWN,0.444
DOWN,appearance_body_distress,不上镜,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,2,1,0,UP,0.667
DOWN,appearance_body_distress,不敢拍照,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,0,0,0,,
DOWN,appearance_body_distress,丑,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,14,53,29,DOWN,0.552
DOWN,appearance_body_distress,体重焦虑,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,0,1,0,DOWN,1.0
DOWN,appearance_body_distress,减肥失败,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,0,0,0,,
DOWN,appearance_body_distress,反弹,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,4,5,0,DOWN,0.556
DOWN,appearance_body_distress,容貌焦虑,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,5,11,5,DOWN,0.524
DOWN,appearance_body_distress,小肚子,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,0,0,0,,
DOWN,appearance_body_distress,暴食,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,6,8,1,DOWN,0.533
DOWN,appearance_body_distress,水肿,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,1,4,2,DOWN,0.571
DOWN,appearance_body_distress,法令纹,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,1,1,2,NEUTRAL,0.5
DOWN,appearance_body_distress,爆痘,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,0,0,3,NEUTRAL,1.0
DOWN,appearance_body_distress,痘痘,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,1,6,6,DOWN,0.462
DOWN,appearance_body_distress,皮肤差,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,0,0,1,NEUTRAL,1.0
DOWN,appearance_body_distress,秃,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,7,11,1,DOWN,0.579
DOWN,appearance_body_distress,胖,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,41,51,19,DOWN,0.459
DOWN,appearance_body_distress,脱发,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,1,3,4,NEUTRAL,0.5
DOWN,appearance_body_distress,脸垮,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,3,0,0,UP,1.0
DOWN,appearance_body_distress,腿粗,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,1,0,0,UP,1.0
DOWN,appearance_body_distress,自卑,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,16,34,4,DOWN,0.63
DOWN,appearance_body_distress,越减越胖,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,0,0,0,,
DOWN,appearance_body_distress,身材焦虑,domain_frame,DACS/UPACS+LIWC body+XHS,外貌/身体痛苦是小红书中最强的下行或脆弱性 cue 之一。,3,若同时出现变美成果，对比前后可能整体为 UP；需看当前帖主定位是成功还是困境。,3,3,1,DOWN,0.429
DOWN,blocked_aspiration_failure,又失败了,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,2,0,DOWN,1.0
DOWN,blocked_aspiration_failure,失业,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,14,21,2,DOWN,0.568
DOWN,blocked_aspiration_failure,失败,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,34,74,15,DOWN,0.602
DOWN,blocked_aspiration_failure,崩了,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,4,12,2,DOWN,0.667
DOWN,blocked_aspiration_failure,废了,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,3,9,3,DOWN,0.6
DOWN,blocked_aspiration_failure,延毕,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,10,3,DOWN,0.769
DOWN,blocked_aspiration_failure,找不到工作,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,1,10,0,DOWN,0.909
DOWN,blocked_aspiration_failure,拒信,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,3,5,0,DOWN,0.625
DOWN,blocked_aspiration_failure,挂科,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,15,2,DOWN,0.882
DOWN,blocked_aspiration_failure,没上岸,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,0,0,,
DOWN,blocked_aspiration_failure,没希望,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,2,1,0,UP,0.667
DOWN,blocked_aspiration_failure,没录取,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,0,0,,
DOWN,blocked_aspiration_failure,没考上,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,2,10,3,DOWN,0.667
DOWN,blocked_aspiration_failure,焦虑到睡不着,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,0,0,,
DOWN,blocked_aspiration_failure,白努力,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,0,0,,
DOWN,blocked_aspiration_failure,考砸,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,3,1,DOWN,0.75
DOWN,blocked_aspiration_failure,落榜,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,3,0,DOWN,1.0
DOWN,blocked_aspiration_failure,被拒,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,15,18,3,DOWN,0.5
DOWN,blocked_aspiration_failure,裸辞后悔,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,0,0,0,,
DOWN,blocked_aspiration_failure,面试失败,domain_frame,USAS achievement/opposite+XHS,目标受阻是 UP 成就 frame 的反向集合，符合 CACLP 的 contrastive lexicon 思路。,3,如果失败后马上给出教程/复盘且不定位帖主困境，可降权。,2,0,0,UP,1.0
DOWN,family_oppression_low_support,不被理解,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,3,0,0,UP,1.0
DOWN,family_oppression_low_support,催婚,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,3,7,0,DOWN,0.7
DOWN,family_oppression_low_support,催生,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,4,4,0,DOWN,0.5
DOWN,family_oppression_low_support,冷暴力,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,1,14,0,DOWN,0.933
DOWN,family_oppression_low_support,原生家庭,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,8,124,6,DOWN,0.899
DOWN,family_oppression_low_support,妈妈骂,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,0,0,,
DOWN,family_oppression_low_support,家暴,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,1,2,3,NEUTRAL,0.5
DOWN,family_oppression_low_support,家里不让,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,1,0,DOWN,1.0
DOWN,family_oppression_low_support,控制欲,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,2,6,NEUTRAL,0.75
DOWN,family_oppression_low_support,断亲,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,5,0,DOWN,1.0
DOWN,family_oppression_low_support,父母不同意,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,7,0,DOWN,1.0
DOWN,family_oppression_low_support,父母控制,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,1,0,DOWN,1.0
DOWN,family_oppression_low_support,爸爸骂,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,0,0,0,,
DOWN,family_oppression_low_support,窒息,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,14,43,13,DOWN,0.614
DOWN,family_oppression_low_support,被骂,domain_frame,LIWC family+XHS,家庭压迫/低支持把帖主放在受限和低资源位置，容易触发下行比较或同情。,3,若只是家庭日常记录且无受害/压迫，不自动 DOWN。,1,26,1,DOWN,0.929
